,RAC1P,SEX,EDU,PINCP_DECILE,MSP,OWN_RENT,HOUSING_TYPE
869,1,1,3,3,1,1,1
870,8,2,7,3,1,2,1
871,9,1,9,5,6,0,1
872,2,2,5,0,6,0,1
873,1,2,3,7,4,0,1
874,9,2,8,9,5,0,1
875,8,2,5,2,6,1,1
876,1,1,9,6,1,1,1
877,6,2,10,4,1,1,1
878,1,2,5,1,3,0,3
879,1,2,7,6,6,2,1
880,1,1,5,9,1,0,1
881,1,2,5,8,1,1,1
882,1,1,5,0,4,1,1
883,1,1,5,0,2,1,1
884,1,1,7,4,4,0,1
885,1,2,7,6,1,2,1
886,9,2,2,3,4,2,3
887,1,2,3,2,1,2,1
888,1,1,1,3,6,2,1
889,1,2,9,4,5,0,1
890,9,2,9,2,4,0,2
891,1,2,10,1,1,0,3
892,2,2,4,3,1,1,1
893,2,2,2,4,1,0,3
894,1,1,5,0,1,0,1
895,8,2,1,5,1,0,3
896,6,2,9,5,5,2,1
897,1,2,12,9,2,1,1
898,1,2,5,2,1,0,3
899,4,1,3,6,3,2,1
900,1,2,4,3,2,1,1
901,1,2,9,2,1,0,3
902,9,1,9,2,1,0,3
903,1,1,2,8,4,0,1
904,1,2,1,9,4,0,1
905,2,1,2,2,2,0,1
906,2,1,3,1,4,0,1
907,6,1,11,1,5,2,1
908,7,2,12,0,3,1,1
909,1,1,6,3,3,2,1
910,1,2,6,6,3,0,2
911,2,2,3,2,6,1,1
912,1,2,2,9,2,1,1
913,1,1,5,0,6,0,3
914,7,1,2,2,6,0,1
915,1,2,3,0,5,0,2
916,1,2,9,1,5,0,1
917,1,1,10,2,1,0,3
918,1,2,1,0,2,2,1
919,1,1,6,9,4,0,1
920,1,1,2,8,1,0,1
921,1,1,8,1,3,1,1
922,9,1,11,3,4,0,2
923,2,2,3,5,1,2,1
924,1,1,4,5,1,1,1
925,1,1,7,7,3,0,2
926,1,2,5,2,4,0,3
927,2,1,2,2,2,0,2
928,1,2,2,9,3,1,1
929,1,1,7,1,1,2,1
930,1,2,5,5,1,0,1
931,1,2,2,6,3,1,1
932,1,1,7,0,1,1,1
933,1,2,4,2,1,0,1
934,8,1,11,8,1,1,1
935,1,2,9,1,1,0,3
936,2,1,3,2,1,0,1
937,1,2,5,1,1,0,1
938,3,2,7,1,1,0,1
939,6,2,10,6,6,1,1
940,1,2,7,2,3,0,2
941,2,1,10,0,1,2,1
942,9,1,9,0,1,0,3
943,3,1,7,4,2,1,1
944,1,2,6,2,1,1,3
945,2,1,7,2,3,0,3
946,2,2,11,2,1,0,3
947,1,1,9,3,1,1,1
948,2,2,4,0,3,1,1
949,4,1,5,1,1,1,1
950,6,1,5,4,1,0,1
951,1,2,7,1,5,1,1
952,1,2,5,3,1,1,1
953,1,2,5,6,6,2,1
954,1,1,12,0,1,0,3
955,1,2,4,3,6,0,2
956,1,1,11,2,5,0,1
957,2,2,5,2,6,1,1
958,1,2,9,9,1,1,1
959,8,2,7,4,4,2,2
960,1,2,7,0,2,2,1
961,1,1,7,7,1,0,1
962,2,2,6,2,1,0,1
963,1,2,3,2,6,2,2
964,1,1,7,7,1,0,3
965,1,2,3,4,5,0,2
966,1,1,7,3,1,0,3
967,1,1,3,7,3,2,1
968,8,2,12,3,6,1,1
969,1,1,4,3,1,0,1
970,1,2,3,3,6,2,1
971,1,1,10,1,1,0,3
972,1,2,3,8,6,0,1
973,2,1,10,0,1,0,3
974,2,1,3,5,1,1,1
975,1,2,4,7,1,2,1
976,2,2,7,1,3,0,2
977,2,1,5,5,2,2,2
978,1,1,5,4,1,0,1
979,1,1,5,4,1,0,1
980,1,2,4,6,4,0,1
981,1,2,9,5,6,0,1
982,4,1,7,4,3,1,1
983,2,1,7,7,1,1,1
984,9,1,8,4,1,1,1
985,2,1,2,9,3,0,1
986,1,1,3,9,5,2,1
987,1,2,4,2,3,1,1
988,1,1,9,1,1,0,3
989,1,1,5,0,5,0,2
990,9,2,1,8,1,0,3
991,1,2,7,3,1,0,1
992,1,2,5,9,6,1,1
993,8,1,4,7,6,2,1
994,1,2,4,2,1,0,1
995,4,2,6,1,1,1,1
996,1,1,6,6,5,1,1
997,1,1,5,0,4,0,1
998,6,2,3,2,3,2,1
999,1,1,6,4,6,1,1
1000,2,1,11,0,4,0,1
1001,6,1,12,4,6,0,1
1002,1,2,10,9,4,2,1
1003,1,1,9,2,1,0,3
1004,1,1,5,4,5,0,3
1005,8,2,9,2,2,0,1
1006,9,2,8,5,5,1,1
1007,1,1,8,3,3,2,1
1008,2,2,9,1,1,0,3
1009,1,2,2,8,4,2,1
1010,1,1,2,1,1,2,3
1011,2,1,3,5,3,2,1
1012,1,2,9,2,1,0,3
1013,9,2,2,1,6,0,1
1014,1,2,1,8,1,0,3
1015,1,1,10,2,2,1,1
1016,1,2,10,6,1,1,1
1017,6,2,12,6,5,0,1
1018,1,1,5,2,5,1,1
1019,1,1,7,1,1,2,1
1020,6,1,4,2,5,2,1
1021,1,2,2,8,5,2,1
1022,1,1,9,1,1,0,3
1023,1,2,5,3,1,0,1
1024,8,1,11,3,6,0,1
1025,7,1,4,2,1,1,1
1026,2,1,9,7,1,0,1
1027,2,1,3,7,1,1,1
1028,1,1,5,6,4,0,1
1029,1,1,5,0,1,2,3
1030,1,1,5,3,1,0,2
1031,1,1,5,7,3,2,1
1032,2,1,9,4,4,0,1
1033,1,2,3,3,2,1,1
1034,1,2,1,5,5,0,2
1035,2,2,2,2,6,1,1
1036,2,2,5,6,6,1,1
1037,2,1,8,7,6,2,1
1038,6,2,9,1,2,1,1
1039,2,2,2,4,4,1,1
1040,1,2,7,9,3,1,1
1041,1,1,4,7,1,1,1
1042,6,1,8,2,2,1,1
1043,1,1,3,6,3,0,2
1044,7,1,5,5,1,1,1
1045,4,1,7,6,1,0,1
1046,1,2,4,5,1,0,1
1047,2,2,1,3,5,1,1
1048,7,1,7,4,6,0,1
1049,1,2,9,2,1,0,3
1050,1,1,3,0,2,2,1
1051,1,2,9,2,1,0,1
1052,1,1,9,4,6,0,1
1053,1,1,9,1,1,0,3
1054,1,1,9,1,1,0,3
1055,1,2,2,3,6,0,1
1056,1,1,7,3,3,0,3
1057,1,1,6,5,6,0,3
1058,7,1,3,1,6,1,1
1059,1,1,7,9,1,0,1
1060,8,2,1,7,2,2,3
1061,2,1,9,8,1,0,3
1062,6,2,11,5,3,0,1
1063,2,2,6,0,3,1,1
1064,2,1,5,0,1,1,1
1065,1,2,2,2,1,0,1
1066,1,2,5,5,3,2,1
1067,1,1,3,5,3,0,1
1068,1,2,10,2,1,0,1
1069,1,1,3,6,1,0,1
1070,1,1,7,2,4,0,3
1071,5,1,8,1,2,0,1
1072,1,2,7,7,4,1,3
1073,2,1,6,5,1,1,1
1074,1,2,2,8,1,0,1
1075,2,1,5,6,5,2,1
1076,6,2,4,5,2,0,2
1077,1,2,4,8,4,1,1
1078,1,2,9,4,6,1,3
1079,1,1,8,0,2,0,1
1080,4,2,6,8,6,1,1
1081,1,2,9,7,5,0,1
1082,1,1,5,3,3,2,1
1083,3,1,4,0,4,0,1
1084,1,1,10,5,5,1,1
1085,1,1,4,0,1,2,1
1086,1,1,5,2,6,1,1
1087,1,2,2,1,3,2,1
1088,1,2,9,7,4,2,1
1089,1,2,10,2,1,0,3
1090,1,1,4,6,1,0,3
1091,1,1,4,3,3,0,3
1092,1,2,3,2,4,0,1
1093,1,1,9,8,1,1,1
1094,1,1,7,8,5,0,3
1095,1,2,8,9,2,1,1
1096,9,2,5,2,2,1,3
1097,9,1,9,2,1,0,3
1098,7,2,7,3,1,1,1
1099,1,1,8,0,1,2,1
1100,1,2,9,9,1,1,1
1101,1,2,7,4,1,0,3
1102,1,1,8,0,1,1,1
1103,1,2,4,4,3,2,1
1104,1,1,2,2,4,0,3
1105,1,1,3,5,1,1,1
1106,1,2,1,1,5,0,1
1107,1,1,10,3,1,0,1
1108,2,2,4,3,3,2,1
1109,6,2,6,2,5,0,1
1110,1,1,7,5,1,1,1
1111,1,1,5,2,1,1,1
1112,1,1,7,2,1,2,1
1113,2,2,8,1,5,0,2
1114,1,1,7,4,4,0,1
1115,1,1,4,6,5,2,1
1116,9,1,5,0,1,2,1
1117,1,1,4,2,1,0,3
1118,1,2,9,1,1,0,3
1119,1,1,5,0,6,1,1
1120,1,2,5,1,6,0,2
1121,1,2,8,4,4,1,1
1122,1,2,7,4,5,0,1
1123,1,1,4,2,1,1,1
1124,9,1,1,8,1,0,3
1125,1,1,6,5,3,1,1
1126,1,2,2,8,1,0,1
1127,6,2,6,5,5,0,2
1128,9,1,11,6,1,0,1
1129,1,2,6,5,1,2,1
1130,2,1,9,4,1,1,2
1131,1,1,5,3,2,0,2
1132,1,2,1,0,6,0,1
1133,1,2,9,9,5,1,1
1134,1,2,12,4,2,1,1
1135,1,1,5,5,4,1,1
1136,2,2,5,5,1,1,1
1137,1,2,4,6,4,1,1
1138,1,1,10,1,1,0,3
1139,8,1,7,5,1,0,1
1140,1,2,2,7,3,2,3
1141,1,1,4,4,2,2,1
1142,7,1,5,2,5,1,1
1143,1,1,1,7,1,0,3
1144,1,2,5,2,1,1,1
1145,1,2,7,5,3,1,1
1146,2,2,8,8,4,0,1
1147,1,2,4,4,4,2,1
1148,9,1,9,6,4,0,1
1149,1,2,8,3,1,2,1
1150,1,2,10,1,1,0,3
1151,9,2,3,2,3,1,1
1152,5,2,11,2,6,0,1
1153,1,2,7,0,6,0,1
1154,1,1,9,0,3,1,1
1155,1,1,7,3,6,1,3
1156,2,1,1,8,1,0,3
1157,1,1,5,3,4,0,1
1158,1,2,1,2,3,2,1
1159,2,2,4,5,1,2,1
1160,1,2,1,4,2,1,1
1161,2,2,9,7,1,0,1
1162,1,1,7,2,6,0,2
1163,1,2,7,1,4,2,1
1164,7,1,4,6,6,0,1
1165,2,2,10,2,1,0,1
1166,1,2,4,5,4,1,1
1167,1,2,7,1,5,0,1
1168,2,2,12,7,1,1,1
1169,1,2,7,2,2,0,1
1170,1,2,3,4,1,1,1
1171,1,2,7,0,1,2,1
1172,1,1,8,6,5,1,1
1173,2,1,1,4,5,0,3
1174,1,2,5,2,1,0,1
1175,2,2,9,2,1,0,3
1176,1,1,4,1,6,1,1
1177,1,2,9,8,6,0,1
1178,2,2,7,1,1,0,2
1179,1,1,7,3,6,0,1
1180,5,2,10,8,1,2,1
1181,7,2,11,2,1,0,1
1182,1,2,4,0,5,1,3
1183,9,1,1,8,1,0,3
1184,4,2,5,2,2,2,1
1185,1,1,7,3,4,2,1
1186,1,2,9,3,4,0,1
1187,2,2,9,1,1,0,3
1188,1,2,4,4,1,2,1
1189,1,2,9,8,1,0,1
1190,1,2,8,5,4,1,1
1191,7,2,5,2,1,0,1
1192,1,1,9,4,1,0,2
1193,1,2,5,6,2,0,1
1194,9,1,3,6,1,1,1
1195,1,2,3,1,4,1,1
1196,1,2,12,3,3,0,1
1197,7,1,3,5,6,1,1
1198,2,1,2,4,6,0,1
1199,6,2,3,7,4,0,1
1200,1,1,7,1,6,0,2
1201,2,2,10,0,1,0,3
1202,1,1,9,6,1,2,1
1203,1,1,8,5,1,1,3
1204,9,1,4,1,1,0,1
1205,7,1,2,2,6,2,1
1206,1,1,7,4,3,2,1
1207,8,2,8,2,1,0,1
1208,1,1,5,5,3,1,1
1209,9,2,4,1,1,1,3
1210,1,2,12,5,2,2,1
1211,1,1,7,4,4,2,1
1212,9,1,9,2,1,0,3
1213,1,1,9,3,5,2,1
1214,9,2,4,0,1,1,1
1215,1,2,3,0,1,1,1
1216,4,1,5,1,3,2,1
1217,1,1,7,8,2,0,3
1218,2,1,1,5,6,0,1
1219,1,2,3,2,3,2,1
1220,1,1,6,2,1,2,1
1221,9,1,1,1,3,2,1
1222,1,2,12,1,5,0,2
1223,1,1,10,2,6,0,1
1224,1,2,12,6,1,1,1
1225,2,2,8,9,1,0,1
1226,1,1,12,2,1,0,3
1227,2,2,8,6,1,1,1
1228,2,1,10,3,3,0,1
1229,2,1,6,6,4,1,1
1230,1,1,5,2,1,0,1
1231,7,1,9,4,6,0,1
1232,9,2,1,8,4,1,1
1233,4,2,7,2,3,2,1
1234,1,1,5,1,1,0,3
1235,1,1,3,2,1,0,3
1236,1,1,10,4,3,1,1
1237,1,2,9,4,1,2,1
1238,9,2,3,9,2,0,1
1239,6,2,1,6,2,2,2
1240,9,1,3,1,3,0,2
1241,1,2,5,9,6,2,1
1242,9,1,7,5,6,0,2
1243,1,1,5,7,2,0,3
1244,1,2,4,1,5,0,1
1245,2,2,5,8,5,1,1
1246,1,1,8,7,4,1,1
1247,2,2,4,2,4,0,1
1248,1,1,4,1,4,0,1
1249,1,1,8,1,3,2,1
1250,1,1,5,9,1,1,1
1251,9,2,10,7,1,0,1
1252,1,1,5,5,4,0,2
1253,9,2,5,4,4,2,1
1254,1,1,6,9,4,1,1
1255,2,1,5,4,1,2,1
1256,1,2,5,4,2,0,1
1257,9,2,7,4,4,0,3
1258,6,2,10,1,1,1,1
1259,9,1,10,9,1,0,1
1260,9,2,1,2,3,0,1
1261,1,1,11,1,1,0,3
1262,1,2,5,5,6,1,1
1263,1,1,3,8,1,0,1
1264,1,2,4,0,5,1,3
1265,2,2,6,1,5,1,1
1266,1,2,5,2,6,0,1
1267,1,2,4,1,5,0,1
1268,1,1,5,6,1,0,1
1269,6,1,9,8,2,0,1
1270,6,1,9,0,1,0,3
1271,1,1,8,5,1,1,1
1272,1,2,5,2,6,2,2
1273,6,2,12,7,5,1,1
1274,1,2,7,2,1,1,1
1275,1,1,9,1,1,0,3
1276,1,2,5,3,1,2,1
1277,1,1,2,5,2,2,3
1278,1,1,4,7,1,0,1
1279,1,2,4,4,1,0,3
1280,1,1,4,9,5,1,1
1281,1,1,10,2,1,1,1
1282,8,1,3,1,5,0,2
1283,1,1,5,5,6,0,1
1284,1,2,6,4,2,0,3
1285,8,2,8,6,1,1,1
1286,1,1,9,7,3,2,1
1287,1,1,4,1,2,0,1
1288,1,1,3,2,5,0,3
1289,1,2,9,3,1,0,1
1290,9,2,9,0,1,0,3
1291,2,1,6,7,1,1,1
1292,1,2,5,4,6,0,1
1293,9,1,7,0,4,0,1
1294,7,1,9,5,3,0,1
1295,9,1,2,0,5,2,1
1296,1,1,8,0,1,1,1
1297,1,2,2,2,4,2,1
1298,1,1,7,2,1,0,1
1299,1,1,5,5,1,0,2
1300,9,2,4,8,2,1,1
1301,1,2,3,2,2,1,2
1302,2,1,11,6,1,1,1
1303,9,1,12,6,1,0,1
1304,4,1,4,4,6,0,1
1305,9,1,10,9,3,0,1
1306,9,1,5,6,4,0,1
1307,1,2,8,4,3,1,1
1308,1,1,5,0,1,0,1
1309,1,2,8,0,1,1,1
1310,8,1,3,6,2,2,1
1311,1,2,12,6,1,1,1
1312,1,2,2,4,5,1,1
1313,1,1,7,9,4,0,1
1314,2,2,9,8,4,2,1
1315,2,1,5,1,3,0,1
1316,8,1,10,4,3,2,1
1317,2,2,6,0,1,1,1
1318,2,2,6,4,3,1,3
1319,1,2,2,1,6,1,1
1320,1,1,3,0,4,2,1
1321,6,1,10,5,1,1,1
1322,1,1,5,6,2,1,1
1323,1,2,7,7,1,1,1
1324,1,1,5,2,1,1,1
1325,1,2,11,4,4,2,1
1326,5,2,1,9,5,0,3
1327,1,1,5,5,6,0,1
1328,8,1,7,2,3,0,3
1329,9,2,2,0,3,1,1
1330,9,2,2,3,3,2,1
1331,1,2,5,1,2,0,2
1332,4,2,5,2,2,2,1
1333,1,2,12,8,3,1,1
1334,1,2,5,0,6,2,1
1335,4,2,2,3,5,1,1
1336,9,1,9,0,1,0,3
1337,8,2,9,2,1,0,3
1338,1,2,3,7,1,1,1
1339,8,2,5,2,3,2,1
1340,1,1,9,1,1,0,3
1341,1,2,5,1,1,1,1
1342,9,1,4,3,1,0,1
1343,2,2,6,1,4,1,1
1344,1,2,10,0,1,0,3
1345,9,1,8,0,2,2,3
1346,2,2,7,9,1,0,1
1347,1,1,7,8,2,1,1
1348,1,2,1,2,4,1,1
1349,1,1,8,5,6,2,1
1350,1,2,9,6,1,0,1
1351,1,1,5,9,4,0,1
1352,1,2,5,8,4,1,1
1353,1,1,5,4,1,2,1
1354,1,2,5,5,6,0,1
1355,2,2,3,8,1,1,1
1356,4,1,5,5,3,0,1
1357,1,2,11,5,6,0,2
1358,2,2,2,2,2,0,3
1359,1,1,9,1,1,0,1
1360,8,1,12,6,1,1,1
1361,1,2,6,7,3,2,1
1362,1,1,8,4,4,0,1
1363,1,1,3,3,4,2,1
1364,1,2,1,6,3,0,1
1365,2,2,7,0,6,2,1
1366,7,1,9,5,1,0,1
1367,9,1,11,1,3,1,1
1368,1,2,8,7,2,1,1
1369,9,1,8,1,4,1,1
1370,1,1,10,2,4,0,2
1371,7,2,1,1,3,1,3
1372,1,1,4,6,1,0,3
1373,1,2,11,1,2,2,1
1374,1,2,12,9,1,0,1
1375,1,1,6,9,5,1,1
1376,1,1,9,1,1,0,3
1377,1,1,7,1,1,0,2
1378,1,1,5,5,2,0,1
1379,1,1,6,6,5,1,1
1380,9,2,4,9,2,2,1
1381,2,2,7,4,1,0,1
1382,1,2,9,2,1,0,3
1383,4,2,7,3,2,0,1
1384,1,1,3,5,1,1,1
1385,1,2,12,8,1,0,2
1386,2,1,10,2,5,2,1
1387,1,1,12,3,4,1,1
1388,7,1,1,3,2,2,1
1389,1,1,7,4,1,0,1
1390,2,1,3,0,1,1,1
1391,1,2,4,7,1,1,3
1392,1,1,5,0,2,0,1
1393,1,2,6,8,1,2,1
1394,1,2,5,3,1,2,1
1395,1,1,1,6,1,0,3
1396,1,1,4,2,3,1,1
1397,1,2,9,7,6,1,1
1398,1,2,4,1,2,0,3
1399,1,2,9,2,1,0,3
1400,2,1,11,1,1,2,1
1401,1,2,6,4,2,1,2
1402,1,2,4,0,1,1,1
1403,1,1,7,7,2,1,1
1404,8,1,4,1,3,0,3
1405,1,1,7,7,6,1,1
1406,2,1,8,7,2,2,1
1407,9,2,7,4,5,1,1
1408,1,1,5,0,5,0,1
1409,2,2,5,3,6,0,1
1410,1,2,6,3,2,1,1
1411,1,2,10,3,3,0,1
1412,1,2,6,3,3,0,2
1413,1,2,5,6,4,1,1
1414,1,2,4,3,6,0,2
1415,1,1,10,4,4,2,2
1416,6,2,10,2,1,0,3
1417,2,2,2,1,4,0,3
1418,4,1,5,2,6,2,1
1419,8,1,11,0,1,0,1
1420,1,1,1,2,1,1,2
1421,1,1,9,1,1,0,3
1422,9,2,6,4,1,0,3
1423,2,2,4,1,1,0,2
1424,1,2,6,5,1,2,1
1425,2,1,7,8,5,1,1
1426,1,1,5,7,5,1,2
1427,1,2,3,2,2,0,1
1428,1,2,3,0,4,1,1
1429,1,2,7,1,6,0,1
1430,2,1,8,2,6,1,1
1431,1,2,7,8,6,0,1
1432,1,1,10,2,1,0,3
1433,5,1,4,6,5,2,1
1434,4,2,5,8,4,1,1
1435,1,2,9,6,1,1,1
1436,8,2,11,9,5,1,3
1437,2,2,12,6,3,2,1
1438,6,2,5,0,4,1,1
1439,3,2,5,0,6,0,1
1440,2,1,7,4,1,0,1
1441,9,2,9,2,1,0,3
1442,8,1,10,2,6,0,1
1443,1,2,6,0,1,1,1
1444,1,1,6,4,1,2,1
1445,1,2,7,4,2,2,1
1446,1,1,5,0,2,2,1
1447,1,1,9,9,2,0,1
1448,1,1,9,7,3,1,1
1449,1,1,5,4,5,0,3
1450,8,1,2,2,4,0,3
1451,1,2,5,0,1,2,3
1452,1,1,4,5,5,1,1
1453,1,2,1,0,1,1,1
1454,1,2,9,6,1,1,1
1455,2,1,2,8,5,2,1
1456,9,1,1,9,1,0,3
1457,3,1,5,2,2,1,1
1458,1,2,6,5,6,0,2
1459,1,2,4,8,6,0,1
1460,2,2,9,1,1,0,3
1461,1,2,7,2,4,2,1
1462,2,2,5,3,5,1,3
1463,2,2,6,9,6,0,1
1464,1,2,10,0,1,1,1
1465,1,2,10,5,6,0,3
1466,1,2,7,0,4,1,1
1467,1,2,8,1,1,2,1
1468,2,1,8,0,5,1,1
1469,1,2,9,1,1,0,3
1470,4,2,7,1,1,1,1
1471,1,1,3,4,4,2,1
1472,9,1,8,1,2,1,1
1473,1,1,7,6,1,2,1
1474,1,2,4,7,5,0,1
1475,1,1,6,1,1,1,1
1476,1,2,9,4,6,2,2
1477,7,2,7,7,5,2,1
1478,2,2,8,4,6,0,1
1479,7,1,8,5,2,0,3
1480,1,2,6,2,5,0,1
1481,1,2,5,0,2,0,1
1482,8,2,7,7,6,1,1
1483,1,1,11,0,1,0,3
1484,2,2,5,3,3,0,1
1485,4,2,6,6,1,1,1
1486,9,1,9,1,1,0,3
1487,1,1,7,6,4,0,2
1488,1,2,3,7,1,2,1
1489,1,2,4,3,1,0,3
1490,1,1,5,1,1,2,1
1491,7,2,9,3,1,1,1
1492,1,2,7,1,5,0,3
1493,1,1,5,2,3,0,2
1494,4,1,10,6,1,0,1
1495,9,2,7,1,3,0,1
1496,1,2,7,1,2,0,1
1497,2,1,12,3,6,0,2
1498,1,2,4,2,3,0,2
1499,9,1,3,1,6,1,1
1500,1,2,11,8,1,1,1
1501,1,1,5,2,2,1,1
1502,2,1,4,5,1,2,3
1503,1,2,6,4,3,2,1
1504,1,1,11,7,3,1,1
1505,8,1,1,3,4,2,1
1506,1,1,5,5,2,0,3
1507,1,1,7,9,3,0,1
1508,1,2,9,5,1,1,1
1509,1,2,8,3,1,1,1
1510,1,1,4,0,1,2,3
1511,1,1,5,1,3,0,3
1512,6,2,1,4,5,1,1
1513,1,2,7,6,1,1,3
1514,2,1,5,2,1,0,1
1515,1,1,9,2,1,0,3
1516,1,2,9,1,1,0,3
1517,7,1,1,7,2,2,1
1518,1,1,9,3,1,1,1
1519,1,2,7,5,2,1,2
1520,1,1,3,1,6,0,2
1521,1,1,5,4,1,0,1
1522,9,2,7,5,1,0,1
1523,2,2,8,9,5,0,2
1524,1,1,3,0,4,2,3
1525,9,2,9,0,6,1,1
1526,1,1,7,2,3,2,1
1527,1,1,11,0,1,0,3
1528,1,1,4,0,4,0,1
1529,9,2,8,4,3,2,1
1530,5,1,4,1,3,2,1
1531,1,1,4,1,3,0,2
1532,1,1,7,8,6,0,1
1533,1,2,8,1,2,0,3
1534,1,1,5,2,1,0,1
1535,7,2,9,1,2,0,2
1536,1,2,6,0,5,1,1
1537,6,1,8,2,6,1,2
1538,1,1,7,0,1,1,1
1539,1,2,4,3,2,0,3
1540,1,1,5,0,1,1,1
1541,1,2,3,9,5,2,1
1542,2,1,8,4,1,2,1
1543,1,2,5,3,1,0,1
1544,1,2,1,9,2,0,1
1545,4,2,5,6,5,1,1
1546,2,2,7,1,3,0,1
1547,1,1,7,3,6,0,3
1548,1,2,3,4,6,1,1
1549,1,2,6,9,2,2,1
1550,1,1,5,4,6,0,1
1551,1,1,5,1,1,2,3
1552,1,2,5,4,1,1,3
1553,1,1,1,4,2,0,1
1554,1,1,7,1,6,0,1
1555,2,1,9,2,3,0,1
1556,1,2,4,2,5,0,3
1557,1,2,6,6,5,2,1
1558,1,2,4,2,1,2,3
1559,1,1,6,9,3,1,1
1560,1,1,7,9,3,0,1
1561,1,1,5,7,5,0,3
1562,1,2,8,9,3,0,2
1563,1,1,5,0,3,1,1
1564,2,2,11,9,6,1,1
1565,7,2,9,6,3,0,1
1566,7,1,6,2,4,1,1
1567,1,1,4,6,5,0,3
1568,1,1,1,8,4,2,1
1569,1,2,7,5,5,1,1
1570,6,2,8,1,4,1,1
1571,1,2,4,1,6,0,1
1572,9,2,3,0,6,1,1
1573,1,2,4,0,5,2,1
1574,1,2,8,7,6,0,1
1575,1,2,6,4,4,2,1
1576,1,1,7,5,1,1,1
1577,2,2,10,2,1,0,3
1578,1,1,4,7,4,2,1
1579,1,2,7,6,4,0,1
1580,1,2,3,5,3,1,1
1581,1,1,5,4,4,1,3
1582,6,2,6,3,4,0,1
1583,1,2,3,4,1,0,1
1584,1,1,5,3,3,1,1
1585,1,2,6,0,4,1,1
1586,2,1,9,5,1,0,1
1587,8,2,4,9,5,0,3
1588,1,2,10,4,1,1,1
1589,1,1,9,2,1,0,3
1590,2,1,2,0,3,0,2
1591,1,1,9,2,1,0,3
1592,1,1,7,3,4,2,1
1593,1,2,1,9,1,0,3
1594,9,2,3,4,4,2,1
1595,8,1,9,1,1,0,3
1596,2,1,8,1,4,0,1
1597,1,1,4,8,6,0,1
1598,1,1,5,0,3,0,2
1599,1,2,10,3,1,0,1
1600,1,2,7,4,1,0,1
1601,1,2,4,5,5,1,1
1602,2,1,6,6,1,1,1
1603,1,2,7,3,6,1,1
1604,1,1,9,4,4,1,1
1605,1,2,11,1,5,2,1
1606,8,2,8,4,5,1,1
1607,1,2,4,1,6,0,3
1608,1,1,2,2,1,1,3
1609,1,2,9,4,3,2,1
1610,1,1,9,0,1,0,3
1611,2,1,11,0,1,0,3
1612,7,2,2,2,6,1,1
1613,7,1,5,2,1,2,1
1614,1,1,4,4,1,0,3
1615,1,2,6,4,3,2,1
1616,9,1,7,0,3,2,1
1617,4,1,6,1,5,1,3
1618,6,1,7,1,3,2,1
1619,1,1,3,3,5,0,2
1620,1,1,5,1,6,0,1
1621,2,1,1,3,4,0,1
1622,1,2,5,7,4,1,3
1623,1,2,6,3,4,0,3
1624,1,2,10,0,1,0,3
1625,3,1,10,0,1,0,3
1626,9,1,6,2,6,1,1
1627,1,1,7,4,1,0,1
1628,1,1,8,3,1,2,1
1629,1,1,10,0,1,0,3
1630,1,1,5,3,2,1,1
1631,1,2,3,9,6,0,1
1632,1,1,4,1,6,0,1
1633,2,1,3,4,6,2,3
1634,9,2,3,2,6,1,2
1635,4,2,1,5,1,0,3
1636,1,1,4,1,6,1,1
1637,1,2,9,5,4,0,1
1638,4,1,7,9,1,1,1
1639,1,1,3,2,4,1,1
1640,1,2,11,3,1,1,1
1641,1,2,5,5,4,1,1
1642,6,2,12,2,2,0,3
1643,9,1,5,4,3,0,3
1644,2,2,5,1,1,2,1
1645,1,1,1,9,1,1,1
1646,1,2,1,7,1,0,2
1647,1,2,6,7,2,1,1
1648,9,1,9,5,1,2,1
1649,1,2,10,2,1,0,3
1650,1,1,9,6,6,0,2
1651,1,1,1,4,5,1,1
1652,9,2,10,7,3,0,1
1653,6,2,10,1,1,0,3
1654,1,1,3,1,5,2,1
1655,1,2,8,6,5,0,1
1656,9,2,5,2,2,2,1
1657,9,2,5,3,1,1,1
1658,2,2,7,0,2,2,1
1659,6,2,6,2,5,0,2
1660,1,2,4,7,1,0,3
1661,1,1,8,3,2,1,1
1662,1,1,9,3,1,0,1
1663,1,2,12,1,1,0,3
1664,2,1,8,7,6,2,1
1665,1,1,2,2,1,0,1
1666,1,1,2,0,6,0,1
1667,1,2,5,0,4,2,1
1668,1,2,6,3,1,0,3
1669,3,2,3,0,5,1,1
1670,1,2,8,8,5,1,1
1671,1,1,6,9,1,1,1
1672,6,1,3,1,1,0,3
1673,1,2,3,9,5,2,1
1674,2,2,11,4,4,1,1
1675,1,1,4,8,1,1,1
1676,1,1,4,0,5,1,2
1677,2,2,7,7,4,0,1
1678,1,2,9,1,1,0,3
1679,6,2,6,1,4,1,1
1680,6,1,5,8,2,1,1
1681,6,2,12,1,2,1,1
1682,2,1,2,2,2,1,1
1683,1,2,7,2,1,0,1
1684,1,2,9,3,2,1,1
1685,8,2,4,8,2,1,1
1686,1,1,4,3,6,1,1
1687,1,2,10,5,6,0,1
1688,1,1,5,6,3,0,1
1689,2,2,1,7,3,1,1
1690,1,1,4,7,4,0,2
1691,1,2,9,7,2,2,3
1692,2,2,6,0,1,0,1
1693,1,2,9,1,5,1,1
1694,1,1,5,7,5,1,3
1695,1,1,4,9,6,1,1
1696,1,2,4,9,4,1,1
