,SEX,RAC1P,EDU,PINCP_DECILE,MSP,OWN_RENT,HOUSING_TYPE
869,1,2,5,9,1,1,1
870,1,9,12,6,1,2,1
871,1,1,5,5,1,1,1
872,1,8,5,6,1,2,1
873,1,1,9,9,4,2,1
874,1,1,5,4,3,1,1
875,2,9,5,6,1,1,1
876,2,1,11,3,6,2,1
877,2,1,5,8,3,2,1
878,1,1,2,4,5,1,1
879,2,2,5,1,1,2,1
880,2,1,6,5,4,0,1
881,2,1,5,1,4,2,1
882,2,1,8,4,1,1,1
883,1,1,9,7,6,2,1
884,1,1,5,4,4,2,1
885,2,1,1,2,6,2,1
886,2,2,6,0,3,1,1
887,1,8,10,2,4,1,1
888,2,1,6,3,1,0,1
889,2,1,2,4,2,1,2
890,1,1,3,4,6,2,1
891,1,1,5,4,6,2,2
892,1,1,3,4,4,2,1
893,2,1,5,1,4,1,3
894,1,2,1,8,1,1,1
895,1,1,5,5,1,2,1
896,2,1,4,7,1,1,1
897,2,1,12,8,1,2,1
898,2,1,4,6,1,1,1
899,2,9,7,5,6,0,1
900,1,1,2,5,6,1,1
901,2,1,4,4,1,1,1
902,2,1,8,5,4,1,1
903,1,9,8,4,1,1,1
904,2,1,9,5,6,2,1
905,2,1,4,0,4,2,1
906,2,1,4,5,5,1,3
907,1,2,6,3,1,1,1
908,2,1,4,6,1,1,1
909,2,9,5,4,4,2,2
910,2,1,5,5,4,1,1
911,2,1,5,5,5,2,1
912,2,1,6,2,4,1,1
913,2,1,7,4,4,2,2
914,2,1,12,4,4,2,1
915,2,1,10,8,3,1,1
916,1,1,6,5,1,1,1
917,2,9,5,1,1,2,1
918,1,1,2,5,6,2,1
919,1,2,4,2,1,1,2
920,1,9,7,1,1,2,1
921,1,6,12,7,3,1,1
922,2,1,5,1,2,2,1
923,1,1,9,5,4,1,1
924,2,1,5,3,4,1,1
925,1,1,4,3,1,1,1
926,1,9,3,5,2,1,2
927,2,1,7,2,1,1,1
928,1,1,9,3,3,2,1
929,2,1,4,2,1,1,1
930,2,6,6,3,6,2,1
931,1,2,5,7,6,2,1
932,2,1,5,3,1,1,1
933,1,6,2,3,6,2,1
934,2,1,11,3,4,2,1
935,1,1,5,0,6,2,3
936,1,2,5,3,1,1,1
937,2,8,1,7,4,2,1
938,2,9,5,3,4,2,1
939,2,1,3,3,1,1,3
940,2,1,7,6,1,2,1
941,2,1,4,3,5,1,2
942,1,6,5,3,1,0,1
943,1,1,9,6,1,1,1
944,2,9,5,5,1,1,1
945,2,2,7,1,6,2,1
946,1,1,5,4,6,0,1
947,2,2,5,0,1,1,1
948,1,1,6,1,3,2,1
949,1,1,9,2,6,2,1
950,1,8,5,5,6,1,1
951,1,1,4,7,1,1,1
952,2,1,5,3,4,0,2
953,2,3,2,4,6,0,1
954,1,2,4,3,6,0,1
955,2,6,1,3,6,1,1
956,2,1,2,0,6,1,3
957,2,1,9,6,6,2,1
958,2,1,5,7,5,2,1
959,2,1,7,1,5,1,3
960,1,1,5,0,5,2,1
961,1,1,4,5,2,1,2
962,1,6,5,5,3,1,3
963,2,8,6,2,1,2,1
964,1,1,3,2,1,1,3
965,1,2,4,1,1,2,1
966,1,1,7,3,4,0,1
967,1,1,3,7,4,1,1
968,1,1,7,8,5,2,1
969,1,1,7,8,4,1,1
970,1,1,4,1,6,1,2
971,2,1,4,5,1,1,1
972,2,1,2,3,2,2,1
973,2,1,8,9,2,2,1
974,1,1,1,4,3,0,2
975,2,1,3,2,5,1,1
976,1,1,7,8,2,2,1
977,2,1,5,7,4,2,1
978,1,9,2,3,1,1,1
979,2,1,4,5,2,2,3
980,2,2,3,2,2,2,1
981,2,1,12,9,6,2,1
982,1,1,5,3,1,1,1
983,1,2,2,5,5,2,1
984,1,1,5,5,4,1,3
985,2,9,5,3,1,1,1
986,2,2,5,5,6,2,1
987,2,1,1,2,6,0,1
988,2,9,2,2,2,1,1
989,2,6,7,7,1,1,1
990,1,6,6,4,3,2,1
991,2,2,5,5,4,1,2
992,2,1,5,7,1,1,1
993,2,1,6,6,1,2,1
994,1,1,7,5,1,2,2
995,2,1,4,6,1,1,1
996,2,1,9,8,4,2,1
997,2,9,4,2,5,1,1
998,1,2,3,8,6,2,1
999,2,1,5,7,3,1,1
1000,2,1,7,6,5,1,1
1001,2,1,6,2,1,1,1
1002,2,1,3,3,2,1,2
1003,1,6,10,3,4,1,1
1004,1,1,9,8,6,2,1
1005,2,1,3,8,6,0,1
1006,1,1,5,2,1,2,1
1007,1,1,5,3,1,2,1
1008,2,1,5,3,6,1,1
1009,1,9,1,5,3,2,1
1010,2,1,5,6,1,1,1
1011,2,9,6,7,5,2,1
1012,1,1,4,0,4,2,1
1013,1,1,4,8,1,2,1
1014,1,1,3,4,2,2,3
1015,2,1,5,7,5,1,1
1016,1,1,9,8,4,1,3
1017,2,1,9,2,4,2,1
1018,1,9,1,3,6,1,1
1019,2,1,2,6,1,1,1
1020,2,1,5,2,4,2,2
1021,2,1,5,2,1,0,1
1022,2,1,2,1,5,2,1
1023,2,8,1,3,6,0,3
1024,2,1,5,5,1,0,1
1025,1,1,5,5,2,1,1
1026,1,1,5,6,1,2,1
1027,2,1,2,7,6,2,1
1028,2,2,6,3,1,2,1
1029,2,2,8,3,4,0,1
1030,1,9,7,1,2,2,1
1031,2,1,5,6,1,2,1
1032,1,1,8,5,1,1,3
1033,1,1,3,4,1,1,1
1034,2,1,5,2,3,1,1
1035,2,2,8,4,3,2,1
1036,2,1,5,2,2,2,2
1037,2,6,5,2,1,2,1
1038,2,3,7,7,4,0,1
1039,1,1,2,5,3,0,3
1040,2,1,5,2,1,1,3
1041,1,1,1,4,1,2,1
1042,1,1,5,7,4,2,1
1043,1,1,6,0,4,1,1
1044,1,1,3,5,6,1,1
1045,1,1,5,4,6,1,1
1046,1,1,3,2,6,2,1
1047,1,1,4,5,3,2,3
1048,2,2,5,2,6,2,1
1049,1,9,3,3,5,1,1
1050,2,6,5,2,4,2,1
1051,1,1,4,7,1,1,1
1052,2,1,6,2,1,1,1
1053,1,1,6,4,6,2,1
1054,2,9,6,9,6,1,1
1055,1,1,5,5,5,1,2
1056,1,1,5,2,1,1,1
1057,2,1,5,7,4,2,1
1058,1,2,7,3,6,2,1
1059,2,1,7,4,3,1,1
1060,1,1,5,4,6,1,1
1061,1,2,4,4,4,1,1
1062,2,1,4,8,3,2,1
1063,1,2,5,5,2,1,2
1064,2,8,7,2,4,1,1
1065,2,2,5,1,6,1,2
1066,2,9,5,2,4,1,1
1067,2,6,1,3,5,1,1
1068,2,1,5,5,3,1,1
1069,2,1,10,0,3,1,1
1070,2,1,9,7,1,2,1
1071,2,1,4,4,2,1,2
1072,2,1,12,8,4,2,1
1073,1,1,2,4,5,2,3
1074,2,1,7,3,4,2,1
1075,2,6,5,3,3,2,1
1076,2,9,7,2,3,2,1
1077,2,2,5,4,1,1,1
1078,1,1,3,2,1,1,1
1079,2,1,5,5,3,2,2
1080,2,6,3,7,1,1,1
1081,1,1,5,1,4,1,2
1082,1,9,9,8,5,1,1
1083,2,6,1,5,5,2,1
1084,1,1,6,1,4,2,1
1085,1,1,9,6,1,1,1
1086,1,1,4,2,2,1,1
1087,1,1,5,7,1,1,1
1088,2,1,6,0,4,1,1
1089,2,1,1,8,4,2,1
1090,1,1,5,7,6,2,1
1091,2,1,4,4,6,2,3
1092,2,1,2,2,3,0,3
1093,2,1,9,3,3,1,1
1094,2,2,7,8,5,2,1
1095,2,1,5,6,1,1,1
1096,1,1,7,7,1,1,1
1097,2,1,3,5,5,2,1
1098,1,1,8,1,6,2,1
1099,2,2,5,2,6,1,2
1100,1,1,3,4,1,0,1
1101,1,1,4,2,5,1,1
1102,1,1,9,4,1,2,2
1103,2,2,6,7,1,1,1
1104,2,1,8,3,4,2,1
1105,1,2,4,7,1,1,1
1106,1,1,6,7,1,2,1
1107,2,8,5,4,3,0,1
1108,1,1,8,1,1,1,1
1109,1,9,8,2,6,2,1
1110,2,1,7,4,1,2,1
1111,2,9,1,7,6,1,1
1112,2,2,4,1,4,1,1
1113,1,2,5,5,6,0,2
1114,2,6,8,5,2,2,1
1115,2,6,11,5,1,2,1
1116,1,1,5,5,6,1,1
1117,1,1,5,3,1,1,3
1118,1,1,5,5,4,2,1
1119,1,1,8,7,6,1,1
1120,2,3,3,3,2,1,1
1121,2,1,3,2,3,1,2
1122,1,1,5,7,3,2,1
1123,2,1,7,2,1,2,1
1124,1,2,9,7,1,2,1
1125,2,1,7,5,1,1,1
1126,1,6,3,2,2,1,3
1127,1,9,5,7,1,1,1
1128,2,1,4,3,4,2,1
1129,1,1,5,7,2,2,1
1130,1,9,7,3,6,2,1
1131,1,1,5,6,1,2,1
1132,2,2,5,6,1,2,1
1133,2,1,7,2,1,1,1
1134,2,1,5,7,4,1,3
1135,2,1,11,8,1,2,1
1136,2,1,7,5,1,0,1
1137,2,2,5,5,3,1,1
1138,2,2,2,4,2,1,3
1139,1,9,3,5,2,1,1
1140,2,1,5,9,6,1,1
1141,2,1,2,5,4,2,1
1142,1,1,6,3,1,1,1
1143,2,6,1,4,1,2,3
1144,2,1,1,5,1,2,1
1145,2,1,8,5,1,0,1
1146,2,2,5,2,2,2,1
1147,2,2,4,1,3,1,3
1148,2,1,5,5,1,1,1
1149,2,1,7,0,1,1,1
1150,1,1,7,2,6,2,2
1151,2,8,4,4,4,2,3
1152,2,1,7,5,1,2,1
1153,2,1,7,3,6,0,1
1154,2,1,5,8,1,2,1
1155,2,1,5,6,4,2,1
1156,2,9,3,1,1,2,1
1157,1,1,9,7,1,2,1
1158,2,2,7,5,5,1,1
1159,1,1,3,2,6,2,1
1160,1,3,9,6,6,2,1
1161,1,2,3,6,4,1,1
1162,1,1,2,3,1,2,1
1163,1,9,5,5,3,1,1
1164,1,1,6,5,6,2,1
1165,2,1,5,6,1,1,1
1166,2,1,4,5,1,1,3
1167,1,9,6,9,1,1,1
1168,2,1,10,3,1,1,1
1169,2,2,5,2,4,2,1
1170,1,1,4,3,1,2,1
1171,1,1,5,6,1,2,1
1172,1,3,12,4,1,2,1
1173,2,1,11,9,4,2,1
1174,2,9,3,4,6,0,1
1175,1,1,5,2,5,2,1
1176,1,9,7,7,1,1,1
1177,2,9,3,5,1,0,1
1178,2,1,4,3,6,0,1
1179,2,1,7,4,4,2,1
1180,2,1,3,1,4,2,1
1181,1,1,2,1,1,0,1
1182,1,1,4,6,2,1,1
1183,2,4,12,8,4,2,1
1184,2,1,8,6,6,2,2
1185,1,1,5,3,2,2,1
1186,2,1,11,7,1,2,1
1187,1,1,8,7,4,2,1
1188,2,1,7,7,1,1,1
1189,1,1,8,4,6,0,1
1190,1,1,5,4,4,1,3
1191,1,1,5,5,2,2,1
1192,2,1,5,6,6,1,3
1193,1,2,4,2,2,2,1
1194,1,2,2,0,1,2,1
1195,1,1,8,1,4,1,1
1196,2,6,6,7,1,2,1
1197,1,1,5,2,6,0,3
1198,1,1,3,3,1,0,1
1199,2,1,3,5,4,1,2
1200,2,8,4,5,1,1,3
1201,1,2,5,7,2,1,1
1202,2,1,10,2,1,2,1
1203,1,1,5,1,4,0,3
1204,2,1,6,5,6,2,1
1205,1,1,5,6,1,1,1
1206,1,2,4,4,4,2,1
1207,2,2,5,2,6,2,2
1208,1,1,5,3,1,2,1
1209,2,1,9,2,4,2,1
1210,1,1,10,4,6,1,1
1211,1,9,8,4,1,2,1
1212,2,1,3,5,3,1,2
1213,2,1,5,2,5,1,2
1214,1,5,11,9,5,2,1
1215,2,1,5,2,6,2,1
1216,2,1,4,7,1,1,3
1217,1,1,7,2,4,2,1
1218,1,1,5,2,1,0,1
1219,1,1,8,0,1,1,1
1220,2,2,4,5,5,2,3
1221,2,1,2,5,4,1,3
1222,1,1,5,1,5,2,1
1223,1,1,6,6,1,0,1
1224,2,1,4,3,1,0,1
1225,1,2,8,5,4,1,1
1226,2,1,6,0,6,2,1
1227,2,1,4,2,1,2,1
1228,1,3,5,2,1,1,1
1229,2,6,4,4,2,2,2
1230,2,1,5,2,2,2,1
1231,2,9,5,2,1,0,3
1232,2,1,4,4,3,1,1
1233,1,2,4,3,2,2,3
1234,1,1,3,7,1,1,1
1235,2,2,4,5,2,1,2
1236,2,1,5,5,5,1,2
1237,2,9,12,5,3,1,1
1238,1,1,6,1,1,2,1
1239,2,1,2,0,1,1,1
1240,2,4,4,5,3,2,1
1241,2,3,2,0,6,1,3
1242,2,8,2,7,1,1,1
1243,1,6,5,3,3,2,1
1244,1,9,5,5,4,2,1
1245,2,1,7,0,6,2,1
1246,1,1,3,0,6,0,1
1247,2,1,2,3,6,2,2
1248,1,1,2,8,1,1,1
1249,1,1,3,1,4,1,3
1250,2,2,1,2,2,1,1
1251,1,1,8,1,2,0,1
1252,1,2,3,6,3,1,2
1253,1,8,4,2,2,1,1
1254,2,1,9,3,1,1,1
1255,2,1,5,4,5,1,1
1256,1,2,8,5,6,2,1
1257,2,2,8,2,5,1,1
1258,1,1,1,4,3,1,3
1259,2,1,5,5,1,2,1
1260,1,9,5,5,4,1,2
1261,1,8,5,4,1,2,1
1262,1,1,2,4,2,1,1
1263,2,6,2,5,2,0,3
1264,2,1,4,7,2,2,1
1265,2,1,5,1,4,1,1
1266,1,9,12,3,5,2,1
1267,2,5,3,3,6,1,2
1268,2,8,5,2,1,2,1
1269,2,1,3,4,4,2,1
1270,1,1,3,5,2,2,3
1271,2,2,9,3,6,2,1
1272,1,1,8,3,5,1,1
1273,1,1,4,9,6,2,1
1274,1,8,5,9,1,1,3
1275,1,1,5,3,4,2,3
1276,1,9,3,2,2,1,3
1277,2,9,2,4,1,2,3
1278,1,2,2,4,4,2,1
1279,2,2,5,2,4,2,1
1280,1,2,6,3,4,2,1
1281,1,1,7,6,6,1,3
1282,2,1,5,5,1,1,1
1283,2,1,10,5,1,1,1
1284,2,1,4,1,1,1,1
1285,2,2,4,3,4,2,1
1286,2,4,7,7,1,1,1
1287,2,1,8,4,2,2,1
1288,2,1,9,5,4,0,1
1289,2,1,6,8,6,2,1
1290,1,1,4,3,4,1,3
1291,1,1,4,6,3,1,1
1292,2,6,5,6,6,2,1
1293,1,1,4,2,1,1,1
1294,1,1,1,1,4,0,1
1295,2,1,4,1,3,0,1
1296,1,1,4,4,2,2,1
1297,2,1,5,7,3,2,1
1298,1,6,4,4,1,1,1
1299,1,1,3,0,1,1,3
1300,2,1,3,4,6,2,1
1301,1,1,8,5,2,2,1
1302,1,2,8,5,6,2,1
1303,1,1,4,3,2,2,1
1304,2,7,9,0,4,2,1
1305,2,1,5,5,1,1,1
1306,1,9,9,7,2,2,1
1307,1,1,11,5,5,2,1
1308,1,6,8,7,1,0,1
1309,2,3,4,2,4,2,3
1310,1,2,5,3,6,1,1
1311,1,1,5,4,1,1,1
1312,2,1,5,5,4,1,1
1313,1,1,2,4,1,1,1
1314,2,1,6,4,2,1,1
1315,1,9,7,5,2,2,1
1316,2,1,3,5,4,1,1
1317,2,9,6,1,3,2,1
1318,2,5,2,3,1,2,3
1319,2,1,3,2,4,1,2
1320,1,9,2,2,5,0,2
1321,2,2,8,8,2,2,1
1322,2,1,5,5,4,1,1
1323,1,1,3,0,5,2,1
1324,1,1,7,0,3,2,1
1325,2,1,4,5,1,1,1
1326,2,1,1,0,1,0,1
1327,1,1,5,3,1,2,1
1328,2,3,6,3,6,2,1
1329,1,1,6,2,1,2,1
1330,2,2,5,5,3,2,3
1331,1,1,4,2,6,2,1
1332,1,1,4,4,1,1,1
1333,2,6,5,5,6,2,1
1334,1,1,4,2,6,2,3
1335,2,1,5,6,1,2,1
1336,2,9,11,6,4,1,1
1337,1,9,12,3,1,2,1
1338,1,1,5,7,6,2,1
1339,1,8,4,4,6,2,1
1340,1,1,5,3,2,2,2
1341,1,1,6,1,4,2,1
1342,2,3,2,3,1,1,3
1343,2,1,8,0,1,1,1
1344,1,1,5,2,1,0,1
1345,1,8,5,8,6,2,1
1346,2,1,2,2,6,2,1
1347,1,1,5,5,4,2,1
1348,2,2,10,8,3,1,1
1349,2,9,10,4,6,2,1
1350,2,1,9,7,4,2,1
1351,1,1,5,5,4,2,1
1352,1,1,4,4,6,2,1
1353,2,1,12,9,6,1,1
1354,2,1,6,3,2,1,1
1355,2,4,3,4,5,1,1
1356,2,1,6,4,6,2,2
1357,2,6,8,3,6,2,1
1358,1,9,3,7,4,2,1
1359,1,1,5,3,6,2,1
1360,2,1,9,5,1,2,1
1361,2,8,3,4,4,1,1
1362,1,1,8,5,3,2,1
1363,1,1,8,3,4,2,1
1364,2,1,2,8,6,2,1
1365,1,2,3,1,1,2,1
1366,1,6,9,5,6,2,1
1367,1,1,4,6,1,1,1
1368,2,2,7,5,1,2,1
1369,2,1,9,6,3,1,1
1370,2,1,10,8,4,2,1
1371,1,6,4,4,5,1,1
1372,1,2,6,9,6,1,1
1373,1,1,4,1,6,2,1
1374,1,6,5,1,4,0,1
1375,1,8,8,9,2,1,1
1376,2,1,1,3,1,1,3
1377,1,1,5,2,4,1,2
1378,2,8,1,5,2,2,2
1379,1,1,5,6,1,1,1
1380,2,6,1,5,1,1,1
1381,2,1,5,7,4,2,1
1382,1,1,5,4,2,2,3
1383,2,1,8,3,6,2,1
1384,2,1,2,6,5,2,1
1385,2,1,5,6,2,2,1
1386,1,1,5,5,4,1,1
1387,2,2,6,0,6,1,1
1388,2,1,4,5,1,1,1
1389,1,1,4,0,6,1,1
1390,2,9,1,3,1,1,1
1391,2,1,10,8,4,2,1
1392,2,1,5,6,4,0,3
1393,2,1,2,5,2,1,1
1394,1,9,5,4,2,2,2
1395,2,2,5,5,6,1,3
1396,2,1,3,1,3,1,1
1397,2,1,2,4,4,1,2
1398,1,1,9,9,6,2,1
1399,2,1,10,6,1,2,1
1400,2,9,8,1,1,2,1
1401,2,1,4,7,1,1,1
1402,2,9,12,6,3,2,1
1403,2,3,4,2,2,1,2
1404,1,1,4,3,6,1,1
1405,2,1,4,0,1,2,3
1406,2,1,5,2,6,0,3
1407,2,1,6,5,1,1,1
1408,2,2,5,1,3,0,1
1409,2,1,6,9,1,2,1
1410,1,6,8,5,1,2,1
1411,1,8,5,6,6,1,1
1412,1,1,5,2,4,0,2
1413,1,1,4,6,3,0,3
1414,1,1,4,7,4,1,2
1415,1,6,8,3,4,2,1
1416,1,1,1,1,1,1,1
1417,2,6,5,4,5,1,1
1418,2,1,1,3,5,0,1
1419,2,1,12,4,1,0,3
1420,2,9,9,6,5,2,1
1421,2,1,4,9,6,1,1
1422,2,1,5,3,6,2,1
1423,2,1,3,2,3,1,1
1424,2,8,1,3,1,1,1
1425,2,1,3,2,5,1,2
1426,1,1,5,1,1,0,1
1427,2,1,9,5,4,2,1
1428,2,1,2,6,6,2,1
1429,2,2,5,3,3,2,2
1430,1,8,5,4,5,1,1
1431,1,1,2,4,4,2,3
1432,2,1,2,2,5,2,1
1433,2,2,5,5,1,1,1
1434,2,1,5,4,3,2,3
1435,2,1,6,0,1,2,1
1436,1,1,8,2,1,0,1
1437,2,1,4,5,5,1,1
1438,1,2,3,2,3,2,3
1439,1,3,4,2,4,0,1
1440,2,1,5,2,3,2,1
1441,2,1,6,0,6,1,1
1442,2,1,5,5,4,0,2
1443,2,1,2,4,2,2,3
1444,2,1,5,4,4,1,1
1445,1,9,9,5,5,1,1
1446,1,1,5,7,2,2,1
1447,1,1,5,8,5,1,1
1448,1,1,3,4,6,2,3
1449,1,1,6,2,6,0,1
1450,1,1,9,4,1,1,1
1451,2,1,3,2,5,2,1
1452,1,9,2,3,2,1,1
1453,2,1,4,1,5,0,1
1454,2,2,4,4,4,0,2
1455,1,8,6,3,1,0,1
1456,2,1,4,2,1,1,1
1457,2,1,5,4,6,0,1
1458,2,2,3,4,6,0,3
1459,2,1,11,7,1,2,1
1460,1,9,2,5,2,2,1
1461,2,1,6,8,4,2,1
1462,2,1,11,7,5,1,1
1463,1,1,6,8,6,2,1
1464,1,1,4,3,6,1,3
1465,1,1,4,3,2,1,1
1466,1,1,7,6,1,1,3
1467,1,6,4,6,1,2,1
1468,1,1,5,5,2,2,1
1469,2,9,5,5,4,1,2
1470,2,1,3,4,1,1,1
1471,2,1,4,7,1,1,1
1472,2,1,2,1,1,0,1
1473,2,1,4,4,3,2,1
1474,1,1,3,6,6,2,1
1475,1,1,5,3,1,2,1
1476,2,1,4,1,2,1,3
1477,1,1,1,5,1,2,1
1478,2,1,5,4,6,0,1
1479,2,9,6,4,1,1,1
1480,2,1,1,0,4,0,1
1481,1,1,4,0,3,1,1
1482,2,1,10,8,4,2,1
1483,1,1,10,8,6,2,1
1484,2,1,2,8,6,1,1
1485,2,1,4,7,1,1,1
1486,2,1,2,1,4,2,1
1487,2,1,3,5,1,1,1
1488,2,1,4,3,1,0,1
1489,1,1,5,2,5,2,2
1490,1,1,3,1,6,2,2
1491,1,2,4,3,5,1,1
1492,2,1,6,0,4,2,1
1493,2,1,3,2,3,1,2
1494,2,1,6,7,3,2,1
1495,2,1,5,5,6,2,2
1496,2,2,4,1,2,1,2
1497,2,1,3,5,5,1,3
1498,1,1,5,1,3,2,1
1499,1,1,7,0,1,2,1
1500,1,2,4,0,4,2,1
1501,1,1,6,8,4,2,1
1502,2,8,8,4,3,2,1
1503,1,9,11,3,6,2,1
1504,1,1,5,1,3,2,1
1505,1,2,5,3,4,2,2
1506,2,2,1,0,1,1,3
1507,1,9,4,0,6,0,1
1508,1,1,1,6,3,1,1
1509,1,6,9,3,1,2,1
1510,2,1,2,2,1,2,1
1511,2,6,3,2,6,1,2
1512,1,1,6,1,5,2,1
1513,1,1,9,5,4,1,1
1514,2,1,5,5,2,1,1
1515,2,5,5,5,2,1,1
1516,2,1,6,2,1,2,1
1517,1,9,8,0,2,2,1
1518,2,6,6,9,3,1,1
1519,1,1,4,2,4,1,1
1520,1,1,1,0,6,2,2
1521,2,9,3,5,1,1,3
1522,2,6,4,2,1,1,1
1523,1,1,2,2,1,0,1
1524,2,1,2,5,2,2,1
1525,2,2,1,5,1,1,3
1526,2,6,5,4,4,1,1
1527,1,1,5,3,5,2,1
1528,1,1,5,2,3,2,3
1529,1,1,8,3,1,2,1
1530,1,1,5,2,3,1,1
1531,1,4,8,2,1,2,1
1532,2,1,6,6,1,1,1
1533,1,1,5,7,1,2,1
1534,1,1,4,5,5,1,1
1535,2,1,2,2,6,0,3
1536,1,1,6,4,5,2,1
1537,1,2,3,5,4,2,1
1538,1,7,9,6,3,2,1
1539,1,8,9,4,1,2,1
1540,1,2,2,4,5,1,1
1541,2,1,1,4,2,2,1
1542,1,1,6,2,1,2,1
1543,1,9,5,5,4,2,1
1544,2,1,2,5,3,1,1
1545,1,9,5,3,1,1,1
1546,2,1,2,1,3,1,3
1547,2,2,5,8,1,1,1
1548,2,1,6,7,6,2,1
1549,2,1,6,1,2,2,1
1550,1,1,5,4,1,2,1
1551,1,1,3,3,6,1,2
1552,2,1,5,2,4,1,1
1553,2,1,2,6,6,0,1
1554,2,1,3,4,2,2,1
1555,1,2,2,1,1,2,3
1556,2,1,1,8,6,2,1
1557,2,1,6,3,1,2,1
1558,1,1,4,6,1,1,1
1559,1,9,1,1,1,1,1
1560,1,1,1,5,6,2,1
1561,2,2,2,2,1,2,1
1562,2,9,5,5,4,2,3
1563,2,1,7,2,1,1,1
1564,2,8,5,1,1,1,1
1565,2,1,8,6,4,2,1
1566,1,9,9,3,1,1,1
1567,1,2,3,6,1,1,1
1568,1,6,9,3,5,2,1
1569,2,8,5,4,5,1,3
1570,1,1,2,4,2,1,1
1571,2,1,8,5,1,2,1
1572,2,7,1,2,1,2,1
1573,1,6,5,4,2,1,3
1574,1,1,4,4,4,0,3
1575,1,1,8,5,1,2,1
1576,2,6,5,3,4,1,1
1577,2,1,9,7,5,0,1
1578,1,2,11,5,6,2,1
1579,2,1,4,1,2,2,1
1580,1,1,10,6,1,2,1
1581,2,1,11,5,1,2,1
1582,2,9,8,2,4,2,1
1583,2,1,11,5,6,2,1
1584,1,2,1,4,6,2,1
1585,2,1,6,6,6,0,1
1586,2,1,1,1,5,0,2
1587,2,1,2,3,6,1,1
1588,1,1,2,2,1,1,1
1589,2,1,6,6,3,0,1
1590,1,1,8,4,1,2,1
1591,2,1,5,3,2,0,1
1592,1,9,9,4,2,2,1
1593,1,1,5,1,2,2,1
1594,1,7,5,4,1,2,1
1595,2,1,2,2,4,0,1
1596,1,9,5,5,6,2,1
1597,2,6,2,5,2,1,3
1598,2,1,5,0,1,2,1
1599,1,1,5,2,1,0,1
1600,2,1,5,6,1,1,1
1601,2,2,6,2,4,0,1
1602,1,1,3,6,6,2,1
1603,2,8,5,2,1,2,1
1604,2,1,3,5,4,1,1
1605,1,1,4,0,1,0,1
1606,1,1,2,0,4,0,1
1607,2,2,8,2,1,1,1
1608,1,2,2,3,1,2,3
1609,1,1,9,9,1,1,1
1610,1,1,7,2,1,1,1
1611,2,1,2,4,2,2,1
1612,1,1,5,6,6,2,1
1613,2,1,1,2,6,1,1
1614,1,1,9,7,2,2,1
1615,2,9,3,3,6,2,3
1616,2,1,2,4,1,1,1
1617,1,1,5,3,4,1,1
1618,2,1,5,4,1,1,1
1619,1,1,5,2,1,2,1
1620,1,1,11,9,2,2,1
1621,2,1,9,6,1,1,1
1622,1,2,12,9,6,2,1
1623,1,5,8,7,1,2,1
1624,2,9,11,7,1,2,1
1625,2,2,3,3,6,0,1
1626,2,1,3,3,6,0,1
1627,1,1,3,2,2,1,1
1628,1,6,8,3,6,2,1
1629,2,1,3,5,4,1,1
1630,2,1,6,6,3,0,1
1631,1,1,2,0,2,2,3
1632,2,1,3,1,1,0,1
1633,1,1,8,2,1,2,1
1634,2,6,8,2,4,2,1
1635,1,1,3,5,5,2,1
1636,2,2,5,2,6,0,1
1637,1,8,5,2,1,1,1
1638,1,1,5,2,6,2,1
1639,1,1,5,6,1,1,1
1640,2,1,3,3,3,2,1
1641,1,1,1,0,3,1,3
1642,2,1,3,7,6,2,1
1643,1,1,4,5,2,2,1
1644,2,1,5,4,4,2,1
1645,2,2,2,3,4,2,1
1646,1,1,4,2,4,2,1
1647,2,8,5,5,1,1,1
1648,2,1,4,5,5,2,1
1649,2,9,5,7,2,2,1
1650,2,7,3,5,4,2,1
1651,2,9,11,9,5,2,1
1652,1,9,8,2,1,2,1
1653,2,1,9,0,1,2,1
1654,1,9,1,4,5,2,3
1655,1,1,5,0,6,1,2
1656,1,1,3,3,3,1,1
1657,1,1,5,4,1,0,3
1658,2,8,4,5,5,2,2
1659,1,1,3,5,3,1,3
1660,1,6,11,9,1,1,1
1661,1,1,6,9,1,1,1
1662,2,1,1,3,2,1,1
1663,1,1,9,7,6,1,1
1664,1,1,4,5,2,2,3
1665,1,2,8,7,1,2,1
1666,1,1,7,6,4,2,1
1667,1,1,4,1,1,1,1
1668,1,2,7,4,1,0,1
1669,1,1,5,1,5,1,3
1670,1,3,3,1,4,1,1
1671,1,1,4,5,1,2,1
1672,1,1,5,3,4,1,1
1673,1,1,5,5,2,2,1
1674,1,1,9,7,1,1,1
1675,2,6,5,6,1,1,1
1676,1,1,9,7,2,2,1
1677,2,6,6,9,6,1,1
1678,1,8,7,3,1,1,1
1679,1,1,4,4,6,1,1
1680,1,1,3,3,6,1,3
1681,2,1,3,2,1,1,3
1682,1,1,6,9,2,1,1
1683,1,1,4,3,1,2,1
1684,1,1,4,5,2,2,1
1685,2,1,5,1,1,2,1
1686,1,1,5,4,6,2,2
1687,1,1,5,4,1,1,1
1688,2,6,3,2,1,2,1
1689,2,1,4,2,3,2,1
1690,1,1,9,6,3,2,1
1691,1,1,5,1,1,1,1
1692,1,1,5,3,5,2,1
1693,2,7,3,3,4,1,1
1694,1,1,4,9,4,1,1
1695,2,6,7,6,5,2,1
1696,1,1,9,4,4,0,1
