,SEX,RAC1P,MSP,PINCP_DECILE,EDU,OWN_RENT,HOUSING_TYPE
869,1,1,1,5,3,0,2
870,2,1,4,3,4,1,1
871,1,3,1,2,5,1,1
872,2,1,1,3,1,1,1
873,2,1,3,1,5,1,3
874,1,6,2,1,7,1,1
875,1,1,4,3,2,1,1
876,1,9,2,2,3,0,1
877,2,1,4,5,2,1,1
878,1,1,5,2,7,0,1
879,1,4,1,1,5,0,1
880,1,1,1,0,5,1,1
881,1,1,4,1,4,0,3
882,1,2,3,4,6,1,3
883,1,7,1,4,1,0,1
884,2,1,1,4,5,0,2
885,1,1,4,0,4,0,2
886,1,9,1,1,2,1,1
887,1,9,1,5,6,0,1
888,1,1,3,2,3,1,1
889,1,1,1,3,7,0,1
890,1,2,3,0,3,0,1
891,2,4,4,3,4,0,1
892,1,9,4,4,4,0,2
893,2,6,3,4,2,0,2
894,2,1,5,3,1,1,1
895,1,1,1,6,2,1,1
896,2,1,1,0,1,0,1
897,2,2,4,5,2,0,1
898,2,1,1,0,5,1,1
899,1,1,1,0,5,1,2
900,2,1,1,5,3,0,1
901,2,1,1,5,3,1,2
902,2,2,1,5,5,1,2
903,2,1,3,4,5,1,1
904,2,1,3,5,1,1,3
905,1,1,3,1,4,0,2
906,2,1,2,4,2,1,1
907,2,1,3,0,3,1,1
908,2,1,5,3,5,0,2
909,1,1,5,5,5,0,1
910,2,1,1,1,5,0,3
911,2,1,2,1,4,1,1
912,2,1,2,4,1,1,3
913,1,1,1,1,2,0,2
914,2,2,2,4,2,0,1
915,1,1,5,4,4,1,1
916,1,1,1,2,8,1,1
917,2,1,3,3,2,0,1
918,1,1,5,2,4,1,2
919,1,1,1,1,1,0,1
920,1,5,3,6,4,0,1
921,1,1,1,4,3,0,2
922,1,5,4,3,2,0,1
923,2,1,3,1,4,0,2
924,1,4,2,4,5,0,1
925,1,1,1,1,3,0,2
926,2,1,1,0,1,0,1
927,2,2,1,4,2,0,2
928,1,1,3,3,3,0,2
929,1,5,1,3,1,0,1
930,2,2,1,2,9,1,1
931,2,9,1,2,4,1,1
932,1,1,1,4,10,0,1
933,1,1,2,3,2,1,1
934,2,1,1,1,3,1,1
935,2,1,4,7,2,0,1
936,2,1,2,3,1,1,1
937,2,1,5,6,5,1,1
938,1,2,5,1,6,1,1
939,1,1,1,3,3,1,1
940,1,1,1,2,4,0,1
941,2,1,2,1,5,1,1
942,1,2,3,5,2,1,2
943,1,1,3,4,3,0,1
944,1,9,5,0,5,0,2
945,2,1,1,8,4,0,2
946,2,4,3,3,6,0,1
947,2,1,3,3,4,1,2
948,2,1,1,4,5,0,1
949,2,1,2,1,4,0,2
950,1,2,5,5,9,0,2
951,2,8,1,0,1,1,1
952,2,7,2,6,5,0,1
953,2,2,4,2,2,1,1
954,1,2,2,2,5,1,3
955,1,1,3,3,4,1,1
956,2,1,2,0,2,0,3
957,1,3,2,3,4,1,1
958,1,1,3,0,3,0,2
959,2,1,3,1,2,1,2
960,2,1,1,0,1,0,1
961,2,1,2,3,7,0,2
962,1,1,1,7,9,0,2
963,1,1,4,4,3,0,2
964,2,1,3,9,5,1,3
965,1,1,1,1,2,1,1
966,2,1,1,0,4,0,1
967,1,1,3,2,4,0,2
968,2,1,1,4,4,0,2
969,1,2,2,0,2,1,2
970,2,1,1,2,2,0,1
971,2,3,4,8,8,0,2
972,2,1,2,3,1,0,1
973,1,1,6,0,2,1,1
974,1,1,3,3,6,0,1
975,2,1,1,2,2,0,2
976,1,1,1,0,1,0,1
977,1,1,3,4,3,0,2
978,1,1,3,4,2,1,1
979,1,7,2,1,8,1,1
980,2,1,1,3,4,0,2
981,2,1,1,0,5,0,1
982,1,7,3,1,5,1,1
983,2,1,2,2,6,0,1
984,2,9,4,3,1,0,2
985,1,1,5,4,4,0,1
986,2,2,5,2,4,1,2
987,1,1,1,5,4,0,1
988,2,1,5,7,2,1,2
989,1,1,1,2,2,0,2
990,1,1,6,0,3,0,1
991,1,6,1,0,2,1,1
992,2,9,1,5,4,0,1
993,2,1,5,4,3,1,2
994,1,2,1,4,4,1,1
995,2,1,2,0,1,0,1
996,2,1,3,1,5,0,2
997,1,1,1,2,7,0,1
998,2,1,2,1,9,1,1
999,2,1,3,0,6,1,1
1000,1,1,1,3,2,1,3
1001,2,1,2,4,4,1,1
1002,1,2,3,3,3,0,2
1003,1,4,5,2,3,1,2
1004,1,1,1,2,5,0,2
1005,2,1,1,3,3,0,2
1006,1,1,3,1,4,1,1
1007,1,1,3,6,5,1,1
1008,1,6,2,4,8,1,1
1009,1,1,5,0,4,1,2
1010,1,9,4,3,5,1,1
1011,1,1,4,0,3,1,1
1012,1,1,1,6,10,0,1
1013,2,1,2,4,4,1,1
1014,2,2,2,7,3,0,2
1015,1,7,1,3,7,0,1
1016,1,1,2,2,9,1,1
1017,1,1,1,1,3,0,2
1018,1,1,1,7,1,0,1
1019,1,1,5,1,3,0,2
1020,2,1,4,1,1,1,1
1021,2,1,3,2,3,0,2
1022,1,2,2,6,4,1,2
1023,1,1,1,2,9,0,1
1024,2,3,1,2,1,1,1
1025,1,9,3,6,6,1,1
1026,1,2,2,4,2,1,1
1027,2,2,3,3,4,1,1
1028,2,6,5,2,4,1,2
1029,2,1,6,1,2,1,1
1030,1,1,1,6,9,0,1
1031,2,3,1,0,1,1,1
1032,1,2,5,0,7,1,1
1033,1,2,1,2,7,1,1
1034,2,1,2,1,5,1,3
1035,2,1,4,4,2,1,3
1036,2,1,1,1,3,1,2
1037,1,1,1,5,4,1,1
1038,1,2,3,3,4,0,2
1039,2,1,2,2,7,0,1
1040,1,1,1,0,1,0,1
1041,2,2,1,1,3,1,1
1042,1,1,1,0,3,1,2
1043,1,5,1,2,6,1,3
1044,1,4,1,3,4,0,2
1045,2,1,3,4,10,1,1
1046,1,1,2,3,4,1,1
1047,2,1,3,4,5,1,1
1048,2,1,3,0,7,0,1
1049,1,4,1,3,4,0,2
1050,2,1,5,3,4,0,2
1051,2,1,1,2,4,0,1
1052,2,7,4,7,7,0,2
1053,1,2,4,1,3,1,1
1054,1,2,1,4,3,1,1
1055,1,1,2,3,3,1,1
1056,1,1,2,4,1,1,1
1057,2,1,5,2,5,1,1
1058,2,1,3,3,8,0,1
1059,1,1,1,2,2,1,1
1060,2,1,3,3,3,1,2
1061,1,1,1,0,8,1,1
1062,2,1,1,1,5,0,1
1063,2,9,3,4,2,0,1
1064,2,1,1,1,3,1,2
1065,2,2,3,1,6,1,1
1066,2,1,3,4,5,1,1
1067,2,1,2,0,1,1,1
1068,2,1,1,3,3,1,1
1069,2,2,5,3,2,1,2
1070,1,1,1,9,1,0,1
1071,2,1,5,1,8,0,1
1072,2,8,3,0,3,1,1
1073,2,1,2,1,5,1,1
1074,2,4,3,2,8,1,1
1075,1,9,2,4,4,0,1
1076,1,1,1,6,4,1,1
1077,2,1,3,1,2,1,2
1078,2,1,1,4,2,0,2
1079,1,1,1,3,4,1,1
1080,2,4,2,0,1,1,1
1081,2,3,3,9,9,0,1
1082,1,1,2,3,2,0,1
1083,2,6,2,3,6,0,3
1084,1,1,1,5,3,1,1
1085,2,1,2,2,3,1,2
1086,1,1,1,2,4,1,1
1087,2,1,1,0,1,0,1
1088,1,1,1,6,5,0,1
1089,2,1,4,1,4,1,1
1090,1,1,4,3,3,1,1
1091,1,1,1,5,5,1,1
1092,1,1,1,4,11,0,3
1093,1,2,5,3,7,1,1
1094,2,1,3,8,1,1,1
1095,2,5,3,0,4,1,1
1096,2,9,4,0,4,0,2
1097,2,4,5,5,4,0,2
1098,2,2,2,1,7,0,1
1099,2,1,1,1,1,0,2
1100,1,1,1,2,9,1,1
1101,1,1,5,3,7,0,2
1102,2,1,3,2,5,1,1
1103,2,9,1,2,5,1,2
1104,1,1,1,3,4,0,1
1105,2,1,5,3,4,1,1
1106,1,1,1,3,3,0,1
1107,2,1,1,7,7,0,2
1108,1,1,3,2,2,0,3
1109,1,1,1,2,1,1,1
1110,1,6,1,2,3,0,1
1111,1,1,2,1,5,0,1
1112,2,3,2,6,4,0,2
1113,1,2,1,4,4,0,1
1114,2,1,3,8,6,0,1
1115,2,6,3,1,3,1,1
1116,2,3,2,4,11,1,2
1117,2,6,3,0,6,0,2
1118,1,2,1,1,4,1,1
1119,2,1,3,1,4,1,1
1120,2,1,3,2,6,0,1
1121,1,1,2,3,8,1,1
1122,2,1,1,3,2,1,1
1123,2,4,2,3,5,0,2
1124,1,2,2,5,10,0,2
1125,2,1,3,4,4,1,2
1126,2,1,1,2,2,0,1
1127,1,1,1,2,4,1,1
1128,1,1,4,1,3,1,1
1129,2,3,2,3,3,1,1
1130,1,1,3,3,4,0,2
1131,2,1,1,5,5,1,1
1132,1,1,3,4,4,1,3
1133,1,1,1,0,3,1,1
1134,1,1,4,5,10,1,1
1135,1,1,4,1,3,0,2
1136,2,1,5,0,3,1,2
1137,2,6,5,2,4,1,2
1138,2,2,1,3,4,1,1
1139,1,4,5,5,6,1,1
1140,2,1,5,2,4,1,2
1141,1,1,4,2,2,0,2
1142,1,1,4,2,1,1,1
1143,2,2,1,4,10,1,2
1144,1,4,1,4,2,1,1
1145,1,1,1,1,1,1,1
1146,2,1,3,2,2,1,1
1147,1,1,1,2,5,0,2
1148,1,1,2,2,4,1,1
1149,2,1,6,2,4,1,1
1150,2,2,2,2,4,0,2
1151,2,5,1,1,5,0,1
1152,1,1,1,2,3,1,1
1153,2,1,5,2,4,1,1
1154,1,7,1,6,4,1,3
1155,1,9,1,0,3,1,1
1156,2,3,6,7,5,1,1
1157,1,2,1,1,10,0,1
1158,1,3,2,3,5,0,1
1159,2,1,4,5,2,1,3
1160,1,1,1,1,4,1,2
1161,2,1,3,1,5,1,1
1162,2,1,1,0,2,1,1
1163,1,1,3,2,7,1,1
1164,1,2,5,0,11,0,2
1165,1,1,1,6,2,0,1
1166,1,8,1,0,3,0,2
1167,1,1,1,4,6,0,1
1168,2,1,1,4,4,0,3
1169,1,1,4,0,2,1,1
1170,1,1,1,3,5,1,1
1171,2,1,2,0,5,0,2
1172,2,1,1,6,2,0,1
1173,2,2,4,0,4,1,1
1174,1,1,2,0,4,1,1
1175,2,1,1,6,10,1,2
1176,1,1,1,4,2,1,1
1177,2,1,1,8,2,0,2
1178,1,1,4,0,5,1,1
1179,2,1,3,1,4,0,2
1180,2,1,2,0,1,0,2
1181,2,2,2,7,7,1,1
1182,1,1,1,0,4,1,1
1183,2,2,1,4,3,1,1
1184,2,6,1,3,2,0,1
1185,2,6,4,5,4,0,1
1186,1,1,1,1,8,0,2
1187,1,4,6,7,8,0,2
1188,1,1,1,0,1,0,2
1189,2,1,1,3,5,0,1
1190,1,1,1,2,4,0,1
1191,2,4,3,1,9,1,1
1192,1,1,1,6,9,1,1
1193,2,1,1,3,5,0,1
1194,1,1,1,2,1,1,1
1195,2,1,3,2,2,1,1
1196,2,1,1,3,11,1,1
1197,1,8,1,2,5,0,2
1198,2,5,4,2,2,1,1
1199,1,1,5,2,5,0,1
1200,2,5,1,0,3,0,1
1201,1,3,2,9,10,1,1
1202,1,2,1,2,8,1,1
1203,1,9,4,0,4,1,1
1204,2,3,4,2,4,1,1
1205,2,1,1,0,1,0,1
1206,2,1,1,0,1,0,1
1207,2,1,4,3,6,1,1
1208,1,1,1,2,2,0,2
1209,2,6,6,0,5,1,1
1210,1,1,1,2,4,0,2
1211,1,1,1,3,7,0,1
1212,2,1,1,3,2,1,2
1213,1,2,3,0,3,1,1
1214,2,1,1,1,1,0,3
1215,2,1,1,2,3,1,1
1216,2,9,3,7,4,0,1
1217,2,1,1,1,3,1,1
1218,2,1,5,4,1,1,1
1219,1,1,4,0,4,0,2
1220,2,1,2,0,1,0,1
1221,2,2,1,0,2,1,3
1222,1,1,2,1,2,1,2
1223,1,2,5,2,4,1,1
1224,2,2,1,1,6,1,3
1225,2,1,4,0,2,0,2
1226,2,2,1,6,9,1,2
1227,2,2,4,0,2,0,2
1228,1,1,1,2,1,0,1
1229,2,1,2,1,3,1,1
1230,2,1,1,1,2,0,2
1231,2,5,1,1,4,1,1
1232,1,1,2,0,3,1,1
1233,1,4,5,3,4,1,1
1234,1,8,1,0,1,0,1
1235,2,1,1,1,3,1,1
1236,1,1,1,3,4,0,2
1237,1,1,1,4,6,1,1
1238,1,1,1,1,2,1,2
1239,1,1,4,2,1,1,1
1240,2,1,4,0,1,1,1
1241,2,1,2,5,4,0,1
1242,1,7,5,4,5,1,1
1243,2,2,3,2,3,0,2
1244,1,1,2,3,5,1,1
1245,1,4,3,1,5,0,1
1246,2,1,2,0,5,0,3
1247,2,1,3,2,9,1,1
1248,2,1,1,3,2,1,1
1249,2,1,1,2,4,1,1
1250,2,1,1,0,5,1,1
1251,1,1,1,3,3,0,2
1252,1,1,3,0,7,0,1
1253,1,1,1,2,4,0,2
1254,1,1,2,4,6,1,1
1255,2,1,1,1,4,0,2
1256,1,1,1,1,1,0,1
1257,1,1,1,4,6,1,1
1258,1,1,3,7,7,1,1
1259,1,1,1,5,6,1,3
1260,2,1,3,0,3,0,2
1261,1,2,3,3,3,1,1
1262,2,1,4,3,4,1,1
1263,2,1,1,2,3,0,2
1264,1,1,1,3,5,1,1
1265,1,1,3,2,2,0,2
1266,1,4,2,4,2,1,1
1267,1,4,1,2,1,0,2
1268,2,1,1,1,2,1,1
1269,1,1,1,4,1,1,1
1270,1,1,1,6,2,1,1
1271,2,2,1,6,5,0,1
1272,2,2,4,0,1,1,1
1273,2,1,1,0,3,1,3
1274,2,1,1,0,1,0,2
1275,2,2,5,7,6,0,1
1276,1,1,5,0,6,0,2
1277,1,1,1,4,4,1,1
1278,1,1,2,4,3,1,1
1279,1,1,6,0,4,1,1
1280,2,1,1,1,5,0,2
1281,2,1,1,3,4,0,2
1282,1,2,1,6,4,0,2
1283,2,1,4,3,6,1,1
1284,1,1,1,3,2,0,2
1285,2,2,3,0,4,1,2
1286,1,1,1,4,3,0,1
1287,1,1,1,2,4,0,2
1288,2,1,1,6,5,0,2
1289,2,1,2,2,7,0,2
1290,2,2,3,3,2,1,1
1291,2,1,2,4,3,0,1
1292,2,1,3,4,12,1,1
1293,1,1,3,2,3,1,1
1294,2,4,2,1,2,0,1
1295,1,1,4,3,5,0,2
1296,1,1,1,7,4,0,2
1297,2,7,1,2,8,1,1
1298,2,1,1,4,6,0,1
1299,2,6,3,0,1,0,2
1300,1,1,3,0,4,0,1
1301,2,9,1,2,3,1,1
1302,1,2,1,2,2,0,2
1303,2,6,2,0,5,0,2
1304,2,7,2,1,6,0,2
1305,1,1,5,2,2,1,1
1306,1,1,4,6,4,0,2
1307,2,1,3,3,7,0,1
1308,2,7,3,2,2,0,1
1309,2,2,1,3,2,0,2
1310,2,1,5,2,3,1,2
1311,1,1,1,5,5,1,1
1312,1,1,1,3,4,0,1
1313,1,1,1,4,3,0,2
1314,1,2,1,6,9,0,1
1315,1,1,1,3,1,0,2
1316,2,1,2,3,5,1,3
1317,2,1,1,2,3,0,2
1318,2,2,4,2,3,1,1
1319,2,2,6,3,1,0,2
1320,2,1,2,6,7,0,1
1321,1,6,1,0,2,1,1
1322,2,2,5,0,2,0,2
1323,1,9,1,6,7,1,1
1324,2,1,3,3,5,1,1
1325,2,1,3,0,3,1,1
1326,1,1,1,2,3,0,2
1327,1,1,1,1,9,0,1
1328,2,1,1,0,1,0,1
1329,2,1,3,0,5,0,2
1330,1,1,3,2,7,1,2
1331,2,3,2,0,2,0,2
1332,1,9,1,3,1,0,1
1333,1,1,1,3,3,0,2
1334,1,1,3,0,5,0,2
1335,2,1,3,5,4,0,3
1336,1,1,3,5,3,0,1
1337,2,6,1,3,3,1,3
1338,1,1,1,1,1,1,1
1339,1,1,2,3,7,1,1
1340,1,7,1,2,2,1,1
1341,2,1,1,3,4,0,1
1342,1,2,2,2,4,1,1
1343,1,2,3,3,2,0,2
1344,1,2,2,1,2,0,2
1345,1,5,1,1,4,1,1
1346,2,1,1,1,1,0,2
1347,1,5,2,1,2,0,1
1348,2,1,5,5,1,0,1
1349,2,1,1,6,5,0,1
1350,1,1,1,2,4,0,2
1351,2,1,3,4,7,0,2
1352,2,1,1,0,2,0,3
1353,2,3,1,0,1,1,1
1354,1,1,5,2,6,0,1
1355,1,1,3,0,4,1,1
1356,2,1,3,1,5,1,1
1357,1,1,1,1,4,0,1
1358,1,1,1,2,12,1,1
1359,1,7,4,2,5,1,1
1360,1,1,4,4,3,0,1
1361,1,4,5,2,2,1,2
1362,1,1,3,6,5,0,2
1363,1,1,4,4,2,0,1
1364,2,2,1,1,4,0,2
1365,1,1,3,2,3,1,1
1366,2,1,3,0,7,0,1
1367,2,1,1,7,4,0,3
1368,1,1,1,2,1,0,3
1369,1,1,3,3,3,0,2
1370,1,1,2,1,1,1,3
1371,2,1,1,1,2,1,1
1372,2,8,1,3,2,1,1
1373,1,1,5,0,2,1,1
1374,1,2,1,1,12,1,1
1375,1,8,1,4,7,1,2
1376,2,1,1,4,2,0,1
1377,1,1,1,4,3,0,1
1378,1,2,1,3,3,0,2
1379,2,1,1,0,4,0,2
1380,2,1,3,0,4,0,3
1381,1,2,4,1,5,0,3
1382,1,2,3,4,4,1,1
1383,2,1,1,2,2,0,1
1384,2,9,5,4,2,0,1
1385,2,1,3,3,7,1,1
1386,2,1,5,2,3,1,2
1387,2,1,3,1,3,0,1
1388,1,1,1,3,2,0,2
1389,1,1,1,3,3,0,1
1390,1,2,3,6,1,1,3
1391,1,6,4,1,2,1,1
1392,1,2,1,2,2,0,1
1393,2,1,1,1,3,0,3
1394,1,1,1,5,5,0,1
1395,2,3,2,6,7,0,1
1396,1,6,1,1,4,1,1
1397,2,1,3,0,3,0,2
1398,1,1,1,2,10,1,2
1399,1,1,1,5,5,1,1
1400,1,1,1,3,1,0,2
1401,2,1,5,4,4,1,2
1402,2,1,1,1,3,1,1
1403,2,2,4,3,2,1,1
1404,2,1,1,0,1,0,1
1405,2,1,3,0,4,1,3
1406,2,1,3,1,2,0,2
1407,1,1,4,0,2,0,2
1408,2,8,1,0,4,0,1
1409,1,8,4,3,4,1,1
1410,1,6,4,1,1,0,2
1411,1,1,1,2,5,0,1
1412,1,1,5,3,5,1,1
1413,2,1,2,4,3,1,1
1414,1,2,1,3,2,0,2
1415,1,5,5,0,4,1,2
1416,2,6,6,2,3,1,1
1417,1,1,2,3,2,1,1
1418,2,1,5,1,2,0,1
1419,1,2,4,0,3,1,1
1420,1,1,5,4,4,0,2
1421,2,1,2,5,5,0,1
1422,2,1,1,0,1,1,1
1423,1,8,3,0,1,0,1
1424,2,2,1,0,1,1,1
1425,2,1,4,0,1,0,1
1426,2,6,5,1,4,1,2
1427,2,1,2,2,3,1,1
1428,1,1,5,2,2,1,1
1429,2,1,4,3,4,0,2
1430,1,7,1,2,10,1,1
1431,2,1,2,1,4,1,1
1432,1,4,3,0,4,0,1
1433,1,1,1,2,11,0,3
1434,2,1,3,3,8,0,2
1435,2,2,1,5,1,1,1
1436,1,1,5,4,4,1,2
1437,2,1,1,2,1,0,2
1438,1,2,1,0,2,1,3
1439,2,1,3,2,3,1,1
1440,1,2,5,2,4,0,1
1441,1,2,1,3,2,1,2
1442,1,1,3,3,4,1,2
1443,2,1,2,2,6,1,1
1444,2,1,1,0,5,0,1
1445,1,1,3,5,7,0,1
1446,2,1,3,2,4,0,2
1447,1,1,1,1,8,1,3
1448,1,1,1,0,12,0,2
1449,2,1,3,4,4,0,2
1450,2,1,5,1,4,1,2
1451,2,1,4,5,1,1,1
1452,2,1,5,2,4,1,1
1453,1,1,1,2,5,0,1
1454,1,1,2,4,4,0,1
1455,2,1,3,1,4,0,2
1456,2,5,1,6,2,1,1
1457,1,1,1,1,5,0,1
1458,1,1,3,4,6,0,1
1459,2,4,2,3,3,1,1
1460,2,8,5,0,3,0,3
1461,2,1,1,0,1,0,2
1462,2,1,5,4,6,0,2
1463,2,1,1,0,3,1,1
1464,1,1,2,1,6,1,1
1465,2,1,1,0,4,0,1
1466,1,1,1,3,5,0,2
1467,1,2,1,2,5,0,3
1468,1,3,3,3,4,1,2
1469,1,2,1,3,3,1,2
1470,1,7,5,3,5,1,1
1471,2,2,2,5,5,0,1
1472,1,6,1,6,4,0,2
1473,2,1,1,1,3,0,3
1474,1,1,1,6,4,0,2
1475,1,1,3,2,3,0,2
1476,1,2,3,2,3,0,2
1477,1,2,3,2,3,1,2
1478,2,1,2,3,2,1,1
1479,1,6,3,0,4,0,2
1480,1,1,1,3,1,1,1
1481,1,1,2,1,2,1,1
1482,2,1,2,3,5,1,1
1483,2,2,1,7,2,1,2
1484,2,1,1,3,8,1,2
1485,1,1,1,4,5,1,1
1486,1,6,4,5,7,0,1
1487,1,7,3,5,2,0,1
1488,1,1,1,2,8,1,1
1489,2,2,3,0,1,0,1
1490,1,9,4,2,5,0,2
1491,2,1,1,2,5,1,1
1492,2,2,4,0,5,1,1
1493,2,1,2,2,4,1,3
1494,1,1,1,0,5,0,1
1495,1,1,1,1,2,1,1
1496,2,1,1,3,3,1,1
1497,2,2,1,3,5,0,1
1498,2,1,4,0,1,0,2
1499,1,1,1,3,4,1,1
1500,2,2,1,1,8,1,1
1501,1,2,1,0,2,0,1
1502,2,2,3,2,5,1,1
1503,2,2,1,6,5,1,1
1504,2,1,1,0,2,0,3
1505,2,1,5,2,2,1,2
1506,1,1,2,0,3,0,2
1507,1,1,5,0,4,1,1
1508,1,1,1,3,5,0,3
1509,2,1,1,1,3,0,2
1510,2,1,1,0,4,1,1
1511,1,1,1,1,1,1,1
1512,1,7,3,5,5,1,1
1513,1,9,1,0,5,1,1
1514,1,8,5,5,10,0,2
1515,2,5,4,0,1,0,3
1516,2,2,2,7,3,0,2
1517,2,1,3,1,4,1,2
1518,1,1,1,5,5,1,1
1519,1,1,6,2,4,0,2
1520,1,1,6,2,6,0,2
1521,1,1,1,2,4,1,2
1522,1,1,2,4,2,1,1
1523,2,1,1,0,1,1,3
1524,1,2,1,1,4,1,1
1525,2,1,1,2,2,0,2
1526,1,1,2,7,3,0,1
1527,2,3,1,2,4,0,2
1528,1,1,2,4,4,0,1
1529,1,2,3,3,3,0,2
1530,2,6,5,3,4,1,2
1531,2,1,2,4,3,0,1
1532,2,1,3,0,2,0,2
1533,2,2,2,1,7,0,1
1534,1,1,5,3,7,1,1
1535,1,1,1,1,5,0,2
1536,2,1,5,1,2,0,2
1537,1,4,3,1,6,0,2
1538,2,1,1,5,6,1,1
1539,2,2,5,5,4,0,2
1540,1,2,5,2,2,1,1
1541,2,2,5,5,3,0,2
1542,2,1,2,5,7,1,1
1543,1,1,1,1,2,0,2
1544,1,1,1,2,2,1,1
1545,1,2,4,4,1,0,1
1546,1,1,5,6,3,0,2
1547,1,6,1,2,2,0,2
1548,1,1,4,0,3,1,1
1549,1,1,1,3,4,0,2
1550,1,1,4,0,3,1,1
1551,1,1,6,1,2,0,2
1552,1,1,3,2,6,0,2
1553,1,2,1,0,6,1,1
1554,2,1,1,3,2,0,2
1555,1,1,1,1,2,0,2
1556,2,1,1,1,4,0,2
1557,2,1,4,3,4,1,2
1558,1,1,6,4,2,1,1
1559,1,1,3,2,3,0,2
1560,2,6,4,2,4,0,2
1561,2,5,1,1,2,0,3
1562,2,5,1,1,2,1,1
1563,1,2,1,0,5,1,1
1564,2,2,2,2,6,1,1
1565,2,2,2,5,1,1,3
1566,1,1,1,0,7,0,2
1567,1,6,1,4,2,0,2
1568,1,2,2,3,2,0,1
1569,2,1,1,0,1,1,1
1570,1,1,4,1,4,0,2
1571,1,1,1,0,3,1,1
1572,1,1,1,3,5,1,1
1573,2,1,1,8,2,0,2
1574,1,1,1,3,1,1,1
1575,2,1,1,7,4,0,1
1576,1,5,1,1,2,0,2
1577,2,2,6,7,6,0,1
1578,2,9,1,0,6,0,1
1579,2,1,1,2,2,1,1
1580,1,1,1,4,3,0,1
1581,2,1,1,3,1,1,1
1582,2,2,2,1,2,1,1
1583,1,2,1,0,4,0,1
1584,1,2,3,0,6,0,2
1585,1,1,1,4,6,1,1
1586,2,1,5,3,4,1,2
1587,1,1,4,2,3,1,2
1588,2,1,1,0,2,0,2
1589,2,1,1,4,7,1,2
1590,1,1,2,0,5,0,2
1591,1,8,1,4,4,0,1
1592,1,1,4,2,9,0,1
1593,1,2,1,5,2,0,2
1594,1,6,1,0,1,1,1
1595,2,4,2,7,2,0,2
1596,1,8,1,2,10,0,2
1597,2,1,2,0,6,1,1
1598,2,1,1,5,4,0,1
1599,2,1,1,0,7,1,1
1600,2,1,3,3,7,1,1
1601,1,1,1,1,3,1,2
1602,2,1,4,2,2,1,2
1603,2,1,1,3,3,1,1
1604,1,1,1,1,2,0,2
1605,2,1,5,3,3,0,2
1606,1,1,1,1,3,1,1
1607,2,1,4,0,2,0,2
1608,1,6,2,3,1,1,1
1609,2,1,4,1,3,1,1
1610,1,1,2,0,6,1,1
1611,2,1,4,1,5,1,1
1612,2,1,3,4,3,1,1
1613,1,1,1,1,3,0,1
1614,1,6,1,3,3,1,1
1615,1,1,1,1,6,0,1
1616,2,1,1,1,9,1,3
1617,2,1,4,3,3,1,1
1618,2,1,1,0,1,0,1
1619,2,1,1,2,4,0,3
1620,1,1,2,3,2,1,1
1621,2,1,1,2,5,1,3
1622,1,2,5,1,4,1,1
1623,1,2,1,5,4,1,1
1624,2,4,3,0,1,1,3
1625,1,1,6,3,2,0,1
1626,1,1,2,2,3,1,1
1627,1,1,1,5,4,0,1
1628,2,1,2,2,2,1,1
1629,1,9,1,4,10,1,1
1630,1,1,1,5,6,0,1
1631,1,7,1,1,6,1,1
1632,1,1,5,2,7,0,1
1633,2,6,1,4,3,0,2
1634,2,3,1,0,2,1,1
1635,1,2,1,3,2,1,3
1636,1,9,1,4,2,1,2
1637,1,1,3,0,12,0,3
1638,1,6,5,6,10,1,2
1639,2,1,2,1,5,0,1
1640,1,2,1,1,4,0,2
1641,1,2,5,1,6,0,3
1642,2,2,1,3,4,0,2
1643,1,1,2,5,4,0,2
1644,2,1,1,0,1,1,1
1645,2,1,2,0,4,1,1
1646,1,7,1,0,6,1,1
1647,1,1,1,3,12,1,1
1648,1,2,4,1,2,0,2
1649,1,7,6,8,7,1,1
1650,1,1,4,2,6,0,1
1651,1,9,2,4,5,0,1
1652,1,7,1,1,8,1,2
1653,2,4,5,1,5,1,1
1654,2,1,2,1,3,0,1
1655,1,7,1,2,10,0,1
1656,2,1,3,0,7,1,1
1657,2,1,1,0,1,1,3
1658,1,2,5,4,5,0,1
1659,1,1,2,5,1,0,1
1660,2,1,2,0,2,1,1
1661,2,7,1,4,3,1,1
1662,2,2,3,1,4,0,3
1663,2,1,1,1,6,1,3
1664,2,1,1,2,4,0,2
1665,1,1,1,2,11,1,1
1666,2,1,5,3,2,1,1
1667,2,1,3,1,3,1,2
1668,2,1,4,0,1,1,1
1669,1,2,1,3,5,0,1
1670,2,3,1,4,4,0,2
1671,2,2,1,0,5,0,3
1672,2,1,2,3,3,1,1
1673,2,1,5,4,4,1,2
1674,1,1,1,2,2,1,1
1675,2,1,2,2,6,1,1
1676,2,1,3,4,2,1,1
1677,1,1,5,1,3,1,1
1678,2,4,3,5,6,0,1
1679,2,1,3,4,4,0,2
1680,2,5,1,0,1,1,1
1681,2,8,3,3,6,1,1
1682,2,6,1,4,4,1,2
1683,2,1,5,0,3,1,1
1684,1,5,1,2,2,0,1
1685,2,2,1,0,1,0,1
1686,1,4,3,2,5,1,1
1687,1,1,1,2,8,0,2
1688,1,1,3,3,3,0,2
1689,2,9,4,1,6,0,2
1690,1,1,1,1,1,0,1
1691,1,6,5,3,2,1,2
1692,2,1,1,5,5,0,2
1693,2,1,1,1,7,1,1
1694,2,1,3,3,4,1,2
1695,1,1,5,3,3,1,1
1696,2,1,4,0,1,0,1
