SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE
2,1,1,1,8,10,66,1,N,2
1,1,1,2,4,N,27,1,N,2
1,3,3,2,8,5,83,1,N,2
1,6,2,1,3,11,63,1,N,2
2,4,9,0,8,8,74,1,N,2
2,5,1,1,8,7,26,1,N,2
1,6,6,2,7,10,36,1,N,2
1,1,1,2,1,10,37,1,N,2
2,6,1,1,3,3,23,1,N,2
1,5,1,1,N,4,56,1,N,2
1,1,1,2,N,10,52,1,N,2
1,6,2,1,6,3,25,2,N,2
2,6,2,2,7,5,23,1,N,1
1,6,1,2,N,10,23,1,N,2
2,N,3,1,3,3,81,1,N,2
2,N,1,2,5,1,64,1,N,2
2,N,2,1,4,9,27,1,N,2
2,1,2,1,N,3,40,1,N,2
1,4,1,1,5,11,57,1,N,2
2,N,1,1,4,9,6,3,N,2
2,6,6,1,N,3,32,1,N,2
1,1,1,1,7,10,21,1,N,2
2,6,1,1,0,5,83,1,N,2
2,4,2,1,7,5,17,1,N,2
1,6,1,2,4,10,41,1,N,2
1,1,2,1,3,5,51,1,N,2
2,1,9,1,8,9,76,1,N,2
2,1,1,1,7,8,41,1,N,2
2,2,1,2,N,4,18,1,N,2
1,6,2,1,8,9,35,1,N,2
2,4,2,2,1,3,20,1,N,2
2,2,2,2,2,10,28,1,N,2
1,6,2,1,4,5,18,1,N,2
1,1,1,1,6,N,33,1,N,2
2,N,2,1,4,9,61,1,N,2
2,4,1,2,N,9,4,1,N,2
2,1,1,1,4,9,18,1,N,1
1,1,9,2,9,3,47,1,N,2
2,1,1,1,4,7,69,1,N,2
2,6,2,1,8,3,65,3,N,2
2,6,2,1,4,9,49,1,N,2
2,1,1,1,0,N,40,1,N,2
1,4,9,1,6,5,60,1,N,2
2,3,1,2,N,7,52,1,N,2
1,1,1,0,1,6,6,1,N,2
1,6,3,1,9,3,17,1,N,2
1,1,1,1,9,5,23,1,N,2
2,1,3,1,6,9,56,1,N,2
1,N,3,1,6,10,63,1,N,2
2,5,1,2,5,8,24,1,N,2
1,1,1,1,4,3,1,1,N,2
1,1,3,1,9,9,25,1,N,2
2,6,1,1,0,10,56,3,N,2
2,4,8,0,7,2,20,1,N,2
1,1,1,1,0,7,76,1,N,2
2,6,1,1,0,4,3,1,N,2
1,N,9,1,9,7,5,1,N,2
1,6,1,2,3,7,22,3,N,2
2,4,2,1,5,7,63,1,N,2
1,4,1,1,8,7,23,3,N,2
1,2,1,1,0,10,33,3,N,2
1,1,1,2,N,12,70,1,N,2
1,1,1,1,2,5,54,1,N,2
2,6,1,1,7,9,25,1,N,2
2,1,1,2,N,7,41,1,N,2
1,1,1,0,4,8,24,3,N,2
1,6,6,1,8,8,22,1,N,2
2,6,2,1,N,8,67,1,N,2
2,1,1,1,1,3,69,1,N,2
1,6,1,1,8,12,35,1,N,2
2,4,1,2,2,8,32,1,N,2
1,6,1,1,2,4,37,1,N,2
1,6,2,2,4,10,88,1,N,2
2,6,1,1,1,5,25,1,N,2
2,N,2,1,5,9,65,1,N,2
2,6,1,2,9,3,22,1,N,2
1,1,1,1,5,9,43,1,N,2
2,1,1,0,2,7,24,1,N,2
2,1,9,1,6,6,35,1,N,2
1,1,2,2,2,1,63,1,N,2
2,6,1,1,7,7,12,1,N,2
1,1,6,2,9,9,39,1,N,2
2,6,1,1,5,8,4,1,N,2
1,6,1,2,4,10,2,1,N,2
2,N,2,1,0,11,54,1,N,2
2,3,1,2,1,7,24,1,N,2
2,N,6,1,1,5,62,1,N,2
1,4,1,2,9,4,29,1,N,2
1,5,1,1,2,7,11,1,N,2
2,1,1,1,N,3,67,1,N,2
2,6,1,1,8,4,70,1,N,2
1,1,1,1,5,9,40,1,N,2
1,6,1,2,9,N,5,1,N,2
1,1,1,1,9,7,75,1,N,2
2,6,1,2,5,10,18,1,N,2
2,1,1,2,6,7,44,1,N,2
1,1,1,1,4,1,7,1,N,2
2,6,2,1,5,7,42,1,N,2
1,4,6,1,9,3,30,1,N,2
1,4,6,1,9,5,68,1,N,2
1,6,1,1,6,5,5,1,N,2
2,4,1,1,5,7,45,1,N,2
1,3,1,1,0,9,2,1,N,2
2,6,1,1,9,N,25,1,N,2
2,1,1,2,N,5,21,1,N,2
1,6,1,1,N,7,59,1,N,2
1,4,2,1,8,5,6,1,N,2
2,1,1,2,1,9,49,1,N,2
1,6,2,1,2,10,40,1,N,2
2,N,8,1,4,2,6,1,N,2
2,1,1,1,1,7,5,1,N,2
2,1,2,1,7,9,10,1,N,2
2,1,8,2,7,9,56,3,3,2
2,5,1,1,2,3,63,3,N,2
2,N,1,1,1,9,2,1,N,2
2,N,1,2,0,3,83,1,N,2
2,1,1,1,5,3,93,3,N,2
1,1,1,2,7,7,39,1,N,2
1,1,1,0,6,5,41,1,N,2
1,6,1,2,9,12,55,1,N,2
2,1,1,1,1,5,30,1,N,2
2,6,1,1,6,3,54,1,N,2
1,N,2,1,5,7,21,1,N,2
1,1,1,1,8,N,40,1,N,2
2,6,2,2,7,10,3,1,N,2
2,3,2,1,7,10,31,1,N,2
2,1,1,1,5,10,25,1,N,2
2,6,1,1,9,9,63,1,N,2
2,N,1,1,2,5,27,1,N,1
1,1,1,1,0,9,26,1,N,2
2,N,6,1,1,9,70,3,N,2
2,N,1,1,2,3,31,1,N,2
1,1,1,1,7,5,38,1,N,2
2,6,1,2,N,10,60,1,N,2
1,1,2,1,N,4,41,1,N,2
2,1,9,1,6,6,40,3,N,2
2,1,1,1,5,5,69,1,N,2
2,6,2,1,2,7,11,1,N,2
1,1,1,1,7,9,70,1,N,2
2,6,1,1,3,3,30,1,N,2
2,N,1,1,8,5,36,1,N,2
1,5,2,1,9,1,32,1,N,2
2,6,1,2,N,7,4,1,N,2
2,6,1,2,N,5,6,1,N,2
2,4,2,1,4,9,68,1,N,2
1,6,9,1,N,7,67,1,N,2
1,3,1,1,1,9,60,1,N,2
2,1,1,2,8,6,62,1,N,2
2,1,1,2,N,5,66,1,N,2
2,1,6,2,2,7,10,1,N,2
1,1,1,2,N,4,61,1,N,2
1,6,1,2,0,9,20,1,N,2
1,N,1,1,2,1,39,1,N,2
2,4,1,2,0,4,69,1,N,2
1,1,2,1,9,3,48,1,N,2
2,1,1,1,N,4,65,1,N,2
2,6,2,2,2,7,24,1,N,2
2,1,1,2,N,5,23,3,N,2
1,3,1,2,N,9,86,1,N,2
1,4,1,1,2,7,41,1,N,2
2,6,8,1,N,4,5,1,N,2
1,1,1,1,7,2,54,1,N,2
2,5,2,1,N,7,62,1,N,2
1,6,1,2,N,11,35,1,N,2
1,6,2,0,3,3,48,2,N,2
2,1,1,1,7,1,24,1,N,2
1,1,9,1,0,4,27,1,N,2
2,1,3,2,7,10,28,1,N,2
1,1,2,1,2,5,70,1,N,2
2,2,6,0,3,12,47,1,N,2
2,1,1,2,9,N,61,1,N,2
2,N,1,1,2,9,0,1,N,2
2,6,1,1,5,4,38,1,N,2
1,6,6,2,6,8,83,1,N,2
2,N,8,2,4,10,41,1,N,2
2,N,1,2,9,3,62,1,N,2
1,2,1,1,1,7,6,1,N,2
2,N,2,1,0,10,40,3,N,2
2,N,6,2,5,5,21,1,N,2
1,6,1,1,6,7,70,1,N,2
2,6,2,1,N,9,51,1,N,2
2,6,1,1,5,10,10,1,N,2
2,1,1,1,6,5,30,1,N,2
1,1,1,1,9,9,30,1,N,2
2,1,1,0,N,7,43,1,N,2
1,1,6,1,N,1,47,1,N,2
1,1,2,1,2,7,7,1,N,2
2,N,1,2,6,5,69,1,N,2
2,6,6,1,9,11,19,1,N,2
2,3,2,1,0,5,78,1,N,2
1,1,9,1,7,1,14,1,N,2
1,6,1,2,4,9,85,1,N,2
1,N,6,2,8,5,38,1,N,2
1,1,9,2,7,2,65,1,N,2
2,1,2,2,9,6,20,1,N,2
2,1,1,2,8,10,70,1,N,1
1,6,2,2,4,7,63,1,N,2
2,4,2,1,8,10,33,1,N,1
2,6,1,2,3,5,27,1,N,2
1,1,1,1,9,7,38,3,N,2
2,3,8,0,7,4,37,1,N,2
2,6,2,1,6,3,54,1,N,2
2,1,2,2,N,4,28,1,N,2
1,3,2,1,7,6,10,1,N,2
1,N,1,0,N,9,8,1,N,2
2,1,3,2,3,7,2,1,N,2
1,1,2,2,0,2,52,1,N,2
2,4,1,1,4,3,23,1,N,2
1,1,9,1,N,1,56,1,N,2
2,1,2,1,9,N,95,1,N,2
2,1,2,1,9,7,67,3,N,2
2,6,6,0,2,9,38,1,N,2
2,3,1,2,N,9,15,1,N,2
2,N,2,2,9,9,63,1,N,2
2,N,1,1,9,9,58,1,N,2
1,6,9,1,8,10,58,1,N,2
2,6,2,1,2,7,13,1,N,2
2,4,1,1,N,6,27,1,N,2
1,6,1,1,0,5,20,1,N,2
1,1,2,1,5,5,5,1,N,2
1,1,1,1,2,8,40,1,N,2
2,2,3,1,4,12,57,1,N,2
2,4,6,1,3,9,36,1,N,2
2,4,9,1,1,8,44,1,N,2
1,1,1,2,2,8,55,1,N,2
1,6,1,2,9,1,7,1,N,2
2,1,1,2,3,5,28,1,N,2
2,6,1,1,7,7,27,1,N,2
1,4,2,1,0,7,7,1,N,2
2,N,2,2,3,9,59,1,N,2
2,1,8,2,4,10,22,1,N,2
2,1,2,2,5,5,39,1,N,2
2,6,1,1,5,9,26,1,N,2
1,1,1,1,3,9,41,1,N,2
1,6,2,0,3,9,66,1,N,2
1,1,1,1,6,4,12,1,N,2
2,1,2,1,0,4,54,1,N,2
1,4,1,1,4,6,9,1,N,2
1,6,6,1,N,7,84,1,N,2
1,N,2,2,4,10,34,1,N,2
2,6,2,1,2,7,67,1,N,2
1,1,9,2,2,11,18,1,N,2
1,1,1,1,5,5,67,1,N,2
1,1,1,1,0,10,60,1,N,2
2,N,1,2,1,10,65,1,N,2
2,6,2,0,N,6,19,1,N,2
1,6,1,1,N,9,30,1,N,2
2,4,9,0,2,7,18,1,N,2
1,N,2,1,8,5,27,1,N,2
1,1,2,2,5,10,67,1,N,2
1,4,1,1,1,7,62,3,N,2
2,6,2,1,6,9,55,1,N,2
2,1,2,2,6,9,52,1,N,2
2,6,9,2,0,5,45,1,N,2
2,6,2,2,5,9,7,2,N,2
1,4,1,2,8,5,59,2,N,2
1,1,1,1,4,7,29,1,N,2
1,N,1,1,N,10,64,1,N,2
2,6,1,2,4,9,50,1,N,2
1,1,2,0,9,9,51,1,N,2
1,4,9,1,8,9,64,1,N,2
1,6,8,1,4,2,48,1,N,2
1,6,1,1,1,10,39,1,N,2
1,N,1,1,7,9,28,1,N,2
1,6,9,1,N,5,66,1,N,2
1,1,2,1,2,11,80,1,N,2
2,N,1,1,4,10,31,1,N,2
1,2,8,1,8,8,33,1,N,2
1,1,3,2,5,7,20,1,N,2
1,6,1,2,4,8,21,1,N,2
2,1,1,1,0,9,17,1,N,2
2,6,2,1,4,N,53,1,N,2
1,1,1,2,N,6,56,1,N,2
1,6,1,1,3,5,73,1,N,2
1,6,2,1,0,10,1,1,N,2
2,1,2,2,N,7,53,1,N,2
2,1,2,1,N,7,17,1,N,2
2,6,1,2,9,2,74,1,N,2
1,N,3,1,5,5,6,1,N,2
2,N,1,1,3,9,56,1,N,1
2,6,1,1,2,8,58,1,N,2
2,1,2,1,N,N,45,1,N,2
2,6,2,2,6,9,54,1,N,2
1,1,6,2,1,11,65,1,N,2
1,6,1,1,9,5,60,1,N,2
1,4,8,1,7,9,46,1,N,2
1,6,2,2,6,6,50,1,N,2
2,6,1,1,0,4,46,1,N,2
2,6,1,2,3,8,77,1,N,2
1,1,1,0,7,8,5,1,N,2
2,6,1,1,4,11,85,1,N,2
2,N,1,1,0,11,40,1,N,2
2,6,1,2,7,9,54,1,N,2
2,6,8,2,7,10,17,1,N,2
2,N,1,1,3,8,0,1,N,2
1,6,1,2,7,7,61,1,N,1
1,4,1,1,9,8,74,1,N,2
1,6,1,2,8,6,1,1,N,2
2,6,6,1,1,9,48,1,N,2
2,6,1,0,N,5,31,1,N,2
2,6,1,1,8,7,19,1,N,2
1,6,1,0,2,7,9,1,N,2
2,1,3,1,8,7,71,3,N,2
1,N,1,1,9,5,65,1,N,1
2,6,6,2,N,5,76,1,N,2
1,N,9,1,9,9,66,1,N,2
1,6,1,2,N,1,5,1,N,2
1,4,1,2,5,10,74,1,N,2
2,1,1,1,1,11,42,1,N,2
2,1,3,1,9,6,26,1,N,2
1,6,1,1,1,5,33,1,N,2
1,4,1,1,5,1,43,3,N,2
1,3,2,1,7,5,79,1,N,2
1,2,2,1,2,10,80,1,N,2
1,N,1,2,N,2,24,1,N,2
1,N,1,0,8,9,48,1,N,2
2,1,2,1,8,10,69,1,N,2
1,1,1,2,2,3,9,1,N,2
2,2,2,2,4,9,38,1,N,2
1,6,2,2,6,5,54,1,N,2
2,6,2,2,1,9,29,1,N,2
1,4,2,1,0,7,47,1,N,2
2,3,3,1,9,5,68,1,N,2
2,6,1,1,N,7,64,1,N,2
1,N,1,1,4,4,41,1,N,2
1,6,2,1,0,5,43,1,N,2
1,N,1,2,N,5,37,1,N,2
1,N,1,1,7,9,76,1,N,2
2,1,2,1,6,5,19,1,N,2
2,N,1,1,6,7,16,1,N,2
2,6,2,1,6,8,68,1,N,2
1,6,1,2,5,5,56,1,N,2
1,6,1,1,N,4,22,1,N,2
2,6,2,1,6,4,16,1,N,2
1,6,1,2,N,9,9,1,N,2
2,1,2,1,9,9,31,2,N,2
1,6,6,1,6,12,28,1,N,2
2,1,1,1,N,9,76,1,N,2
1,4,2,1,9,10,75,1,N,2
1,N,6,1,9,5,71,1,N,2
2,6,2,2,9,11,62,1,N,2
1,1,1,2,8,11,93,1,N,2
1,6,1,1,0,4,45,2,N,2
2,4,8,1,N,2,0,1,N,2
2,6,6,1,9,1,14,1,N,1
1,1,1,2,9,6,3,1,N,2
1,4,2,0,6,4,9,1,N,2
1,6,1,2,4,7,67,1,N,2
2,1,1,2,1,4,33,1,N,2
1,N,1,1,N,9,76,1,N,2
2,3,1,2,5,10,62,1,N,2
2,6,1,2,4,8,27,1,N,2
2,6,2,1,9,7,76,1,N,1
2,4,2,1,7,9,41,1,N,2
1,4,2,1,5,10,54,1,N,2
1,6,1,1,2,9,40,1,N,2
2,N,1,1,N,9,9,1,N,2
1,6,1,2,4,4,9,1,N,2
2,6,1,1,8,2,19,1,N,2
2,6,1,0,N,2,80,1,N,2
2,6,9,1,N,3,58,1,N,2
1,6,2,1,3,8,33,1,5,2
2,6,2,1,5,4,6,1,N,2
2,3,1,0,0,9,16,1,N,2
2,4,6,1,8,8,30,1,N,2
1,N,2,2,1,11,72,1,N,2
2,1,2,2,3,1,21,1,N,2
1,6,2,2,5,10,5,1,N,2
1,3,1,0,N,9,64,3,N,2
1,6,1,2,9,8,47,1,N,2
2,2,1,1,0,9,64,1,N,2
2,6,1,1,2,10,0,1,N,2
2,N,2,1,0,5,65,1,N,2
1,1,1,1,5,4,60,1,N,2
2,N,2,2,4,9,53,1,N,2
1,1,2,2,9,9,67,1,N,2
1,6,1,1,9,4,58,1,N,2
2,N,1,1,6,10,21,1,N,2
2,N,2,2,9,9,48,1,N,2
1,N,1,1,9,5,45,2,N,2
1,6,1,1,3,5,37,1,N,2
2,1,1,2,N,3,69,1,N,2
2,6,1,1,0,7,78,1,N,2
2,6,9,1,4,9,15,1,N,2
1,6,8,1,4,12,5,1,N,2
1,1,1,2,9,9,30,1,N,2
1,N,2,1,2,3,64,1,N,2
2,4,1,1,0,5,18,1,N,2
2,N,1,1,6,3,58,1,N,1
2,6,1,2,8,12,30,1,N,1
1,6,2,2,N,11,12,1,N,2
1,N,3,2,7,2,75,1,N,2
2,1,3,1,3,9,75,1,N,2
2,1,1,1,8,11,60,1,N,2
2,1,2,2,4,7,49,1,N,2
2,6,1,1,3,11,11,1,N,2
2,2,1,1,6,7,37,1,N,2
2,1,1,2,5,3,11,1,N,2
2,1,1,1,N,9,35,1,N,2
2,N,1,1,N,3,19,1,N,2
2,4,8,2,9,N,60,1,1,2
1,3,1,1,3,11,72,1,N,2
1,6,1,1,4,7,76,1,N,2
1,1,1,1,0,N,76,1,N,1
2,6,1,1,3,9,69,1,N,2
2,N,1,1,6,11,79,1,N,2
2,6,1,1,5,10,56,1,N,1
2,1,1,1,4,9,13,1,N,2
2,1,1,2,6,7,59,1,N,2
2,N,1,2,4,7,59,1,N,2
1,1,1,1,8,4,22,1,N,2
1,1,2,0,5,3,35,1,N,2
2,1,1,2,5,10,24,1,N,2
1,6,1,1,9,7,58,1,N,2
2,N,2,1,8,5,64,1,N,2
2,6,1,2,N,9,67,1,N,2
2,N,1,1,5,7,51,1,N,2
1,6,1,1,0,5,85,1,N,2
2,1,9,1,6,5,34,1,N,2
1,2,2,0,8,9,59,1,N,2
1,N,1,0,9,3,74,1,N,2
2,3,2,1,5,7,74,1,N,2
1,3,1,1,9,5,71,1,N,2
2,6,8,2,8,5,51,1,N,2
2,6,1,0,5,7,32,1,N,2
1,N,2,2,7,10,67,1,N,2
1,1,1,2,3,5,43,1,N,2
2,6,2,1,N,5,44,1,N,2
1,N,1,1,8,11,63,1,N,2
2,1,1,1,4,10,0,1,N,2
1,3,6,1,1,7,19,1,N,2
2,1,1,1,6,7,48,1,N,2
1,1,6,1,5,4,44,1,N,2
2,3,1,1,3,9,2,1,N,2
1,4,6,1,4,7,47,1,N,2
1,1,2,0,0,7,81,1,N,2
2,1,1,2,2,4,16,1,N,1
2,1,1,0,8,7,80,1,N,2
1,6,8,1,4,3,1,1,N,1
1,2,2,2,0,3,23,1,N,2
2,6,2,1,7,5,52,3,N,2
1,6,6,2,4,5,17,1,N,2
1,6,8,2,4,7,1,1,N,2
1,6,1,2,0,1,18,1,N,2
2,N,9,2,4,4,8,1,N,2
2,6,2,2,5,10,31,1,N,2
2,N,2,2,N,4,40,1,N,2
2,1,2,1,7,9,80,1,N,2
2,6,1,1,7,8,16,3,N,2
2,1,1,1,9,7,40,1,N,2
1,1,1,2,2,3,27,1,N,2
2,1,1,2,5,9,25,1,N,2
2,1,1,1,5,12,46,1,N,2
2,4,2,1,1,9,16,1,N,2
1,6,2,0,9,8,8,1,N,2
2,N,1,2,8,7,27,3,N,2
1,4,2,2,1,10,27,1,N,2
2,6,2,2,6,7,53,1,N,2
1,6,2,1,7,4,31,1,N,2
1,1,6,1,8,10,40,1,N,2
1,6,8,1,9,5,55,1,N,2
1,4,2,1,1,9,37,1,N,2
2,6,1,2,4,9,60,1,N,2
1,N,2,1,9,10,41,3,N,2
2,6,2,0,N,10,25,1,N,2
2,1,1,1,6,9,62,1,N,2
2,3,2,2,N,8,49,1,N,2
2,6,1,1,N,10,57,1,N,2
2,N,1,2,6,3,69,1,N,2
1,6,1,1,1,10,15,1,N,2
2,1,5,2,7,7,33,1,N,2
2,6,2,1,3,9,56,1,N,2
1,1,1,2,7,3,0,1,N,2
1,1,2,1,N,4,30,1,N,2
2,3,1,1,0,9,30,1,N,1
2,1,1,1,4,7,58,1,N,2
2,1,1,0,N,9,32,1,N,2
2,6,2,1,1,4,74,1,N,2
2,4,2,2,5,9,57,1,N,2
1,6,6,1,2,7,54,1,N,2
2,1,1,2,7,6,44,1,N,2
2,6,6,1,3,9,54,1,N,2
2,6,1,2,3,3,37,1,N,2
2,1,6,2,8,7,77,1,N,2
2,1,1,1,N,9,56,1,N,2
1,6,2,1,9,3,47,1,N,2
1,6,1,2,7,7,17,3,N,2
1,4,1,2,3,7,9,1,N,2
1,6,1,1,0,10,36,1,N,2
1,6,1,1,7,6,51,1,N,1
1,1,1,2,8,10,25,3,N,2
1,4,1,2,8,10,27,1,N,2
1,6,6,2,2,5,5,1,N,2
1,1,2,2,3,1,44,1,N,2
2,1,8,1,1,2,27,1,N,2
2,6,1,1,7,5,48,1,N,2
2,1,1,1,3,7,20,1,N,2
2,6,1,1,1,N,55,1,N,2
2,6,1,1,2,7,62,1,N,2
2,2,1,0,6,3,87,3,N,2
2,4,1,0,8,3,53,1,N,2
1,6,6,1,4,9,50,1,N,2
1,1,1,1,2,4,38,1,N,2
2,4,2,2,6,3,26,1,N,2
1,1,6,2,6,9,0,1,N,2
1,N,1,1,N,9,64,1,N,2
2,1,1,1,7,8,62,1,N,2
1,1,9,1,N,4,3,1,N,2
2,6,1,1,1,3,19,1,N,2
1,4,1,2,N,8,8,1,N,2
1,6,1,1,N,3,68,1,N,2
1,6,1,2,2,5,31,1,N,2
1,1,2,1,N,4,39,1,N,2
2,6,1,1,N,12,39,1,N,2
2,1,1,1,N,7,4,1,N,2
1,4,1,2,2,1,15,1,N,2
2,6,1,1,9,9,56,1,N,2
2,1,6,2,1,9,47,1,N,2
2,2,1,2,7,7,62,1,N,2
2,4,1,2,9,12,57,1,N,2
2,2,1,1,0,4,7,1,N,2
2,3,2,1,1,4,49,1,N,2
1,1,6,1,2,5,34,1,N,2
1,6,6,1,N,7,82,1,N,2
2,6,2,1,3,5,79,1,N,2
2,4,1,2,7,11,60,1,N,2
1,1,2,1,N,10,16,1,N,2
2,6,2,0,2,5,17,1,N,2
1,4,2,2,N,10,3,1,N,2
2,1,6,2,8,5,12,1,N,2
2,4,1,0,5,1,69,1,N,2
1,6,2,2,N,12,18,1,N,2
2,1,2,1,N,7,64,1,N,2
1,6,2,1,N,1,56,1,5,2
1,1,1,2,6,9,18,1,N,2
2,1,1,1,8,3,9,1,N,2
2,3,1,0,0,1,59,1,N,2
2,4,1,2,3,7,50,1,N,2
2,1,2,1,6,10,70,1,N,2
2,4,3,1,N,11,50,1,N,2
1,6,2,1,N,7,22,2,N,1
1,1,2,2,9,1,23,1,N,2
1,5,1,1,0,4,52,1,N,2
1,1,1,2,5,8,10,1,N,2
1,6,2,2,N,5,56,1,N,2
1,4,1,1,3,9,80,1,N,2
2,6,2,1,4,5,79,1,N,2
2,1,1,1,2,7,22,1,N,2
1,6,1,1,9,7,69,1,N,2
1,N,1,1,5,8,35,1,N,2
1,N,2,2,3,6,75,1,N,2
2,4,1,0,N,9,35,1,N,2
1,1,1,2,0,9,48,1,N,2
1,6,1,2,8,5,19,1,N,2
2,3,1,2,3,4,61,1,N,2
1,3,8,1,2,7,68,1,N,2
2,2,1,1,N,10,66,1,N,2
2,6,1,1,0,N,8,1,N,2
2,6,2,2,8,5,49,1,N,2
2,3,8,2,1,8,10,1,N,2
2,6,8,0,9,5,62,1,N,2
1,6,2,0,N,7,49,1,N,2
2,1,1,1,2,3,11,1,N,2
2,6,6,2,6,1,41,1,N,2
2,6,1,2,8,1,49,1,N,2
2,1,1,1,5,7,79,3,N,2
2,1,2,1,0,10,68,1,N,2
1,1,6,1,0,7,6,1,N,2
1,N,6,2,N,5,18,1,N,2
1,6,1,1,3,5,62,1,N,2
2,1,2,1,N,5,18,1,N,2
1,1,1,2,8,4,14,1,3,2
2,1,1,2,0,5,6,1,N,2
2,N,1,1,6,5,42,1,N,2
2,1,8,1,1,7,48,1,N,2
1,6,9,2,3,7,88,1,N,2
2,N,1,1,6,9,57,1,N,2
2,1,1,2,N,10,82,1,N,2
2,1,2,2,3,10,24,1,N,2
1,6,1,1,0,4,60,1,N,2
2,2,1,2,5,7,89,1,N,2
1,1,1,1,N,9,25,1,N,2
2,6,2,0,1,7,75,1,N,2
2,3,1,1,9,7,48,1,N,2
1,4,9,2,1,4,40,1,N,2
1,2,1,1,5,7,24,1,N,2
1,1,2,1,3,7,74,1,N,2
1,4,8,1,4,4,49,1,N,2
1,3,1,1,0,1,67,1,N,2
2,1,2,2,8,9,21,1,N,2
1,6,9,0,5,3,32,1,N,2
1,N,2,2,N,8,71,1,N,2
2,1,8,1,1,4,59,1,N,2
2,1,6,1,2,7,15,1,N,2
2,1,2,1,8,3,13,1,N,2
1,1,9,2,8,5,50,1,N,2
2,4,2,1,1,5,72,1,N,2
1,N,1,1,1,9,60,1,N,2
1,4,1,2,0,3,36,1,N,2
1,4,6,1,2,5,71,1,N,2
1,1,2,2,N,10,8,1,N,2
1,1,1,1,0,6,33,1,N,2
2,6,1,1,2,3,8,1,N,2
1,6,6,2,5,7,5,1,N,2
2,4,1,1,5,5,77,1,N,2
2,6,1,2,8,4,12,1,N,2
2,1,2,0,9,12,74,1,N,2
1,1,6,1,6,3,53,1,N,2
1,6,2,0,9,7,51,1,N,2
1,6,2,0,N,12,0,1,N,2
2,4,9,2,N,5,18,1,N,2
2,1,2,1,N,8,40,1,N,2
1,6,1,1,7,11,60,1,N,2
2,1,1,1,9,9,60,1,N,2
2,6,1,1,3,N,40,1,N,2
2,6,2,1,N,5,18,1,N,2
1,2,1,0,3,9,63,1,N,2
2,3,1,2,0,10,42,1,N,2
2,1,1,2,8,9,63,1,N,2
2,N,1,1,3,9,20,1,N,2
1,N,1,1,5,3,53,1,N,2
1,N,9,2,2,5,54,1,N,2
2,N,2,2,0,7,59,3,N,1
1,1,1,2,6,5,22,1,N,2
1,6,2,1,N,5,46,1,N,2
2,6,2,1,N,9,15,1,N,2
1,6,1,1,9,10,30,1,N,2
2,6,2,2,N,3,49,1,N,2
2,N,2,1,N,3,64,3,N,2
2,1,6,1,5,3,58,1,N,2
2,1,2,1,6,7,38,1,N,2
2,1,2,1,7,7,16,1,N,2
1,N,1,2,9,7,46,1,N,2
2,6,9,2,6,5,22,1,N,2
1,1,2,0,0,5,16,1,N,2
2,6,9,0,6,7,45,1,N,2
1,6,1,1,1,7,62,1,N,2
2,1,2,1,2,6,4,1,N,2
1,6,2,2,7,7,33,1,N,2
2,1,1,1,7,9,39,1,N,2
2,1,9,1,9,6,76,1,N,2
1,1,1,1,1,7,23,1,N,2
1,1,1,2,1,1,61,1,N,2
2,4,2,1,N,1,11,1,N,2
1,6,2,1,6,6,36,1,N,2
1,4,2,2,6,7,60,1,N,2
2,5,1,1,7,7,53,1,N,2
1,6,1,1,2,2,31,1,N,2
2,3,8,2,N,1,25,1,N,2
1,1,1,2,9,12,23,1,N,2
1,6,1,2,2,5,11,1,N,2
2,1,1,1,N,4,67,1,N,2
1,1,2,1,2,5,55,1,N,2
2,1,2,0,6,11,28,1,N,2
1,1,1,2,9,9,49,1,N,2
2,1,1,1,2,7,61,1,N,2
2,6,1,2,0,12,0,1,N,2
1,1,2,1,0,5,72,1,N,2
1,1,2,1,6,10,80,1,N,2
2,1,1,1,9,10,30,1,N,2
2,6,1,1,2,7,76,1,N,2
1,6,1,1,6,10,23,1,N,2
1,1,6,1,3,3,27,1,N,2
1,6,2,2,5,5,28,1,N,2
1,4,1,2,2,3,44,1,N,2
2,6,9,1,7,10,69,1,N,2
1,1,1,1,5,11,48,1,N,2
2,5,6,1,8,8,30,1,N,2
1,1,1,2,3,4,41,1,N,2
1,6,2,2,4,5,51,1,N,2
2,6,2,1,1,10,9,1,N,2
2,1,2,1,8,7,55,3,N,2
2,N,1,1,4,8,50,1,N,2
1,6,1,0,8,7,19,1,N,2
1,1,2,2,0,7,54,1,N,2
1,N,1,2,0,7,9,1,N,2
1,3,1,2,5,11,22,1,N,2
1,N,2,0,N,4,34,1,N,2
2,3,6,1,5,12,61,1,N,2
1,6,1,1,5,3,23,1,N,2
2,6,9,2,9,9,10,1,N,2
2,N,6,1,N,9,37,1,N,2
2,6,2,2,9,3,25,1,N,2
1,6,6,2,9,9,14,1,N,2
2,1,2,1,5,9,70,1,N,2
1,1,1,2,5,10,62,1,N,2
1,1,2,2,3,11,62,3,N,2
2,1,6,2,0,11,48,1,N,2
1,6,1,1,9,2,62,1,N,2
1,1,1,1,9,8,65,1,N,2
1,6,1,1,9,1,28,1,N,2
1,1,1,1,4,6,5,1,N,2
1,6,1,0,5,4,14,1,N,2
1,6,2,1,8,7,50,1,N,2
2,6,6,2,2,7,11,1,N,2
2,1,1,2,3,1,33,1,N,2
