,SEX,RAC1P,EDU,MSP,PINCP_DECILE,OWN_RENT,HOUSING_TYPE
869,1,3,5,4,5,1,2
870,1,1,5,1,7,1,1
871,1,1,9,1,3,1,1
872,1,1,9,2,5,1,1
873,1,1,3,2,6,1,2
874,1,1,3,2,2,0,1
875,1,1,9,3,3,0,1
876,1,2,6,6,1,1,2
877,2,1,5,2,5,1,2
878,2,1,8,5,2,2,1
879,2,6,7,2,2,2,2
880,2,1,8,6,6,2,2
881,2,1,7,4,6,1,1
882,2,6,9,5,2,0,1
883,2,1,5,5,8,1,2
884,2,2,5,4,2,2,2
885,2,1,4,1,2,1,2
886,1,1,5,4,3,0,2
887,1,1,9,1,4,1,1
888,2,3,3,4,1,1,2
889,1,1,5,6,4,0,1
890,2,1,7,1,2,1,2
891,1,1,5,1,2,2,2
892,2,8,6,6,5,1,1
893,1,2,2,3,0,1,1
894,2,1,7,1,3,1,1
895,1,1,6,5,6,1,2
896,1,7,9,3,4,0,1
897,2,2,6,4,5,1,2
898,2,2,5,1,3,1,1
899,2,1,5,1,0,2,2
900,1,1,5,4,5,2,2
901,1,5,4,1,2,1,2
902,1,6,9,3,9,1,1
903,2,2,5,2,2,1,1
904,2,5,3,2,2,0,2
905,2,1,9,1,1,1,1
906,1,1,5,1,0,0,2
907,1,1,9,4,5,0,1
908,1,5,9,5,3,1,1
909,2,1,4,3,6,2,2
910,1,1,2,5,8,1,1
911,2,1,9,3,1,0,1
912,2,1,6,6,6,1,2
913,1,1,5,6,3,2,2
914,2,1,4,2,2,1,2
915,1,5,8,3,0,2,2
916,2,2,7,3,2,1,1
917,1,2,5,6,1,2,2
918,1,1,10,3,3,2,2
919,2,1,9,4,2,1,1
920,2,1,5,2,5,1,2
921,2,1,1,1,1,1,2
922,2,2,7,5,5,2,2
923,1,2,3,5,3,2,2
924,2,1,9,4,1,0,1
925,2,8,6,2,3,1,1
926,1,2,2,1,0,1,1
927,1,1,9,3,0,0,1
928,1,1,8,5,2,1,1
929,2,1,7,1,4,1,1
930,1,1,6,2,4,0,3
931,2,1,8,1,1,1,2
932,2,8,9,1,4,1,1
933,1,6,3,4,5,1,2
934,2,1,5,2,7,1,2
935,2,1,8,5,0,2,2
936,2,2,4,1,4,2,2
937,2,1,9,1,3,1,1
938,2,1,3,6,2,1,2
939,2,7,9,2,2,2,1
940,2,1,9,3,0,1,1
941,2,1,4,2,2,2,1
942,1,2,5,6,5,2,2
943,1,1,5,2,6,1,2
944,1,8,3,4,0,1,1
945,1,1,10,1,5,0,3
946,2,7,3,5,1,1,1
947,1,6,3,5,5,2,2
948,1,3,4,2,4,1,2
949,1,1,3,5,3,1,2
950,1,1,9,3,2,0,1
951,1,1,8,2,1,1,1
952,2,6,5,3,4,2,2
953,1,1,9,4,2,1,1
954,2,1,9,1,2,1,1
955,2,1,2,3,0,0,1
956,1,4,10,6,3,2,2
957,2,1,9,6,0,0,1
958,1,9,9,5,3,0,3
959,1,1,5,3,4,2,2
960,1,3,3,3,5,1,2
961,2,1,5,1,6,1,1
962,2,2,7,2,1,1,1
963,2,1,5,3,3,1,2
964,1,7,6,2,0,2,1
965,1,1,7,4,4,2,1
966,2,2,7,2,3,2,2
967,1,2,3,1,5,0,3
968,2,1,5,2,8,0,3
969,2,1,7,4,2,2,2
970,1,1,3,3,8,1,1
971,2,5,7,3,0,1,1
972,2,1,8,5,0,1,1
973,1,1,5,4,5,0,3
974,1,1,3,3,2,1,1
975,2,1,2,1,1,0,1
976,1,1,5,5,6,1,2
977,1,1,4,5,8,1,2
978,2,1,5,1,2,1,2
979,2,1,3,1,1,0,1
980,1,1,11,2,1,1,1
981,1,2,5,2,3,1,2
982,2,1,9,6,4,0,1
983,2,8,7,3,1,1,2
984,2,1,4,2,3,0,1
985,1,7,7,1,2,2,3
986,2,2,2,3,2,1,1
987,2,1,4,1,2,1,1
988,2,1,7,1,2,0,2
989,2,1,9,3,4,1,1
990,1,5,3,4,6,1,2
991,2,1,2,3,7,0,1
992,2,1,8,5,3,1,2
993,2,1,7,1,5,2,2
994,2,9,9,3,6,1,1
995,1,1,5,3,3,1,1
996,2,7,3,3,7,1,2
997,2,1,5,1,0,1,1
998,1,1,5,1,5,1,1
999,1,1,9,4,0,1,1
1000,2,2,3,3,5,1,2
1001,1,2,5,1,0,1,2
1002,1,1,7,4,2,1,1
1003,1,1,3,5,2,2,2
1004,2,1,4,6,5,1,2
1005,2,1,4,2,2,1,1
1006,2,1,4,5,6,2,2
1007,1,1,3,4,1,2,2
1008,2,1,2,3,3,2,2
1009,1,1,6,5,0,1,2
1010,1,1,4,5,3,2,2
1011,1,4,7,3,1,0,3
1012,2,2,4,4,2,1,2
1013,1,8,4,1,2,1,1
1014,2,1,3,1,4,1,1
1015,2,3,5,5,4,2,2
1016,1,1,9,3,4,1,2
1017,1,1,9,4,2,0,1
1018,1,1,9,5,5,0,1
1019,2,1,5,2,0,1,3
1020,2,1,5,5,6,2,2
1021,1,1,5,3,3,2,2
1022,2,5,2,3,3,0,2
1023,1,1,2,1,3,0,1
1024,1,1,5,2,1,2,1
1025,2,1,2,1,2,1,1
1026,2,1,9,6,3,2,2
1027,1,1,6,3,1,1,2
1028,2,1,8,3,1,1,1
1029,1,1,9,5,2,0,1
1030,1,1,9,6,5,0,1
1031,2,2,7,5,4,2,2
1032,1,1,9,3,3,1,1
1033,2,8,12,2,4,1,2
1034,2,1,5,4,2,1,1
1035,2,2,4,2,5,1,2
1036,1,1,8,5,2,1,1
1037,2,9,9,1,4,1,1
1038,1,2,10,1,3,1,3
1039,2,5,2,6,2,1,1
1040,2,1,5,1,1,2,2
1041,2,1,2,3,1,1,1
1042,2,1,7,5,3,1,2
1043,1,1,7,1,3,1,1
1044,2,1,3,4,2,1,1
1045,2,1,5,5,0,2,2
1046,1,2,7,3,5,2,2
1047,1,1,2,5,3,0,1
1048,1,1,5,6,0,2,2
1049,1,1,3,1,2,0,1
1050,1,2,2,3,4,1,2
1051,2,8,7,3,2,1,1
1052,1,1,11,1,4,1,1
1053,1,1,1,5,4,1,2
1054,1,1,8,4,6,0,2
1055,1,1,5,6,4,0,1
1056,1,1,3,5,0,2,2
1057,2,7,8,2,8,1,2
1058,2,6,5,5,2,2,2
1059,1,1,9,2,4,2,1
1060,2,1,9,4,7,0,1
1061,2,1,4,2,2,2,1
1062,2,1,11,1,3,1,2
1063,1,1,2,1,8,0,1
1064,2,1,3,5,0,2,2
1065,2,1,8,5,4,2,2
1066,1,2,5,3,5,0,2
1067,1,5,3,1,1,1,1
1068,2,1,9,4,0,0,1
1069,2,1,8,3,5,2,2
1070,2,1,7,4,8,1,2
1071,2,5,7,1,2,0,1
1072,1,2,5,3,5,1,1
1073,2,1,8,4,3,0,2
1074,1,1,5,2,5,0,2
1075,1,5,4,1,1,1,1
1076,2,1,2,5,6,1,2
1077,2,6,9,4,0,1,1
1078,2,1,9,4,3,0,1
1079,1,1,4,3,3,0,2
1080,1,1,5,1,0,1,1
1081,2,1,9,4,4,0,1
1082,2,4,4,4,4,1,2
1083,1,1,2,1,1,0,1
1084,1,1,7,3,5,2,2
1085,1,1,8,5,6,2,2
1086,2,2,5,1,0,1,2
1087,1,2,2,1,0,1,1
1088,2,1,4,1,0,1,1
1089,1,3,5,5,1,0,3
1090,2,1,5,5,3,1,2
1091,1,1,4,1,2,0,1
1092,1,1,3,5,1,0,1
1093,2,1,5,6,4,2,2
1094,2,1,6,1,2,1,2
1095,1,1,9,3,2,0,1
1096,1,1,9,2,9,1,1
1097,1,1,5,1,1,0,1
1098,1,1,4,5,4,1,2
1099,1,1,10,5,4,2,2
1100,2,1,3,2,1,1,2
1101,1,1,6,3,1,2,2
1102,1,9,9,3,2,0,1
1103,1,9,9,3,0,1,1
1104,2,6,6,5,5,1,2
1105,1,1,5,3,1,2,3
1106,1,1,4,3,6,1,2
1107,1,1,7,5,0,2,2
1108,2,1,5,4,5,1,2
1109,1,9,7,1,8,1,1
1110,2,1,3,5,6,2,2
1111,2,1,3,4,6,1,2
1112,1,1,5,6,2,1,1
1113,1,1,8,3,0,2,2
1114,1,1,7,2,3,1,2
1115,2,1,4,6,2,1,2
1116,2,1,6,5,2,1,1
1117,1,1,10,1,4,1,1
1118,2,1,9,3,8,0,1
1119,2,5,3,4,2,1,2
1120,2,1,6,2,2,1,1
1121,1,5,5,5,3,1,1
1122,1,1,10,1,0,0,3
1123,2,1,10,2,3,1,2
1124,2,1,3,4,5,0,3
1125,2,1,5,1,5,0,3
1126,2,1,5,6,4,0,1
1127,2,1,9,5,3,2,2
1128,2,1,5,3,2,2,1
1129,1,1,9,4,2,1,1
1130,2,1,5,6,2,2,2
1131,1,1,4,6,2,0,2
1132,1,1,9,6,3,1,1
1133,2,1,5,5,3,1,2
1134,1,1,9,3,8,1,1
1135,1,3,4,5,6,1,2
1136,2,1,7,4,0,2,3
1137,1,1,9,3,5,0,1
1138,1,2,2,4,1,1,1
1139,1,1,5,6,8,1,1
1140,2,1,5,4,6,1,2
1141,2,1,2,4,8,1,1
1142,2,7,7,2,3,1,2
1143,2,2,3,5,2,1,1
1144,1,1,3,1,1,0,1
1145,1,7,5,1,3,1,1
1146,1,1,9,5,0,0,1
1147,1,2,5,2,2,1,1
1148,1,1,5,2,1,2,2
1149,1,1,9,4,1,0,3
1150,2,1,5,1,4,2,2
1151,1,1,9,4,1,0,1
1152,2,1,5,5,2,2,2
1153,1,8,5,3,0,1,1
1154,2,1,6,6,5,1,1
1155,2,6,9,3,0,0,1
1156,1,1,4,1,2,1,1
1157,2,1,5,4,6,1,2
1158,2,1,5,5,4,2,2
1159,2,7,4,6,3,1,2
1160,2,1,12,5,0,2,2
1161,1,1,4,1,1,1,1
1162,1,1,4,5,1,1,1
1163,2,1,6,6,1,2,2
1164,2,2,3,4,3,1,2
1165,2,1,6,1,3,2,2
1166,1,1,9,4,3,0,1
1167,2,1,3,5,0,2,2
1168,1,6,9,3,0,0,1
1169,2,6,9,3,3,1,1
1170,1,8,5,5,1,2,2
1171,2,1,6,6,1,2,2
1172,1,2,3,5,3,2,2
1173,1,2,5,3,1,1,1
1174,1,5,4,1,2,1,2
1175,2,1,5,5,5,1,2
1176,2,2,4,6,1,2,2
1177,2,2,6,4,3,1,1
1178,1,2,7,1,1,1,3
1179,2,1,5,3,1,2,2
1180,2,1,3,5,4,1,2
1181,2,1,7,3,2,2,3
1182,1,1,9,4,0,0,1
1183,2,6,5,1,2,1,2
1184,2,1,5,6,3,1,2
1185,2,1,1,4,8,1,2
1186,2,4,3,1,8,1,1
1187,2,2,5,6,2,1,2
1188,1,1,9,6,1,1,1
1189,1,2,12,6,2,2,2
1190,2,1,9,3,1,0,1
1191,1,1,4,1,2,0,1
1192,1,1,3,5,6,2,2
1193,2,1,7,1,4,0,1
1194,2,1,7,2,3,1,1
1195,1,1,7,5,1,2,2
1196,1,1,9,1,3,1,1
1197,1,5,7,4,1,2,2
1198,2,5,7,2,1,1,1
1199,2,1,2,4,2,0,2
1200,1,1,9,3,6,1,1
1201,2,1,2,1,2,1,1
1202,1,2,8,4,2,2,2
1203,1,2,4,2,2,2,2
1204,2,2,9,6,6,1,2
1205,1,1,9,3,1,1,1
1206,2,1,9,5,5,1,1
1207,1,1,9,5,3,2,2
1208,1,3,5,4,2,2,2
1209,2,6,1,4,8,1,2
1210,1,1,9,1,6,1,1
1211,1,1,7,2,4,1,2
1212,2,1,5,6,1,0,1
1213,1,1,4,4,2,0,3
1214,1,6,6,3,6,1,2
1215,2,1,5,2,0,2,2
1216,2,2,8,2,1,1,2
1217,1,1,9,4,2,1,1
1218,2,6,3,5,4,2,2
1219,2,1,3,1,3,2,2
1220,1,1,2,6,0,1,1
1221,2,1,7,6,3,1,1
1222,1,1,10,6,5,1,2
1223,2,1,5,3,3,2,2
1224,2,1,7,1,4,2,2
1225,2,4,9,5,3,0,1
1226,1,2,3,5,5,1,2
1227,2,2,8,3,2,1,1
1228,1,1,2,5,1,2,2
1229,2,2,8,3,7,1,1
1230,2,1,8,5,4,1,1
1231,1,1,8,1,1,1,1
1232,1,8,3,2,1,1,1
1233,1,1,7,4,3,0,3
1234,1,1,7,1,4,2,2
1235,2,1,2,1,2,0,1
1236,2,1,5,5,6,1,3
1237,1,1,3,1,6,1,1
1238,1,1,5,3,2,1,2
1239,2,8,10,1,1,2,2
1240,1,1,4,4,2,1,2
1241,1,1,5,3,5,2,2
1242,1,2,7,1,1,1,1
1243,2,2,3,1,2,0,1
1244,1,1,4,6,5,0,1
1245,2,4,7,3,2,2,2
1246,2,1,4,3,0,1,1
1247,2,1,7,6,6,1,2
1248,1,8,9,3,1,2,3
1249,1,1,6,4,4,0,1
1250,2,1,2,4,5,1,1
1251,1,1,4,5,3,2,2
1252,1,1,9,1,4,1,3
1253,1,1,9,1,1,1,1
1254,1,1,9,3,0,1,1
1255,2,1,5,1,7,0,1
1256,2,1,5,5,3,2,2
1257,2,2,3,3,3,2,2
1258,2,5,2,5,3,1,1
1259,1,6,9,1,1,1,1
1260,1,1,7,2,4,0,1
1261,2,1,9,4,1,0,1
1262,2,1,4,4,7,1,1
1263,2,1,3,1,5,1,1
1264,2,1,10,5,3,1,1
1265,2,6,5,4,0,2,2
1266,2,1,5,4,7,1,2
1267,1,1,2,4,0,2,2
1268,2,1,9,3,6,2,2
1269,1,5,4,6,5,1,2
1270,2,1,3,4,2,1,1
1271,2,1,1,5,0,2,2
1272,2,1,9,3,2,0,1
1273,1,1,3,5,6,1,2
1274,2,1,9,1,2,1,1
1275,1,1,8,5,5,0,1
1276,2,1,3,1,2,0,1
1277,2,1,6,1,2,1,1
1278,2,1,6,4,2,0,1
1279,1,1,11,4,2,0,2
1280,1,1,9,3,2,0,1
1281,2,1,9,1,3,1,1
1282,1,1,5,1,3,2,1
1283,2,1,3,1,1,2,2
1284,1,7,9,2,2,2,2
1285,2,8,10,1,0,1,2
1286,2,2,4,5,0,2,2
1287,1,1,3,5,1,2,2
1288,2,1,3,2,3,2,2
1289,1,2,4,2,2,1,2
1290,2,1,3,1,6,0,1
1291,2,1,9,3,4,0,1
1292,2,1,2,5,6,1,2
1293,1,8,5,2,1,2,1
1294,2,3,8,5,3,0,1
1295,1,2,2,3,7,1,1
1296,1,1,2,3,2,0,1
1297,1,3,3,2,7,1,2
1298,2,1,10,1,3,2,2
1299,1,5,4,4,2,2,2
1300,1,1,6,1,1,2,2
1301,2,1,9,5,3,0,1
1302,1,9,4,5,6,1,1
1303,2,2,8,1,0,0,1
1304,2,2,8,5,4,2,2
1305,1,1,7,5,4,1,3
1306,1,1,8,4,1,1,2
1307,2,1,9,3,2,0,3
1308,2,8,5,3,0,2,3
1309,2,8,9,4,4,2,1
1310,2,1,7,5,2,2,2
1311,2,1,6,3,2,1,1
1312,2,1,10,4,3,0,2
1313,1,7,4,1,1,1,3
1314,1,1,3,4,5,1,2
1315,1,1,3,5,5,0,3
1316,2,1,9,6,5,1,2
1317,1,1,2,5,4,0,3
1318,2,1,3,1,2,0,1
1319,2,1,9,1,1,1,1
1320,2,1,3,1,1,1,3
1321,1,1,4,3,1,1,1
1322,1,1,9,4,1,0,1
1323,2,8,4,1,0,2,3
1324,2,1,6,4,4,1,2
1325,2,1,7,1,4,2,2
1326,1,1,2,1,1,1,1
1327,2,1,8,5,4,1,2
1328,2,1,3,6,3,2,2
1329,1,1,7,5,5,1,2
1330,2,1,2,1,1,0,1
1331,1,1,3,4,6,0,2
1332,2,1,12,2,1,1,3
1333,1,1,5,2,6,2,2
1334,1,1,3,6,1,2,2
1335,2,1,2,2,6,1,2
1336,2,1,7,5,6,1,2
1337,1,5,7,4,4,1,1
1338,1,1,5,4,5,0,3
1339,1,2,5,6,2,2,2
1340,1,1,7,6,3,1,1
1341,1,1,3,3,5,2,2
1342,1,1,6,3,4,1,1
1343,2,1,9,1,1,1,1
1344,2,1,6,2,6,2,2
1345,2,1,9,4,2,0,1
1346,1,1,3,5,6,1,2
1347,1,2,2,5,6,1,2
1348,1,1,7,3,2,2,2
1349,2,4,1,5,3,0,2
1350,1,1,5,4,3,1,2
1351,2,5,6,6,2,0,2
1352,2,1,7,6,1,0,1
1353,2,2,3,3,7,1,2
1354,1,1,10,2,4,1,1
1355,1,1,5,3,2,1,1
1356,1,6,4,6,4,2,2
1357,2,2,8,5,7,1,2
1358,1,3,7,3,2,1,2
1359,2,2,2,3,1,2,2
1360,2,1,5,6,6,2,2
1361,1,1,5,4,3,2,3
1362,2,2,7,6,3,1,2
1363,1,1,5,1,3,1,1
1364,1,2,11,1,4,1,2
1365,2,1,7,3,2,1,1
1366,1,1,2,4,6,2,2
1367,2,6,9,5,3,0,1
1368,2,1,5,3,4,2,2
1369,2,2,12,4,3,2,2
1370,2,2,6,4,5,1,1
1371,2,1,5,6,4,0,3
1372,2,1,3,5,5,1,1
1373,1,1,9,6,4,2,2
1374,2,1,5,6,6,2,2
1375,1,1,9,3,2,0,3
1376,2,1,5,3,2,0,3
1377,1,1,3,5,1,1,2
1378,2,1,5,6,1,0,1
1379,1,2,8,6,6,2,2
1380,2,1,7,2,8,1,1
1381,2,1,3,5,8,0,2
1382,1,1,4,6,1,1,1
1383,1,1,4,2,4,1,2
1384,2,1,12,1,1,1,1
1385,1,6,9,1,2,1,1
1386,2,7,8,2,0,1,1
1387,2,4,9,6,1,2,2
1388,1,1,7,1,2,1,1
1389,1,1,7,2,2,2,2
1390,1,1,4,1,0,0,1
1391,1,1,6,6,6,1,2
1392,1,2,3,3,5,1,2
1393,2,1,5,2,2,1,2
1394,1,1,2,1,2,0,1
1395,2,1,9,3,4,0,3
1396,2,2,5,1,0,2,2
1397,1,1,3,4,1,0,2
1398,2,1,7,4,4,1,2
1399,1,1,9,6,4,0,1
1400,2,1,7,2,2,2,2
1401,1,1,3,1,0,1,1
1402,1,2,9,3,0,0,2
1403,1,1,9,5,4,1,1
1404,1,8,8,6,0,2,2
1405,1,1,5,1,2,2,3
1406,2,1,7,4,0,1,2
1407,1,1,7,1,4,1,1
1408,2,1,8,6,3,2,2
1409,2,6,5,6,7,1,2
1410,1,6,9,4,1,0,1
1411,2,4,9,5,4,0,1
1412,1,6,6,2,5,0,3
1413,2,7,4,1,2,2,3
1414,1,1,4,2,2,1,2
1415,1,6,4,4,0,2,2
1416,1,1,9,5,3,1,1
1417,2,5,8,3,3,2,2
1418,2,1,6,6,2,0,1
1419,2,1,3,3,4,1,2
1420,1,2,5,1,5,1,1
1421,1,1,7,5,2,2,2
1422,2,6,3,6,0,2,2
1423,1,1,5,5,9,1,1
1424,1,1,5,3,3,1,1
1425,1,5,7,4,3,2,2
1426,2,1,7,5,0,2,2
1427,2,1,9,1,5,1,1
1428,1,1,2,4,2,0,2
1429,1,1,2,1,2,0,1
1430,1,1,9,1,4,1,3
1431,1,1,2,6,7,1,1
1432,2,1,5,6,3,0,1
1433,2,1,6,2,0,2,1
1434,1,5,10,6,0,2,2
1435,1,2,4,4,6,1,2
1436,2,1,5,1,1,2,2
1437,2,1,4,6,1,0,1
1438,2,1,2,1,0,0,1
1439,2,1,6,4,5,1,1
1440,1,1,6,6,0,0,1
1441,1,5,8,5,2,1,2
1442,2,1,3,1,1,0,1
1443,2,2,11,3,4,1,1
1444,2,1,10,6,0,1,1
1445,1,1,1,1,4,2,2
1446,1,1,4,2,6,1,2
1447,2,9,1,5,5,1,2
1448,2,1,3,2,5,1,1
1449,2,7,5,1,2,2,3
1450,2,1,9,4,2,0,1
1451,2,1,9,4,1,0,1
1452,2,2,5,3,1,0,1
1453,1,1,9,2,4,1,2
1454,2,1,4,3,4,0,2
1455,1,1,5,6,4,2,2
1456,1,5,10,3,3,2,1
1457,1,1,5,2,0,1,1
1458,2,1,5,1,2,1,1
1459,2,1,3,4,5,1,1
1460,1,1,3,3,4,1,1
1461,1,1,6,6,6,1,2
1462,2,2,8,1,5,0,3
1463,1,2,7,3,4,1,2
1464,2,5,3,1,0,1,1
1465,1,1,9,4,2,1,1
1466,2,9,9,6,3,0,1
1467,2,7,9,4,4,1,1
1468,1,1,6,1,3,0,1
1469,1,1,3,6,4,2,2
1470,2,2,10,2,5,1,2
1471,1,1,9,4,6,1,1
1472,2,1,7,2,2,1,2
1473,2,5,8,5,0,0,1
1474,2,6,7,4,1,1,2
1475,2,1,5,1,2,2,1
1476,1,8,5,1,3,2,2
1477,1,7,9,3,0,1,1
1478,1,1,4,6,3,0,1
1479,1,8,5,1,2,1,2
1480,1,7,2,1,2,1,1
1481,2,7,11,1,5,2,3
1482,2,1,1,4,6,1,2
1483,2,7,3,5,5,0,2
1484,1,6,4,1,2,1,2
1485,1,2,6,4,2,2,2
1486,1,1,7,1,4,1,1
1487,1,1,7,3,3,2,3
1488,1,1,3,3,0,1,1
1489,2,1,9,3,3,0,2
1490,2,1,5,2,1,1,1
1491,2,1,3,1,2,1,1
1492,1,8,2,1,0,1,1
1493,1,2,2,1,4,0,1
1494,2,1,9,4,2,0,1
1495,1,1,7,2,6,1,1
1496,2,1,3,3,5,1,1
1497,1,2,5,4,3,1,1
1498,1,2,6,6,5,1,2
1499,1,1,7,5,5,2,2
1500,1,9,9,5,0,1,1
1501,2,1,6,3,6,1,2
1502,1,1,9,4,0,1,1
1503,2,2,1,3,1,1,2
1504,1,1,6,5,3,2,2
1505,2,1,3,1,3,0,1
1506,2,1,5,1,3,2,2
1507,1,1,4,2,1,2,1
1508,2,9,9,4,2,0,1
1509,1,9,9,2,2,1,1
1510,2,7,5,1,1,1,1
1511,1,1,2,4,4,1,1
1512,1,1,7,4,6,1,2
1513,1,1,9,3,1,0,1
1514,1,1,3,6,1,1,1
1515,2,1,2,4,5,0,3
1516,2,2,6,5,6,1,2
1517,1,1,3,5,6,1,2
1518,1,2,2,6,4,0,2
1519,1,1,5,1,2,1,2
1520,2,1,4,2,3,2,2
1521,1,1,9,3,5,0,1
1522,2,1,9,6,3,0,1
1523,1,1,7,1,0,1,1
1524,1,1,5,6,3,1,1
1525,1,1,2,1,3,0,1
1526,1,1,4,6,3,2,2
1527,2,6,5,4,5,2,2
1528,2,1,4,6,3,2,2
1529,2,1,8,6,0,2,2
1530,1,1,9,4,2,0,1
1531,1,1,9,5,3,1,2
1532,1,9,3,6,2,1,2
1533,1,9,9,1,2,1,1
1534,2,1,9,3,4,0,1
1535,1,1,4,5,5,2,2
1536,1,1,2,3,6,1,2
1537,1,5,4,1,1,2,2
1538,1,2,6,2,2,2,2
1539,1,1,5,5,5,2,2
1540,2,1,7,5,4,1,1
1541,1,1,3,5,8,1,1
1542,1,1,6,1,1,1,2
1543,1,1,7,6,5,0,2
1544,2,2,5,1,2,2,2
1545,2,9,9,6,4,0,1
1546,1,1,10,3,3,2,1
1547,2,8,7,1,2,1,2
1548,2,1,3,4,6,1,2
1549,2,6,2,1,5,1,2
1550,1,1,9,1,3,1,1
1551,2,1,4,6,3,2,2
1552,1,2,2,1,3,1,1
1553,1,8,4,4,2,1,1
1554,1,1,5,1,3,1,1
1555,2,1,8,3,2,1,1
1556,1,3,11,2,5,0,3
1557,1,2,8,1,6,1,2
1558,1,1,9,5,2,0,1
1559,1,2,5,1,1,1,1
1560,2,1,8,4,0,1,1
1561,2,1,7,1,3,1,1
1562,2,2,5,1,1,0,1
1563,2,6,2,4,0,2,2
1564,1,1,9,1,1,1,1
1565,1,1,9,1,0,1,1
1566,1,6,9,3,4,0,1
1567,1,1,10,1,3,2,2
1568,2,8,5,5,1,2,2
1569,2,2,4,6,1,0,1
1570,1,1,6,2,3,2,1
1571,1,1,5,3,1,2,2
1572,1,1,9,1,1,1,1
1573,2,1,3,6,1,1,1
1574,1,1,7,1,4,0,2
1575,1,1,3,5,6,0,3
1576,2,2,2,4,5,0,3
1577,2,8,9,3,4,0,1
1578,1,8,2,5,5,1,2
1579,2,7,5,4,2,1,2
1580,1,1,5,6,4,2,2
1581,2,8,1,4,6,1,2
1582,2,1,3,5,6,1,2
1583,1,1,5,2,6,1,1
1584,2,2,5,5,6,0,2
1585,1,7,9,4,5,2,1
1586,2,1,3,6,0,0,1
1587,1,1,9,6,5,2,2
1588,2,1,2,1,2,1,1
1589,1,2,6,1,0,1,2
1590,2,1,5,4,2,2,2
1591,1,8,2,6,4,1,1
1592,2,1,8,6,4,2,2
1593,2,2,5,5,5,0,3
1594,2,3,8,3,6,1,2
1595,1,1,3,1,9,1,1
1596,2,1,4,6,7,1,1
1597,2,1,3,1,1,1,1
1598,1,2,6,4,0,1,1
1599,2,1,6,1,2,1,1
1600,2,1,5,3,2,1,1
1601,2,2,8,2,2,1,2
1602,1,1,5,4,3,2,2
1603,1,9,9,4,1,0,1
1604,1,7,9,3,5,0,1
1605,2,6,7,2,0,1,1
1606,1,5,4,4,1,1,1
1607,2,1,5,2,1,2,2
1608,1,2,6,3,1,1,3
1609,2,1,3,1,1,1,2
1610,1,1,5,6,3,2,2
1611,1,2,2,1,0,0,1
1612,2,2,5,1,5,1,1
1613,1,1,5,5,6,2,2
1614,2,1,5,1,6,1,1
1615,1,1,7,5,3,2,2
1616,1,1,7,4,4,2,3
1617,2,2,9,6,5,2,2
1618,1,1,9,3,2,0,1
1619,2,1,9,6,5,1,1
1620,2,1,7,3,1,1,2
1621,2,5,4,5,1,2,2
1622,2,1,1,1,5,1,2
1623,1,2,8,6,4,0,2
1624,2,1,3,3,1,1,2
1625,1,1,5,6,5,2,2
1626,2,1,7,1,0,1,2
1627,2,3,7,1,0,0,1
1628,1,2,1,3,1,1,2
1629,1,6,9,3,1,0,1
1630,2,2,5,2,1,2,1
1631,1,1,6,3,1,0,2
1632,1,1,5,4,2,1,1
1633,2,1,7,4,6,1,2
1634,2,1,6,2,4,1,2
1635,2,7,7,1,6,0,2
1636,1,1,5,2,1,2,2
1637,2,1,9,3,2,0,1
1638,2,1,11,5,3,2,2
1639,2,2,7,5,5,2,2
1640,1,9,9,1,4,1,1
1641,1,1,4,3,3,1,1
1642,2,1,3,3,1,0,2
1643,1,1,3,4,6,1,1
1644,1,6,5,6,2,2,2
1645,1,1,3,5,6,1,1
1646,1,1,4,6,1,1,2
1647,2,1,9,1,5,1,1
1648,1,8,5,3,0,1,1
1649,1,9,9,4,3,0,3
1650,2,1,2,1,1,0,1
1651,1,1,5,1,6,1,1
1652,2,1,3,5,3,1,2
1653,1,1,9,1,5,1,1
1654,2,2,4,6,3,1,1
1655,2,1,3,1,4,1,2
1656,2,3,5,1,1,0,1
1657,2,1,3,3,6,1,2
1658,2,1,1,6,9,0,2
1659,1,1,7,1,2,1,1
1660,1,1,4,6,5,1,2
1661,2,1,5,4,5,1,1
1662,2,1,8,3,3,1,1
1663,2,4,5,4,3,2,2
1664,1,1,2,3,1,0,1
1665,1,1,9,1,2,1,1
1666,2,1,5,5,3,1,1
1667,1,1,7,1,0,1,1
1668,2,1,5,5,1,2,2
1669,1,1,7,6,2,1,1
1670,1,7,4,4,0,1,1
1671,1,2,10,1,2,2,2
1672,1,1,7,2,0,1,3
1673,1,2,6,2,6,1,2
1674,2,6,7,3,4,2,2
1675,1,1,5,1,1,2,2
1676,1,1,9,1,3,1,1
1677,1,1,9,6,2,0,1
1678,2,9,9,3,4,0,1
1679,2,2,7,6,5,2,2
1680,2,1,2,1,2,0,1
1681,1,1,7,4,3,2,1
1682,1,1,7,5,5,1,2
1683,1,2,5,3,2,1,1
1684,2,1,2,3,3,1,1
1685,2,1,6,6,0,1,2
1686,1,5,5,5,5,2,2
1687,2,2,5,2,1,1,2
1688,1,1,8,4,3,2,1
1689,2,2,9,3,3,2,2
1690,2,1,9,5,9,1,2
1691,2,1,2,5,1,2,2
1692,2,1,9,1,8,1,1
1693,2,1,9,4,1,1,1
1694,1,6,4,6,5,1,2
1695,2,4,2,5,5,1,2
1696,1,8,9,6,0,0,1
