,SEX,RAC1P,EDU,MSP,HOUSING_TYPE,PINCP_DECILE,OWN_RENT
869,1,1,6,1,2,0,2
870,1,1,7,5,2,1,2
871,1,1,7,1,3,3,2
872,2,2,7,1,3,0,1
873,2,1,6,3,2,2,1
874,2,2,8,6,1,6,1
875,1,1,4,4,3,0,1
876,2,6,5,4,1,5,0
877,2,1,6,6,2,6,0
878,1,2,3,5,1,8,1
879,2,9,8,1,1,1,2
880,2,1,4,5,1,1,1
881,2,1,6,2,1,7,1
882,1,1,3,3,2,1,1
883,1,7,4,5,2,2,1
884,2,3,7,1,1,3,1
885,2,1,4,6,3,1,0
886,2,2,5,4,2,4,2
887,1,1,5,3,1,6,0
888,1,1,8,1,1,5,1
889,2,1,4,2,1,3,1
890,2,1,8,5,2,6,1
891,1,1,9,4,1,3,0
892,2,1,4,3,1,5,0
893,1,1,5,5,2,1,1
894,1,5,5,2,1,2,1
895,2,9,9,4,1,5,0
896,1,1,7,1,3,2,0
897,2,1,6,3,2,6,1
898,2,1,5,2,2,4,2
899,2,9,8,6,1,4,0
900,2,6,7,6,1,4,0
901,1,9,9,3,1,0,1
902,1,6,9,4,1,5,1
903,2,7,9,1,3,3,1
904,2,4,1,5,3,6,0
905,2,2,8,1,1,4,1
906,2,3,5,6,2,4,1
907,1,1,3,1,1,3,0
908,2,1,4,3,1,0,1
909,1,1,7,1,3,2,0
910,1,3,7,4,1,7,1
911,1,8,5,5,1,0,2
912,2,5,8,5,2,6,1
913,1,1,7,6,1,5,1
914,2,1,8,2,1,5,0
915,1,1,5,6,2,3,2
916,2,1,3,6,1,6,0
917,1,1,9,1,1,0,1
918,2,6,1,2,1,3,1
919,2,4,5,4,2,6,1
920,2,1,6,2,1,0,1
921,2,1,7,6,3,4,2
922,2,2,8,5,1,6,1
923,2,1,5,5,1,3,0
924,1,1,5,2,1,5,0
925,1,1,3,1,1,2,1
926,2,1,7,5,3,4,0
927,1,1,8,1,2,6,0
928,1,1,4,1,1,0,0
929,2,1,3,1,3,4,0
930,1,1,5,4,1,3,1
931,2,1,6,2,2,1,1
932,1,1,8,3,3,1,0
933,2,1,4,2,1,1,2
934,1,7,4,1,1,2,1
935,2,1,9,3,1,5,1
936,2,1,7,1,1,1,1
937,2,1,7,2,1,2,1
938,1,1,1,3,1,4,1
939,1,1,7,4,2,4,1
940,1,1,4,1,3,1,0
941,1,1,2,4,1,3,1
942,2,1,9,1,1,2,1
943,2,1,5,6,1,0,0
944,1,1,4,6,2,2,1
945,1,1,7,1,3,5,2
946,1,1,9,1,1,2,1
947,1,1,1,2,1,2,1
948,1,1,6,6,1,4,0
949,2,2,5,1,1,3,1
950,1,1,4,3,1,3,1
951,2,1,3,5,3,0,0
952,1,1,2,6,3,4,2
953,1,1,5,6,2,4,2
954,2,1,9,4,1,1,1
955,2,1,7,2,3,1,2
956,1,1,7,5,1,2,1
957,2,1,10,1,1,1,1
958,1,1,4,1,1,3,0
959,2,1,3,1,3,4,0
960,1,1,3,5,3,5,0
961,1,8,4,4,1,4,1
962,1,1,6,1,1,2,1
963,2,5,5,3,2,2,1
964,2,2,7,1,2,5,1
965,2,2,3,2,2,5,1
966,2,2,6,5,2,4,1
967,1,1,7,5,2,0,2
968,2,1,3,1,1,1,0
969,2,1,9,5,1,2,1
970,1,3,9,6,1,1,0
971,2,1,9,4,1,1,1
972,2,1,5,1,1,7,1
973,2,1,9,3,1,1,0
974,1,6,9,1,1,0,1
975,2,1,7,4,1,2,0
976,1,1,6,5,2,6,1
977,2,1,1,1,1,4,1
978,1,2,5,1,3,1,2
979,2,1,6,3,1,0,1
980,1,1,2,1,1,3,0
981,1,1,5,1,1,2,1
982,1,7,2,1,1,3,1
983,2,1,5,1,1,4,1
984,2,1,8,5,2,6,2
985,2,2,5,2,2,6,1
986,2,1,1,1,1,1,0
987,1,2,5,2,1,6,1
988,1,6,9,1,1,1,1
989,2,1,4,2,1,7,2
990,1,1,9,1,1,2,1
991,2,1,7,1,1,1,0
992,2,1,4,1,1,2,1
993,1,1,1,4,1,1,0
994,2,2,5,2,1,2,2
995,2,1,7,5,3,3,0
996,2,7,8,4,1,1,2
997,1,3,2,4,1,1,1
998,1,5,6,2,1,5,1
999,2,1,8,2,1,5,2
1000,2,1,3,2,2,3,1
1001,2,1,5,1,2,1,1
1002,1,2,2,2,1,0,1
1003,2,1,9,3,1,4,1
1004,2,2,9,6,1,3,1
1005,1,1,1,2,1,0,1
1006,2,2,5,6,2,4,2
1007,1,1,3,5,3,1,0
1008,2,4,9,4,1,2,1
1009,1,1,4,1,1,4,0
1010,2,1,2,4,2,1,2
1011,1,1,4,1,1,3,1
1012,1,1,9,1,1,3,1
1013,2,1,5,1,3,0,1
1014,2,7,9,3,1,2,1
1015,2,1,6,4,1,1,1
1016,2,1,3,3,1,4,1
1017,2,1,4,4,1,5,1
1018,2,1,4,6,1,9,1
1019,1,1,4,5,3,1,0
1020,1,1,5,6,2,2,2
1021,1,1,1,1,1,0,0
1022,1,1,9,3,1,2,1
1023,1,8,3,3,1,4,1
1024,2,2,10,1,2,5,2
1025,1,1,7,4,2,5,0
1026,2,1,9,1,1,1,1
1027,1,3,5,1,1,2,1
1028,2,2,2,2,1,1,1
1029,2,1,3,4,2,5,2
1030,2,1,2,5,3,4,0
1031,2,2,2,3,1,5,1
1032,2,1,3,1,1,2,1
1033,1,1,2,1,1,3,1
1034,2,1,3,5,2,2,1
1035,1,5,3,1,1,5,2
1036,1,1,1,1,1,0,0
1037,1,1,4,6,2,4,2
1038,2,1,2,1,1,2,0
1039,1,1,5,1,1,1,1
1040,1,2,4,1,1,5,1
1041,1,6,8,6,2,0,2
1042,1,1,2,4,1,0,1
1043,1,1,2,5,2,5,1
1044,2,2,8,6,1,1,0
1045,1,1,5,2,1,3,1
1046,2,1,5,3,2,2,1
1047,2,1,8,6,2,6,0
1048,2,1,2,4,1,3,1
1049,2,1,9,4,1,0,0
1050,1,1,8,4,1,4,0
1051,2,1,6,1,1,2,1
1052,1,2,5,1,1,5,1
1053,2,1,9,4,1,5,0
1054,2,1,9,4,1,1,1
1055,2,1,4,1,3,1,2
1056,2,1,10,1,1,2,2
1057,2,1,5,2,2,1,2
1058,2,1,2,5,1,2,1
1059,2,1,11,2,2,1,0
1060,1,6,2,1,1,0,0
1061,1,1,8,1,3,2,0
1062,2,2,2,2,2,6,1
1063,1,1,9,1,3,7,1
1064,2,1,7,1,2,2,0
1065,2,1,5,2,2,2,1
1066,1,1,5,5,2,2,2
1067,1,1,12,5,3,2,1
1068,1,2,4,1,1,2,1
1069,2,2,3,1,1,3,0
1070,2,6,8,6,2,4,1
1071,1,6,3,1,1,4,1
1072,1,1,7,5,2,3,2
1073,2,1,3,1,1,2,1
1074,2,1,3,2,1,6,1
1075,1,7,5,5,1,3,1
1076,1,1,7,5,3,5,0
1077,2,2,1,1,1,0,1
1078,1,1,1,1,1,3,0
1079,2,1,9,1,1,2,1
1080,2,1,7,1,3,6,0
1081,1,1,2,1,1,4,1
1082,1,2,7,3,1,5,2
1083,2,1,7,6,1,7,1
1084,1,1,3,5,1,5,1
1085,1,1,6,1,1,1,1
1086,2,1,7,5,2,4,1
1087,1,1,3,5,3,3,0
1088,1,1,7,5,3,5,0
1089,1,1,9,3,1,2,1
1090,2,1,10,6,2,2,2
1091,1,1,4,5,1,6,1
1092,1,1,2,5,1,1,1
1093,1,1,7,5,1,1,1
1094,1,8,8,4,2,5,1
1095,1,1,2,1,1,4,0
1096,2,1,4,2,2,2,2
1097,1,1,9,6,1,1,0
1098,1,1,3,1,1,3,1
1099,2,2,4,4,1,4,2
1100,2,1,8,1,3,3,0
1101,1,1,9,1,3,5,0
1102,2,1,10,1,1,3,1
1103,1,1,5,4,1,0,1
1104,2,7,7,5,3,5,0
1105,2,2,3,6,1,5,0
1106,1,2,4,5,2,5,1
1107,2,1,4,3,1,1,1
1108,2,1,7,4,1,5,0
1109,1,8,9,2,2,4,1
1110,2,1,4,5,1,0,0
1111,1,2,11,1,2,5,0
1112,2,1,7,1,1,5,1
1113,1,8,2,1,1,5,1
1114,2,3,5,3,1,2,1
1115,2,2,8,2,2,6,2
1116,2,1,2,1,1,4,0
1117,1,1,5,5,2,1,2
1118,1,7,9,4,1,2,0
1119,2,1,11,1,2,1,2
1120,2,1,8,3,2,4,1
1121,1,1,5,1,1,2,1
1122,2,1,5,3,3,2,1
1123,2,2,4,4,1,3,1
1124,2,1,9,6,1,5,1
1125,2,1,3,4,2,2,0
1126,1,2,7,3,2,8,1
1127,1,7,8,6,2,1,2
1128,2,1,7,4,2,3,1
1129,1,1,9,4,1,4,1
1130,1,1,4,1,1,1,0
1131,2,5,3,3,2,6,2
1132,2,1,5,2,2,4,1
1133,1,1,4,1,1,0,0
1134,2,1,3,6,1,5,1
1135,2,1,2,1,2,0,1
1136,1,1,2,1,1,0,1
1137,2,6,3,1,1,3,0
1138,1,1,9,4,1,2,0
1139,1,1,4,3,2,6,1
1140,2,4,3,1,1,0,0
1141,2,1,6,1,1,5,2
1142,1,1,3,3,2,1,2
1143,2,5,9,3,1,6,1
1144,2,7,5,5,1,0,2
1145,2,7,9,1,1,0,1
1146,1,1,4,6,3,5,0
1147,2,2,3,5,1,5,0
1148,2,7,12,3,3,1,1
1149,1,3,5,5,2,2,1
1150,1,1,9,1,1,1,1
1151,1,1,10,6,2,6,1
1152,2,8,5,1,2,0,2
1153,1,1,8,2,1,3,1
1154,2,3,1,1,2,3,1
1155,2,6,5,3,2,2,2
1156,2,1,9,4,1,0,1
1157,1,1,5,2,1,1,1
1158,1,2,7,6,1,5,0
1159,2,1,7,1,1,6,0
1160,1,1,1,1,1,1,0
1161,2,7,5,5,1,2,2
1162,1,8,5,1,3,0,2
1163,1,1,3,3,3,4,0
1164,2,1,6,1,1,0,1
1165,1,7,5,3,2,6,1
1166,1,1,11,4,1,4,0
1167,1,1,3,1,1,0,1
1168,1,1,9,1,3,6,2
1169,2,1,4,6,1,1,0
1170,2,1,10,1,3,1,2
1171,2,1,6,1,1,1,1
1172,2,1,9,3,1,0,2
1173,1,1,7,3,2,3,1
1174,2,1,10,3,1,2,1
1175,2,7,9,6,1,5,0
1176,2,1,4,4,1,0,1
1177,2,1,8,1,1,4,0
1178,2,1,7,6,1,5,1
1179,2,1,2,1,1,0,0
1180,2,1,9,1,1,1,1
1181,1,1,5,1,1,2,1
1182,2,1,8,2,2,6,2
1183,1,1,9,5,1,4,0
1184,2,1,8,6,1,1,2
1185,2,4,2,6,1,4,2
1186,1,1,3,1,1,2,1
1187,1,4,9,3,1,4,1
1188,1,1,7,1,3,1,2
1189,1,1,5,1,1,2,1
1190,1,1,6,1,1,3,1
1191,2,1,7,1,1,1,1
1192,2,2,7,1,3,1,0
1193,1,1,2,1,1,4,1
1194,2,1,5,5,2,4,2
1195,1,3,5,1,2,2,2
1196,1,1,5,6,1,8,1
1197,1,1,6,1,1,4,1
1198,1,2,3,3,1,0,2
1199,2,1,5,1,1,3,1
1200,2,1,5,4,2,2,1
1201,1,9,9,3,1,2,1
1202,2,3,7,1,3,2,0
1203,1,1,5,5,2,6,2
1204,1,1,4,1,2,0,2
1205,1,1,7,5,1,6,1
1206,2,1,11,5,1,2,1
1207,2,5,9,1,1,4,1
1208,2,1,6,2,1,4,1
1209,1,1,7,3,2,5,2
1210,2,1,2,1,1,1,0
1211,2,2,7,5,1,5,1
1212,2,1,9,4,3,2,0
1213,2,2,4,1,1,1,0
1214,2,1,9,1,3,3,2
1215,1,2,4,3,1,1,1
1216,2,2,6,6,1,6,1
1217,2,1,8,5,2,3,1
1218,2,2,4,5,1,0,2
1219,1,1,2,2,1,2,1
1220,2,2,4,1,3,2,0
1221,2,2,8,4,1,1,1
1222,1,1,6,5,2,7,1
1223,1,1,3,2,2,6,1
1224,1,1,8,2,1,4,0
1225,1,5,7,1,1,2,1
1226,2,9,9,5,1,4,0
1227,1,1,9,1,1,7,1
1228,2,6,5,2,2,1,1
1229,2,1,5,1,1,2,1
1230,1,1,9,1,1,0,0
1231,1,2,4,1,1,5,1
1232,2,1,3,4,1,2,0
1233,2,1,3,6,1,1,1
1234,2,2,7,1,3,6,0
1235,2,3,7,1,2,2,1
1236,2,1,2,1,1,2,0
1237,1,1,2,5,3,0,0
1238,2,1,5,2,2,5,1
1239,1,1,8,5,2,4,2
1240,1,1,2,5,1,9,1
1241,1,9,5,5,1,4,1
1242,2,2,5,6,2,6,2
1243,1,1,7,1,1,0,0
1244,2,1,7,4,1,0,1
1245,1,1,9,1,1,6,1
1246,2,1,2,1,1,7,0
1247,1,2,7,4,1,5,1
1248,2,1,6,1,1,1,1
1249,2,1,8,6,2,3,2
1250,1,1,5,1,1,0,0
1251,1,1,1,1,1,2,0
1252,2,1,7,1,3,0,0
1253,2,1,4,3,1,5,2
1254,2,1,5,2,1,3,1
1255,1,1,4,3,1,2,0
1256,2,1,3,3,1,4,0
1257,1,1,4,5,2,5,2
1258,1,1,5,3,1,2,1
1259,1,3,4,4,2,6,1
1260,2,1,4,1,3,2,2
1261,1,1,9,1,1,3,1
1262,2,8,9,1,1,4,1
1263,1,1,7,1,1,3,1
1264,1,6,5,6,2,0,2
1265,2,1,7,2,2,6,2
1266,2,5,5,1,2,1,1
1267,1,1,9,1,1,1,0
1268,2,8,7,1,1,4,2
1269,2,5,4,1,1,1,1
1270,2,7,9,4,1,4,0
1271,2,3,5,2,1,4,1
1272,1,1,5,2,2,3,2
1273,2,1,4,2,1,4,1
1274,2,1,4,1,1,6,1
1275,2,1,9,1,1,3,1
1276,1,1,7,5,2,0,2
1277,2,1,3,6,2,2,2
1278,1,7,10,5,1,2,1
1279,1,1,7,5,2,4,2
1280,1,5,9,1,1,2,1
1281,2,1,2,4,1,2,1
1282,1,1,2,1,3,2,0
1283,1,8,4,1,1,1,1
1284,1,5,9,1,1,4,2
1285,1,1,1,1,1,0,0
1286,2,1,5,3,1,1,1
1287,1,1,2,2,1,0,1
1288,2,1,4,3,3,2,2
1289,1,2,6,1,1,5,1
1290,1,9,9,3,1,0,1
1291,2,1,7,5,1,6,0
1292,2,6,6,3,1,4,1
1293,2,1,2,3,1,0,1
1294,1,2,2,2,1,5,1
1295,2,1,7,1,1,0,0
1296,2,1,7,2,1,4,1
1297,2,1,5,4,2,2,1
1298,1,1,4,1,1,4,1
1299,1,2,8,5,3,3,0
1300,2,1,7,4,2,4,1
1301,2,5,5,5,2,1,2
1302,2,1,6,2,1,4,2
1303,2,1,3,4,1,2,1
1304,1,1,5,1,1,7,1
1305,2,1,4,3,2,0,1
1306,1,1,6,1,1,5,0
1307,2,1,4,6,3,4,2
1308,1,1,5,4,1,6,1
1309,2,2,9,1,1,5,1
1310,2,1,1,4,1,0,1
1311,2,1,7,1,3,3,0
1312,2,1,5,5,1,0,1
1313,2,5,6,1,1,8,0
1314,1,1,4,5,1,6,1
1315,2,1,1,2,1,1,1
1316,1,7,8,5,1,1,0
1317,1,1,6,3,1,3,0
1318,2,1,2,3,2,0,2
1319,2,1,8,1,2,5,2
1320,1,1,7,6,1,5,0
1321,2,5,3,1,1,3,1
1322,1,1,3,1,1,1,0
1323,2,2,2,6,1,4,2
1324,2,6,1,4,1,1,1
1325,1,1,3,1,1,3,0
1326,2,2,7,5,3,2,2
1327,2,1,5,2,1,4,1
1328,1,2,8,3,1,3,1
1329,1,1,7,4,1,2,0
1330,2,1,5,4,1,7,0
1331,1,2,3,1,1,2,1
1332,1,1,9,4,1,0,0
1333,1,1,4,1,1,2,0
1334,2,1,4,6,3,1,0
1335,1,2,7,4,3,3,2
1336,2,1,9,5,1,4,0
1337,1,1,9,4,1,5,0
1338,1,1,8,1,2,5,2
1339,1,1,4,5,3,4,0
1340,1,1,9,6,1,5,1
1341,1,6,4,5,3,1,0
1342,2,1,9,2,2,2,2
1343,2,1,3,4,2,4,2
1344,1,1,9,4,1,3,1
1345,2,7,8,3,2,0,2
1346,1,1,7,5,1,3,2
1347,2,1,3,4,2,4,1
1348,1,1,5,3,2,5,0
1349,1,1,5,4,1,2,1
1350,2,1,5,3,1,4,1
1351,1,6,7,2,1,3,1
1352,2,1,3,1,1,1,0
1353,2,1,7,1,3,5,0
1354,2,1,7,4,1,2,1
1355,2,8,9,1,3,5,1
1356,2,1,5,1,1,2,1
1357,1,1,3,4,2,1,1
1358,2,1,7,1,1,1,1
1359,1,1,7,1,2,2,0
1360,2,1,7,5,3,6,0
1361,2,1,3,1,1,1,0
1362,1,3,2,1,1,1,1
1363,2,1,4,1,3,9,0
1364,2,1,2,1,1,0,1
1365,2,3,5,5,2,4,2
1366,1,4,3,1,1,1,1
1367,2,1,4,1,3,4,2
1368,1,1,8,6,3,3,2
1369,1,8,7,3,1,4,1
1370,1,5,2,1,3,3,0
1371,1,1,8,5,2,3,2
1372,2,1,8,2,2,2,2
1373,1,1,2,1,1,2,1
1374,2,1,2,6,1,7,1
1375,1,1,2,1,1,6,0
1376,2,6,9,3,1,0,0
1377,1,4,2,1,3,0,0
1378,2,1,2,1,1,0,0
1379,1,1,1,2,1,0,1
1380,1,1,2,3,1,3,0
1381,2,2,6,3,1,3,1
1382,1,1,9,3,1,3,1
1383,1,2,11,5,1,2,1
1384,1,6,6,1,1,0,2
1385,1,2,11,6,1,1,1
1386,1,6,3,1,2,0,0
1387,2,2,9,1,2,9,1
1388,2,1,2,1,1,2,0
1389,1,6,3,1,1,2,1
1390,1,1,8,4,2,6,1
1391,2,1,5,2,2,0,2
1392,1,1,5,5,2,8,1
1393,1,1,4,5,1,2,1
1394,2,1,4,5,3,1,0
1395,1,1,9,3,1,2,1
1396,2,1,5,2,2,6,1
1397,2,1,7,4,1,1,0
1398,2,3,4,4,1,4,1
1399,2,1,9,4,1,5,0
1400,2,1,3,2,1,2,0
1401,2,1,3,1,1,2,0
1402,2,1,5,2,1,7,0
1403,1,1,5,1,2,2,1
1404,1,2,7,2,1,2,1
1405,2,1,2,4,1,4,1
1406,2,1,6,1,1,2,0
1407,2,2,8,1,1,2,1
1408,1,3,2,2,2,6,1
1409,2,3,5,2,1,2,1
1410,1,1,4,1,1,2,0
1411,2,1,2,4,1,3,1
1412,2,1,2,5,3,3,0
1413,1,2,5,1,2,2,2
1414,1,1,8,1,3,0,2
1415,2,1,4,1,1,4,0
1416,1,9,9,5,1,5,1
1417,2,2,9,1,1,1,1
1418,2,1,5,1,1,1,1
1419,2,1,2,2,1,2,0
1420,1,1,1,1,1,0,0
1421,2,1,9,4,1,1,1
1422,2,1,7,5,3,2,0
1423,2,1,7,1,1,3,1
1424,2,1,8,1,3,1,0
1425,1,1,8,1,3,4,0
1426,1,6,1,1,1,0,1
1427,1,7,9,1,2,0,2
1428,1,8,3,2,2,0,1
1429,1,1,2,1,1,0,0
1430,2,1,5,1,3,2,0
1431,2,1,7,4,1,4,1
1432,2,1,9,3,1,2,1
1433,2,1,2,2,1,5,1
1434,2,1,3,4,1,1,1
1435,1,3,2,1,1,5,1
1436,2,1,1,1,1,0,0
1437,1,1,8,1,1,4,2
1438,2,2,7,4,1,3,1
1439,2,1,7,2,2,0,1
1440,1,1,4,1,1,4,1
1441,1,1,9,1,1,7,1
1442,2,1,2,1,1,2,1
1443,2,1,5,4,2,0,2
1444,1,1,5,4,1,0,0
1445,1,1,2,5,3,0,0
1446,2,1,1,1,1,2,0
1447,2,5,4,6,1,2,0
1448,2,5,10,5,3,4,0
1449,2,1,3,1,1,1,0
1450,2,1,3,1,1,3,0
1451,1,5,3,3,2,6,2
1452,1,1,1,1,2,0,1
1453,1,1,7,6,2,6,1
1454,2,5,7,1,1,5,1
1455,2,1,2,1,2,1,0
1456,2,1,9,1,1,0,1
1457,2,1,2,1,3,5,2
1458,2,3,8,5,2,9,1
1459,2,7,3,2,1,1,1
1460,2,1,9,3,1,3,1
1461,2,1,9,5,1,5,1
1462,2,1,1,1,2,3,2
1463,1,1,1,3,2,4,1
1464,2,1,2,3,1,5,1
1465,2,2,3,1,2,9,1
1466,2,1,7,6,3,2,2
1467,1,1,1,6,1,4,0
1468,2,1,1,1,1,1,0
1469,1,1,9,1,1,7,1
1470,2,1,5,1,1,0,1
1471,2,1,7,6,1,5,0
1472,2,1,7,1,1,2,1
1473,2,1,4,1,1,5,0
1474,2,1,7,3,1,7,2
1475,2,1,3,1,2,0,0
1476,1,2,1,1,1,2,0
1477,1,6,3,1,1,4,0
1478,1,1,5,1,2,2,1
1479,1,1,3,6,2,3,2
1480,2,1,5,4,1,2,2
1481,2,7,2,1,1,0,1
1482,1,8,9,1,2,2,2
1483,1,1,9,5,1,6,1
1484,1,1,2,5,1,4,0
1485,2,1,4,1,1,4,1
1486,2,6,9,3,1,2,0
1487,2,1,9,2,2,2,1
1488,1,1,2,4,1,1,1
1489,1,1,10,5,1,5,1
1490,2,6,2,6,2,0,2
1491,2,2,5,1,1,1,1
1492,1,2,3,1,1,2,1
1493,2,6,5,5,2,5,1
1494,2,7,4,1,1,1,1
1495,2,1,10,1,2,1,2
1496,1,1,5,1,1,0,1
1497,1,1,7,1,2,0,0
1498,2,1,2,5,1,8,1
1499,2,1,7,1,2,0,2
1500,1,1,5,6,1,2,1
1501,1,1,2,4,1,2,0
1502,1,1,8,1,2,2,2
1503,2,1,3,1,1,0,1
1504,2,1,4,5,1,1,1
1505,1,1,3,1,1,0,0
1506,2,1,4,5,1,6,0
1507,1,1,7,5,1,6,1
1508,1,3,3,3,1,3,1
1509,1,5,8,1,1,3,0
1510,2,1,5,6,2,3,2
1511,2,2,4,6,2,2,2
1512,2,8,5,6,1,2,0
1513,1,6,7,5,2,6,1
1514,1,1,4,1,1,5,1
1515,1,7,9,4,1,3,0
1516,2,1,9,3,1,3,0
1517,2,1,2,1,1,0,0
1518,1,1,1,3,2,9,1
1519,2,1,5,5,2,3,2
1520,1,1,11,4,2,3,2
1521,2,1,3,1,1,4,1
1522,2,1,7,1,1,3,1
1523,2,1,4,1,1,8,0
1524,1,3,3,3,2,4,2
1525,1,1,9,1,1,5,0
1526,2,1,4,1,1,6,1
1527,2,1,9,3,1,0,0
1528,1,6,8,1,2,3,0
1529,1,1,7,6,1,3,0
1530,1,1,1,1,1,1,0
1531,2,2,5,2,2,3,1
1532,2,2,6,6,3,6,2
1533,2,1,5,6,1,4,1
1534,2,2,3,2,1,4,1
1535,1,5,7,6,1,5,0
1536,1,1,2,1,3,0,0
1537,2,1,1,5,2,2,2
1538,1,2,8,4,1,3,1
1539,2,1,5,6,1,6,0
1540,2,1,7,1,3,3,2
1541,1,1,7,3,1,4,0
1542,2,1,2,3,1,1,1
1543,1,1,7,4,1,1,0
1544,2,1,5,4,3,4,0
1545,2,2,4,6,1,6,2
1546,1,1,2,1,1,0,1
1547,1,5,7,1,1,1,0
1548,1,1,8,4,1,3,1
1549,1,1,2,1,1,1,0
1550,2,1,7,3,3,2,1
1551,2,6,7,3,2,0,2
1552,1,1,5,1,2,6,2
1553,2,2,2,1,1,6,1
1554,2,2,1,2,1,2,1
1555,2,1,4,1,1,5,0
1556,2,1,4,5,1,1,1
1557,1,1,5,6,1,0,0
1558,2,1,4,2,2,3,2
1559,2,1,1,4,1,0,0
1560,1,1,4,3,1,1,1
1561,1,1,8,4,1,6,0
1562,1,2,4,3,1,1,1
1563,1,6,1,2,2,6,1
1564,1,1,10,3,1,2,1
1565,1,7,5,2,2,3,1
1566,2,1,2,1,1,0,1
1567,1,4,9,1,1,6,0
1568,1,1,5,1,1,5,1
1569,2,1,10,5,1,1,1
1570,1,1,7,1,2,0,2
1571,1,1,5,3,3,2,1
1572,1,1,6,4,3,0,2
1573,1,1,7,4,1,2,0
1574,1,1,3,1,2,7,1
1575,2,1,5,6,1,1,0
1576,2,1,4,1,1,5,2
1577,2,1,9,3,1,3,0
1578,2,1,5,6,1,4,1
1579,1,1,3,5,1,2,1
1580,2,1,2,5,1,7,1
1581,1,1,8,5,2,6,2
1582,2,7,3,2,1,1,2
1583,2,1,6,6,2,6,1
1584,2,1,5,3,2,4,2
1585,2,1,5,1,2,1,2
1586,1,1,2,2,1,0,1
1587,2,6,1,1,1,1,0
1588,2,1,1,1,1,1,0
1589,2,1,9,4,1,4,1
1590,2,1,7,1,1,4,1
1591,1,1,9,3,1,2,0
1592,2,2,8,5,1,4,1
1593,1,6,9,6,1,6,0
1594,2,2,4,6,2,4,2
1595,1,1,9,4,1,3,0
1596,2,1,6,2,1,3,1
1597,1,1,8,2,2,1,1
1598,1,2,1,4,2,5,1
1599,2,1,6,1,1,0,1
1600,2,2,6,1,1,5,1
1601,1,1,5,1,1,1,1
1602,2,2,5,1,1,1,1
1603,2,1,5,2,1,2,1
1604,2,1,2,1,1,0,0
1605,1,6,1,1,1,1,1
1606,2,5,1,1,2,0,1
1607,1,8,8,2,2,4,2
1608,1,1,7,5,2,5,2
1609,2,1,10,2,1,2,1
1610,2,9,9,1,1,0,1
1611,1,9,9,5,1,0,0
1612,1,1,4,4,1,1,2
1613,2,6,7,1,3,5,2
1614,1,6,8,2,2,5,2
1615,2,1,5,4,1,0,0
1616,2,2,3,1,1,1,0
1617,1,7,3,5,2,2,2
1618,1,1,3,2,1,6,1
1619,2,5,3,1,1,5,1
1620,2,2,7,1,2,2,1
1621,2,5,6,3,2,0,0
1622,2,1,5,6,2,6,2
1623,2,1,7,2,1,5,1
1624,2,1,9,3,1,0,1
1625,1,9,9,4,1,4,0
1626,2,1,6,1,1,2,1
1627,1,1,5,4,2,1,1
1628,1,1,3,5,2,5,1
1629,1,1,9,5,1,3,0
1630,2,1,4,1,3,2,0
1631,2,1,1,1,2,7,1
1632,2,1,5,1,1,0,1
1633,1,1,1,1,1,2,0
1634,2,2,2,4,2,2,2
1635,1,1,9,1,1,5,1
1636,2,1,5,1,1,5,2
1637,1,6,4,1,1,0,1
1638,2,1,9,3,1,1,1
1639,1,6,9,6,1,3,2
1640,1,1,6,1,1,2,0
1641,2,1,4,3,1,2,1
1642,1,1,7,4,1,2,1
1643,2,1,7,1,1,0,0
1644,2,1,3,5,1,5,1
1645,1,1,8,6,1,4,1
1646,2,8,2,6,1,7,1
1647,1,1,7,5,3,1,0
1648,2,1,7,4,1,1,0
1649,1,1,9,4,1,1,0
1650,2,6,6,1,1,6,1
1651,1,1,8,1,1,4,1
1652,2,1,6,1,1,4,0
1653,2,1,9,3,1,3,0
1654,1,1,11,1,1,2,1
1655,1,1,6,1,1,5,1
1656,2,1,9,6,1,0,0
1657,1,1,2,3,2,3,0
1658,1,1,3,5,3,0,0
1659,1,1,3,5,1,7,1
1660,2,1,5,1,2,5,0
1661,1,1,7,5,2,6,0
1662,2,1,2,2,1,2,1
1663,1,1,2,5,1,1,1
1664,1,7,7,1,3,4,2
1665,1,2,3,1,1,3,1
1666,1,2,6,3,3,2,1
1667,2,1,4,2,1,2,0
1668,2,1,11,5,1,7,1
1669,1,2,2,1,1,5,1
1670,1,1,1,1,1,0,0
1671,1,1,5,6,1,1,1
1672,2,2,5,1,2,0,2
1673,1,1,3,1,3,0,0
1674,1,1,3,3,3,6,0
1675,1,1,7,1,1,0,1
1676,1,1,5,6,2,0,2
1677,1,8,5,4,2,2,1
1678,1,9,9,1,1,0,1
1679,1,1,1,1,1,2,1
1680,2,1,2,5,3,2,0
1681,1,7,8,5,2,4,1
1682,2,1,2,1,1,3,0
1683,2,1,5,5,2,2,1
1684,1,2,1,1,1,4,1
1685,1,2,3,5,3,4,0
1686,1,1,6,3,1,4,1
1687,2,1,7,1,1,4,1
1688,2,1,2,1,1,3,1
1689,1,1,8,4,2,6,2
1690,1,1,7,5,2,6,1
1691,1,1,1,1,1,1,0
1692,1,2,7,3,1,4,1
1693,1,1,1,3,1,2,0
1694,1,1,1,1,1,4,1
1695,2,1,7,2,1,4,2
1696,2,1,3,1,1,9,1
