,RAC1P,SEX,EDU,MSP,PINCP_DECILE,HOUSING_TYPE,OWN_RENT
869,6,2,6,1,3,2,2
870,1,2,6,1,5,1,1
871,2,1,5,3,3,1,1
872,1,1,6,3,1,2,1
873,2,1,6,1,0,1,1
874,2,2,3,1,3,1,0
875,6,1,5,1,3,1,1
876,1,2,11,1,3,1,1
877,7,2,7,4,8,3,1
878,2,2,3,2,2,3,0
879,1,2,7,6,5,3,1
880,2,1,7,6,1,3,1
881,5,1,8,1,4,2,1
882,1,2,5,3,1,1,1
883,7,1,6,1,1,3,1
884,6,2,5,1,1,3,1
885,8,2,9,1,2,2,2
886,1,2,9,1,9,1,1
887,1,1,7,5,2,1,1
888,1,1,6,2,0,3,0
889,1,1,3,1,1,2,1
890,4,1,8,4,2,1,2
891,1,2,5,6,0,1,0
892,1,1,2,4,6,2,1
893,1,1,5,3,1,2,0
894,1,1,4,4,2,1,1
895,2,2,12,1,0,1,2
896,1,2,6,4,3,2,0
897,5,1,6,1,0,1,2
898,1,2,5,1,2,3,1
899,2,1,2,6,1,2,0
900,2,2,1,6,3,3,1
901,1,1,3,4,1,3,0
902,6,1,6,3,3,3,0
903,1,1,3,1,6,3,0
904,1,1,6,1,3,1,1
905,6,2,6,5,2,1,1
906,1,2,4,4,2,1,1
907,1,1,5,3,0,1,1
908,6,2,5,4,1,3,0
909,1,2,7,6,3,1,1
910,1,2,2,1,1,1,0
911,1,1,7,5,2,1,1
912,5,1,8,1,0,1,2
913,5,1,11,6,5,1,0
914,1,1,6,1,3,1,1
915,1,1,8,6,5,1,0
916,1,1,3,2,1,2,0
917,8,2,4,6,3,3,1
918,4,2,2,6,9,1,0
919,1,2,5,4,2,1,1
920,5,1,3,6,3,1,1
921,1,2,12,1,4,1,2
922,2,1,6,6,4,1,0
923,4,2,6,6,6,1,0
924,6,2,6,3,2,3,1
925,1,2,5,1,5,3,1
926,1,2,3,3,2,2,1
927,1,1,5,4,2,1,1
928,1,1,9,1,2,1,1
929,2,1,9,4,0,3,1
930,1,1,11,4,2,3,2
931,1,1,6,1,3,1,1
932,1,1,3,1,1,1,1
933,1,2,6,1,6,1,1
934,1,1,6,1,1,1,2
935,1,1,7,6,6,1,0
936,4,1,11,6,5,1,0
937,2,1,5,1,3,1,1
938,2,2,6,6,5,1,0
939,6,2,5,1,2,2,0
940,4,1,7,3,3,1,1
941,1,2,7,1,6,3,0
942,6,1,12,6,6,1,0
943,1,2,7,6,4,1,1
944,1,1,9,1,0,2,0
945,1,2,6,5,3,1,1
946,1,2,7,2,2,3,2
947,7,1,5,6,2,1,1
948,8,2,9,1,2,1,2
949,6,1,7,5,1,1,2
950,1,2,7,3,3,3,1
951,1,2,4,1,4,3,1
952,1,1,5,6,2,1,0
953,6,1,5,1,2,3,1
954,8,1,4,1,5,3,1
955,1,2,1,2,3,1,0
956,2,2,9,6,7,1,0
957,1,2,4,3,1,2,0
958,1,1,3,3,1,2,0
959,7,2,1,6,1,1,0
960,7,1,6,1,1,1,1
961,7,2,2,5,2,1,1
962,2,2,2,1,1,2,1
963,1,2,1,6,2,1,1
964,1,1,4,1,3,2,0
965,1,1,6,2,1,3,0
966,9,1,2,6,5,1,0
967,8,2,6,4,0,2,1
968,4,1,6,1,4,1,1
969,1,1,3,6,0,1,0
970,6,2,2,4,0,3,1
971,1,2,8,4,2,1,1
972,1,1,4,4,1,1,0
973,8,1,8,1,8,1,2
974,7,2,1,2,2,3,1
975,1,1,3,4,0,3,1
976,2,1,6,1,2,2,1
977,1,2,6,1,3,1,2
978,1,1,3,1,3,1,1
979,1,1,1,1,3,1,0
980,1,1,3,4,1,1,1
981,1,2,9,1,0,1,2
982,1,2,2,3,1,2,0
983,2,1,4,3,2,1,0
984,1,2,3,2,1,2,1
985,1,1,6,1,4,3,0
986,1,1,4,4,5,2,1
987,1,2,2,6,1,1,0
988,1,2,4,5,2,2,1
989,1,2,5,1,2,1,1
990,8,1,6,1,9,1,1
991,7,2,3,1,0,1,0
992,1,1,7,2,1,1,2
993,6,2,12,6,5,1,0
994,6,2,2,4,3,3,0
995,4,1,7,5,4,1,2
996,1,1,8,1,1,1,1
997,5,2,5,1,3,2,1
998,1,2,6,1,3,1,1
999,6,1,2,3,0,2,0
1000,2,1,9,6,7,1,0
1001,1,1,6,1,1,3,0
1002,7,2,4,2,0,1,1
1003,1,1,3,6,4,1,0
1004,7,1,8,1,3,1,2
1005,1,1,3,1,1,2,0
1006,3,1,2,6,1,1,0
1007,2,2,5,6,8,1,0
1008,3,1,6,6,4,3,1
1009,2,2,2,3,1,3,1
1010,6,2,6,6,4,1,0
1011,1,1,6,1,3,3,2
1012,1,2,6,1,1,1,1
1013,1,2,3,5,3,1,1
1014,1,1,3,5,2,3,1
1015,1,2,5,6,3,1,0
1016,1,2,7,6,3,3,1
1017,7,2,7,3,4,3,1
1018,2,1,6,2,1,1,1
1019,1,2,4,3,5,3,2
1020,1,2,8,6,5,1,0
1021,2,2,2,6,3,1,1
1022,2,1,2,5,1,3,1
1023,2,2,3,1,1,2,1
1024,1,2,9,2,5,3,2
1025,1,2,5,2,1,2,1
1026,3,1,6,6,4,3,1
1027,1,2,12,1,5,1,1
1028,1,1,3,2,1,2,2
1029,1,1,5,1,3,1,1
1030,7,2,7,3,1,1,1
1031,2,2,8,6,3,1,1
1032,1,2,7,3,2,1,1
1033,1,2,5,1,3,1,1
1034,7,1,3,6,1,1,0
1035,2,2,6,1,1,1,2
1036,2,1,2,2,0,1,0
1037,2,2,7,4,2,3,1
1038,1,1,3,2,8,1,2
1039,2,2,2,5,1,3,1
1040,9,1,11,1,1,3,1
1041,1,1,3,1,3,3,1
1042,1,1,6,1,7,1,1
1043,1,1,3,2,2,2,0
1044,7,1,1,1,1,1,0
1045,7,1,1,6,4,3,1
1046,2,2,1,6,2,3,1
1047,1,2,2,1,2,1,0
1048,2,1,5,6,2,1,1
1049,1,2,3,2,3,1,0
1050,2,1,6,4,2,3,2
1051,1,2,6,1,1,2,0
1052,1,2,4,1,1,2,0
1053,1,1,6,4,1,1,1
1054,1,1,8,1,2,1,1
1055,1,2,3,2,3,3,1
1056,1,2,5,6,6,1,0
1057,1,2,8,5,8,1,1
1058,5,2,8,6,0,3,1
1059,1,1,7,1,3,3,1
1060,1,2,7,3,5,2,0
1061,6,1,4,2,4,3,2
1062,1,2,7,2,0,2,0
1063,2,2,3,2,0,1,0
1064,8,2,8,6,4,1,1
1065,6,2,5,6,2,2,0
1066,8,1,7,6,3,1,1
1067,2,2,3,1,2,1,0
1068,1,1,6,5,2,1,1
1069,7,2,4,6,2,1,0
1070,2,2,12,4,2,2,2
1071,1,1,3,1,1,2,1
1072,1,2,12,4,4,3,1
1073,1,1,4,1,5,1,0
1074,1,1,6,1,6,1,1
1075,2,2,3,1,0,2,1
1076,2,1,12,1,2,1,1
1077,1,2,7,5,1,3,1
1078,1,1,5,4,2,1,1
1079,8,2,2,6,1,1,1
1080,1,1,6,2,3,2,0
1081,2,1,6,3,3,1,1
1082,2,2,10,1,2,3,2
1083,1,2,4,1,1,1,1
1084,1,2,7,6,8,3,1
1085,1,2,4,6,5,1,1
1086,1,1,3,1,1,2,0
1087,1,2,2,1,1,1,1
1088,1,2,3,1,4,3,0
1089,1,2,8,1,4,1,2
1090,2,1,8,5,2,1,2
1091,1,2,5,2,2,1,1
1092,1,1,1,1,1,3,1
1093,2,2,3,6,3,1,0
1094,1,2,7,1,3,1,2
1095,2,1,7,3,1,2,0
1096,1,2,5,3,2,1,1
1097,1,1,5,1,3,2,1
1098,1,1,9,1,2,1,1
1099,1,1,8,6,1,1,1
1100,1,2,5,1,6,3,0
1101,1,2,3,2,3,2,0
1102,7,1,7,4,1,2,0
1103,1,1,6,3,2,2,1
1104,2,1,8,1,0,1,2
1105,1,2,4,1,3,3,0
1106,8,1,6,5,2,3,1
1107,5,1,7,6,3,1,0
1108,1,1,6,1,2,1,2
1109,1,2,8,4,0,2,1
1110,5,2,11,6,8,1,1
1111,2,1,6,1,3,1,1
1112,5,2,3,1,4,3,1
1113,2,1,9,6,5,1,0
1114,1,1,12,1,2,1,1
1115,1,1,8,1,2,1,1
1116,1,2,3,3,0,1,0
1117,1,2,7,1,2,2,0
1118,1,2,7,1,3,1,1
1119,1,1,8,1,2,2,1
1120,2,2,7,1,6,3,1
1121,1,1,6,1,1,1,1
1122,2,2,6,1,4,1,1
1123,1,2,7,6,4,3,1
1124,1,1,7,1,2,1,1
1125,1,2,6,4,3,1,1
1126,1,2,4,3,2,2,1
1127,2,2,5,6,6,3,1
1128,2,2,3,1,4,3,0
1129,4,1,7,4,2,3,0
1130,3,1,9,6,9,1,0
1131,1,1,7,1,3,1,2
1132,1,2,7,4,2,1,1
1133,4,2,10,6,5,1,0
1134,4,2,3,3,0,2,0
1135,8,2,8,4,2,3,2
1136,1,1,4,4,1,3,1
1137,4,1,5,1,1,1,1
1138,2,2,3,5,0,1,1
1139,2,1,1,4,2,1,1
1140,8,2,6,1,0,1,1
1141,7,2,2,4,1,3,1
1142,2,1,3,1,2,3,0
1143,1,2,4,2,1,2,1
1144,1,2,4,4,0,2,1
1145,1,2,9,2,1,2,0
1146,1,2,7,5,2,1,1
1147,1,1,4,4,6,3,1
1148,1,2,4,5,8,1,1
1149,6,1,6,5,3,2,0
1150,2,1,4,6,3,1,0
1151,1,1,6,2,2,1,1
1152,5,1,4,6,3,1,0
1153,1,2,9,1,3,3,0
1154,2,1,6,1,6,1,1
1155,1,2,7,4,2,3,1
1156,1,2,5,2,6,2,0
1157,1,1,6,1,3,1,1
1158,7,2,5,6,2,1,0
1159,1,2,7,1,2,1,1
1160,1,1,3,6,9,3,1
1161,1,2,3,2,1,3,2
1162,2,2,4,1,3,3,1
1163,1,1,5,6,4,3,1
1164,5,2,9,1,5,1,1
1165,1,2,3,1,1,2,0
1166,4,1,5,3,2,1,1
1167,2,2,3,6,5,3,0
1168,2,2,3,3,2,2,0
1169,2,1,7,1,6,1,1
1170,1,2,4,3,4,2,0
1171,6,2,7,6,3,3,1
1172,2,1,7,6,2,3,1
1173,1,1,7,1,1,3,1
1174,6,1,3,1,5,1,1
1175,1,1,7,1,2,1,2
1176,3,1,5,6,5,1,0
1177,2,2,5,2,0,2,2
1178,6,2,5,2,5,1,2
1179,2,2,8,6,9,1,1
1180,1,1,8,1,1,1,2
1181,2,2,4,1,8,1,1
1182,1,2,6,3,3,2,0
1183,1,1,12,1,8,1,1
1184,5,2,4,6,2,3,1
1185,1,2,9,5,0,3,2
1186,1,1,6,1,4,1,2
1187,1,1,9,5,2,1,2
1188,1,1,6,3,3,1,1
1189,1,2,7,6,3,3,1
1190,1,1,5,3,2,1,1
1191,1,2,3,2,2,1,0
1192,1,2,2,6,1,1,0
1193,1,1,3,2,3,1,0
1194,2,1,5,2,1,2,2
1195,3,2,1,6,0,3,1
1196,1,2,2,3,3,2,0
1197,5,2,3,6,5,2,0
1198,1,1,6,1,1,2,0
1199,3,1,4,4,2,2,1
1200,1,2,7,1,2,1,1
1201,1,1,6,1,1,3,1
1202,1,1,4,6,4,1,0
1203,2,1,6,1,2,2,0
1204,8,2,9,1,4,1,1
1205,1,1,7,4,1,3,0
1206,1,2,6,5,2,1,1
1207,1,2,6,6,5,1,0
1208,9,1,7,6,5,1,1
1209,1,2,6,5,2,1,1
1210,1,2,5,3,1,2,1
1211,5,1,7,1,3,1,1
1212,2,2,3,4,0,3,0
1213,1,1,3,2,4,3,0
1214,1,2,12,1,1,1,1
1215,2,2,8,6,2,1,1
1216,2,1,5,2,7,2,0
1217,2,2,7,1,1,1,1
1218,3,2,1,6,5,2,0
1219,3,2,7,6,3,3,1
1220,1,2,1,3,0,3,1
1221,7,2,2,4,3,3,1
1222,1,2,6,1,3,1,2
1223,2,1,7,6,4,3,1
1224,1,2,8,1,2,2,0
1225,1,1,6,2,1,1,1
1226,1,2,12,1,3,1,2
1227,6,1,5,1,1,2,0
1228,1,2,3,6,1,3,1
1229,1,2,3,4,3,2,1
1230,1,1,6,1,2,1,2
1231,1,2,6,5,4,1,2
1232,1,1,5,1,1,2,0
1233,2,1,2,4,1,1,0
1234,1,1,6,1,2,3,0
1235,1,2,4,1,4,1,0
1236,1,1,3,4,0,2,1
1237,2,1,12,1,0,3,1
1238,5,2,6,4,2,3,1
1239,1,2,7,4,3,3,1
1240,1,1,3,3,2,1,1
1241,2,1,8,6,3,1,0
1242,1,1,9,5,1,2,0
1243,1,2,3,4,0,3,1
1244,7,2,1,2,2,3,1
1245,2,2,5,6,3,1,0
1246,1,1,6,5,0,2,0
1247,1,2,7,6,3,1,0
1248,1,1,3,3,0,3,2
1249,1,1,4,1,2,2,1
1250,1,1,4,3,2,1,0
1251,1,1,8,6,4,1,0
1252,2,2,3,2,0,3,0
1253,2,1,7,2,2,1,1
1254,1,2,7,3,3,1,1
1255,1,2,4,1,2,1,0
1256,2,2,3,6,4,3,1
1257,2,1,7,6,1,1,0
1258,1,2,4,6,1,1,1
1259,1,2,7,1,6,1,1
1260,2,2,3,1,0,1,1
1261,1,1,7,5,3,3,1
1262,1,2,3,2,1,1,0
1263,1,2,1,4,2,1,0
1264,1,1,3,2,1,3,2
1265,2,1,7,6,4,1,1
1266,2,1,6,1,1,1,2
1267,2,1,7,6,2,1,1
1268,2,2,11,6,5,1,0
1269,2,1,6,1,1,1,1
1270,1,1,2,1,2,1,0
1271,9,1,5,6,4,3,0
1272,1,1,7,1,4,1,1
1273,1,2,7,1,2,1,1
1274,4,2,6,5,3,1,1
1275,1,2,4,1,8,1,0
1276,8,1,2,6,0,1,0
1277,1,2,9,1,0,2,0
1278,1,1,1,5,2,1,1
1279,2,2,4,1,6,1,0
1280,6,2,6,3,2,1,1
1281,6,1,3,3,2,2,0
1282,6,2,3,4,3,3,2
1283,1,2,3,6,3,1,0
1284,1,1,7,2,1,3,0
1285,1,1,9,2,4,3,2
1286,2,1,3,6,3,3,1
1287,1,1,5,6,6,1,0
1288,2,1,1,6,3,3,1
1289,8,2,9,1,1,1,1
1290,8,2,3,2,1,3,1
1291,1,2,6,4,2,1,1
1292,1,1,6,1,3,1,1
1293,2,2,4,2,3,3,0
1294,2,2,4,4,0,1,0
1295,1,2,4,2,3,2,0
1296,1,1,3,5,2,1,1
1297,1,2,7,1,2,1,2
1298,1,2,5,1,3,2,0
1299,1,1,3,2,3,1,2
1300,2,1,8,6,2,1,0
1301,2,1,2,4,2,2,0
1302,1,2,6,1,2,1,1
1303,2,2,3,2,2,1,0
1304,1,2,5,6,3,3,1
1305,1,2,5,1,1,3,1
1306,1,2,12,1,2,1,2
1307,1,2,7,3,2,1,1
1308,1,2,4,2,0,2,0
1309,9,1,3,1,2,1,1
1310,1,1,5,6,0,3,1
1311,1,1,4,2,1,1,2
1312,1,1,2,5,1,1,0
1313,1,2,3,4,1,2,2
1314,1,2,6,1,4,1,1
1315,8,2,7,1,3,1,1
1316,1,1,8,1,2,1,1
1317,2,2,12,4,1,2,1
1318,2,2,1,2,1,1,0
1319,1,1,5,4,1,2,1
1320,1,1,4,2,5,2,2
1321,1,1,7,1,1,1,2
1322,1,2,7,4,6,1,1
1323,6,2,5,4,1,3,2
1324,2,1,9,1,2,1,1
1325,1,2,3,5,1,3,0
1326,1,2,3,4,3,3,0
1327,7,2,6,1,1,1,1
1328,1,2,5,6,3,1,0
1329,1,1,6,1,1,1,2
1330,1,2,6,1,3,2,1
1331,8,2,7,5,2,1,1
1332,1,2,4,3,0,3,0
1333,1,2,5,6,0,3,1
1334,3,2,8,6,4,1,1
1335,5,1,6,4,0,1,2
1336,1,2,7,1,0,3,2
1337,1,2,8,1,1,3,1
1338,1,2,7,1,2,1,1
1339,2,2,8,6,7,3,0
1340,1,2,2,1,2,3,1
1341,1,1,3,6,3,1,0
1342,2,2,2,6,1,2,1
1343,6,2,7,5,2,2,1
1344,1,2,2,6,3,1,1
1345,2,2,7,5,1,2,1
1346,1,2,6,1,1,3,2
1347,8,2,6,5,3,2,1
1348,7,1,9,6,7,1,0
1349,7,1,12,1,8,1,1
1350,1,1,8,1,3,1,2
1351,1,2,2,2,1,2,1
1352,1,1,3,4,2,3,1
1353,1,2,6,1,0,1,2
1354,6,2,4,4,2,2,2
1355,1,2,9,4,1,3,1
1356,1,1,10,6,5,3,1
1357,1,2,6,1,6,1,1
1358,1,1,7,5,0,1,1
1359,5,1,6,6,4,1,1
1360,2,2,4,6,5,1,1
1361,1,2,5,1,1,1,1
1362,2,2,8,1,6,1,1
1363,1,2,3,2,0,3,0
1364,7,1,6,1,2,1,1
1365,1,1,5,4,1,2,0
1366,1,2,8,6,5,3,1
1367,4,2,7,3,5,3,1
1368,5,1,3,6,6,1,0
1369,5,1,8,6,5,3,1
1370,7,2,8,1,2,1,2
1371,1,2,2,2,2,2,1
1372,1,2,8,1,1,1,2
1373,2,2,5,6,2,3,0
1374,4,2,9,6,7,1,0
1375,6,2,5,1,3,1,1
1376,1,1,1,2,3,1,0
1377,2,1,1,6,2,3,1
1378,1,2,5,1,0,1,1
1379,2,2,7,6,1,1,0
1380,2,2,2,4,1,3,0
1381,6,1,8,4,4,1,2
1382,1,2,4,1,2,1,0
1383,1,1,8,1,3,1,1
1384,1,1,3,1,4,1,1
1385,5,2,7,3,2,2,0
1386,1,1,5,4,1,1,1
1387,6,1,4,6,4,2,0
1388,1,2,5,1,1,2,0
1389,7,1,8,6,0,1,0
1390,1,2,1,2,3,1,0
1391,2,2,12,5,1,2,1
1392,1,1,8,1,3,1,1
1393,1,2,2,1,2,2,0
1394,7,2,3,2,0,3,1
1395,4,2,7,3,1,1,1
1396,1,1,5,2,3,2,0
1397,8,1,4,2,1,3,1
1398,1,1,6,1,1,1,1
1399,1,1,7,3,4,3,1
1400,7,2,3,6,1,1,0
1401,1,2,7,2,0,3,2
1402,1,1,6,1,3,1,2
1403,2,2,2,1,4,1,1
1404,1,2,7,6,3,1,0
1405,1,2,5,3,1,2,0
1406,1,1,4,1,6,3,0
1407,1,2,9,1,5,1,1
1408,1,2,7,6,1,3,1
1409,1,2,11,4,3,2,2
1410,2,1,3,3,2,2,0
1411,1,2,7,4,1,2,1
1412,1,2,8,1,2,1,2
1413,2,1,7,2,3,2,0
1414,1,2,5,1,6,1,1
1415,1,2,6,6,2,1,1
1416,1,2,4,4,2,2,1
1417,2,1,6,2,1,3,0
1418,2,1,2,4,2,2,1
1419,2,2,7,4,1,1,2
1420,5,2,12,4,2,1,1
1421,2,2,4,6,1,1,1
1422,7,2,8,6,1,1,0
1423,1,2,2,3,0,3,1
1424,1,1,3,1,6,3,0
1425,1,1,5,1,3,1,1
1426,4,1,2,6,3,1,1
1427,2,1,3,3,2,2,0
1428,8,2,6,1,2,1,2
1429,1,2,4,5,1,2,1
1430,1,2,4,2,3,1,2
1431,8,2,3,2,3,1,0
1432,1,1,2,5,0,2,1
1433,1,2,6,1,2,1,1
1434,3,1,6,6,2,3,1
1435,8,2,8,1,3,1,1
1436,4,1,6,1,2,2,0
1437,5,1,4,4,1,2,1
1438,1,2,4,1,3,1,0
1439,1,1,4,2,0,3,1
1440,1,2,4,1,3,1,1
1441,1,2,10,4,1,2,2
1442,2,1,4,2,0,2,1
1443,1,1,3,2,3,2,1
1444,1,1,5,1,0,3,1
1445,4,1,7,6,3,1,1
1446,7,2,6,1,2,1,2
1447,8,2,6,1,2,1,1
1448,1,1,4,2,0,2,1
1449,1,1,9,2,1,3,0
1450,1,1,3,3,2,2,0
1451,1,2,5,3,3,1,1
1452,7,2,5,5,3,1,1
1453,8,2,11,1,5,1,1
1454,1,2,3,5,3,3,0
1455,2,2,7,6,4,1,0
1456,9,1,5,5,4,1,2
1457,1,2,9,2,1,1,2
1458,1,2,7,2,3,2,0
1459,5,1,12,1,2,1,1
1460,1,2,1,2,1,2,0
1461,1,2,8,1,7,1,1
1462,7,1,6,1,3,1,1
1463,1,2,6,1,1,1,1
1464,1,1,4,2,2,1,0
1465,1,2,5,4,3,1,1
1466,6,2,5,1,3,1,1
1467,1,2,5,5,2,2,1
1468,7,1,2,2,5,1,0
1469,1,1,7,6,9,1,0
1470,1,2,5,2,5,2,2
1471,1,1,5,2,2,1,1
1472,7,2,3,1,5,1,1
1473,1,2,3,1,3,2,0
1474,8,2,8,5,5,1,2
1475,1,1,5,1,2,3,0
1476,1,2,6,1,1,2,0
1477,2,2,6,5,3,1,1
1478,7,1,3,3,0,2,1
1479,6,1,6,1,1,1,1
1480,1,1,4,5,1,2,1
1481,1,2,4,3,0,2,0
1482,7,1,6,4,1,1,2
1483,2,1,10,5,0,1,1
1484,1,1,9,1,2,1,1
1485,2,1,5,1,5,2,0
1486,1,1,3,1,1,1,1
1487,1,2,6,5,5,3,2
1488,1,1,3,4,2,1,1
1489,4,2,1,2,4,1,0
1490,1,1,3,4,2,1,0
1491,1,2,3,5,3,2,1
1492,1,2,3,1,4,3,0
1493,1,2,6,5,0,1,1
1494,6,2,7,4,2,2,0
1495,1,1,3,2,0,2,1
1496,1,1,2,4,2,1,1
1497,1,1,4,2,0,1,1
1498,8,2,6,4,3,2,1
1499,7,1,6,6,0,1,0
1500,6,2,7,3,4,2,1
1501,1,2,12,1,2,1,1
1502,1,2,5,2,1,1,1
1503,8,1,11,4,0,2,1
1504,2,2,8,6,5,1,0
1505,8,1,2,1,5,2,1
1506,1,1,3,5,5,3,2
1507,1,1,4,1,2,3,1
1508,1,1,5,5,1,3,0
1509,1,1,4,3,0,2,0
1510,2,2,3,1,2,1,1
1511,1,1,4,5,2,1,1
1512,1,1,6,1,0,1,2
1513,1,1,6,2,2,1,1
1514,1,2,3,4,0,1,0
1515,1,2,4,1,0,2,1
1516,7,2,6,1,1,1,1
1517,1,1,6,4,5,3,1
1518,1,1,12,1,2,1,1
1519,1,2,9,3,1,2,2
1520,4,1,8,6,2,1,0
1521,1,2,7,2,2,1,1
1522,6,1,5,3,2,2,0
1523,2,2,4,2,1,3,0
1524,1,2,4,1,3,1,1
1525,2,1,3,1,2,2,1
1526,2,2,8,6,3,1,0
1527,7,2,9,6,6,1,0
1528,2,2,7,6,5,3,1
1529,9,1,7,6,2,1,0
1530,2,1,7,5,1,2,1
1531,2,2,8,6,7,1,1
1532,7,2,10,6,6,1,0
1533,6,2,7,5,2,1,1
1534,1,2,6,2,3,1,1
1535,8,1,1,6,7,1,0
1536,2,2,6,1,0,1,2
1537,1,2,3,1,3,1,1
1538,4,1,2,6,2,1,0
1539,3,2,2,6,7,1,0
1540,2,1,3,4,2,2,1
1541,1,1,2,2,2,2,1
1542,1,2,9,2,5,3,0
1543,2,1,2,5,2,3,1
1544,1,1,7,3,8,1,2
1545,1,1,6,4,1,1,1
1546,1,1,4,1,2,2,0
1547,1,1,5,2,1,2,2
1548,1,2,6,1,3,1,2
1549,5,1,8,4,1,1,2
1550,1,2,3,3,2,3,0
1551,1,2,7,6,6,3,1
1552,5,1,2,4,1,3,1
1553,1,2,9,4,4,2,2
1554,2,2,3,6,2,1,0
1555,6,1,6,4,0,1,2
1556,4,1,6,1,3,1,2
1557,2,1,9,1,5,1,1
1558,4,1,3,3,3,2,0
1559,2,1,9,2,0,2,0
1560,8,1,2,2,5,1,0
1561,1,1,9,2,3,2,2
1562,1,1,4,2,2,1,1
1563,1,2,5,6,4,3,1
1564,1,2,5,5,2,2,0
1565,1,2,7,4,2,1,1
1566,1,1,5,5,0,1,1
1567,1,2,4,1,1,3,0
1568,2,1,8,6,6,1,0
1569,4,2,4,1,1,2,1
1570,1,2,3,1,2,1,1
1571,1,2,8,6,7,1,0
1572,2,1,7,1,3,1,1
1573,1,1,3,2,1,1,0
1574,1,1,5,1,2,2,1
1575,1,1,6,1,2,3,1
1576,1,1,3,2,1,3,1
1577,1,1,6,5,2,2,1
1578,8,1,12,1,3,1,2
1579,1,2,3,1,1,2,0
1580,2,2,5,6,4,1,0
1581,5,1,8,1,4,1,1
1582,1,2,9,4,1,1,1
1583,1,2,6,1,0,1,1
1584,1,2,6,1,1,1,1
1585,2,1,8,1,2,1,1
1586,1,2,4,1,5,3,1
1587,1,1,7,6,3,1,0
1588,1,1,3,1,1,2,1
1589,1,2,5,1,0,1,1
1590,5,2,5,6,2,3,1
1591,2,2,3,5,0,3,1
1592,6,1,2,6,2,1,0
1593,1,1,6,1,3,1,2
1594,1,2,6,5,1,1,1
1595,1,2,1,2,1,1,0
1596,1,2,4,2,5,2,1
1597,1,1,5,1,4,3,1
1598,1,1,5,3,1,3,0
1599,1,2,5,1,5,2,0
1600,1,2,7,1,1,2,0
1601,1,2,4,1,2,3,1
1602,2,1,7,6,3,1,0
1603,1,1,7,2,3,1,1
1604,1,2,5,1,1,1,1
1605,1,1,8,4,4,2,2
1606,1,1,6,2,1,2,0
1607,1,2,5,6,4,1,0
1608,1,1,3,3,0,3,1
1609,1,2,6,1,2,1,2
1610,2,2,6,6,1,1,0
1611,8,1,3,2,3,2,1
1612,1,2,6,1,3,1,2
1613,1,2,5,6,4,1,0
1614,8,1,6,1,2,1,2
1615,4,2,7,6,8,1,0
1616,1,2,4,2,5,1,2
1617,1,2,5,6,0,3,1
1618,2,2,7,4,3,2,1
1619,2,1,6,5,3,3,0
1620,1,1,7,5,2,3,1
1621,4,1,6,6,1,1,0
1622,1,1,6,1,4,2,2
1623,8,1,6,1,1,2,1
1624,1,2,11,1,0,1,2
1625,2,1,4,6,2,1,1
1626,6,2,5,3,1,1,2
1627,1,2,3,1,3,1,0
1628,1,1,8,4,0,1,2
1629,1,2,7,2,1,1,1
1630,1,2,5,2,0,3,0
1631,3,1,5,1,8,3,1
1632,1,1,3,1,1,3,0
1633,2,2,8,1,1,1,2
1634,2,1,5,6,3,1,0
1635,8,1,4,2,2,1,1
1636,5,1,4,6,1,1,0
1637,1,1,5,4,3,1,1
1638,1,1,12,6,5,1,0
1639,1,1,3,6,7,1,0
1640,1,2,7,4,2,1,1
1641,7,1,3,3,2,1,0
1642,2,2,7,4,2,1,1
1643,1,2,6,1,2,2,1
1644,1,1,7,6,3,3,1
1645,1,1,4,4,3,1,0
1646,1,2,1,3,1,1,0
1647,1,2,3,3,2,2,0
1648,1,2,3,4,2,1,1
1649,1,1,5,3,1,2,0
1650,1,2,3,1,2,1,1
1651,1,1,9,5,3,1,2
1652,5,1,8,1,1,1,1
1653,7,2,5,4,2,2,1
1654,1,1,4,1,1,1,0
1655,2,2,8,6,4,1,0
1656,1,1,3,2,0,1,0
1657,2,1,6,1,3,1,1
1658,1,1,3,1,4,3,1
1659,8,1,4,1,2,2,1
1660,1,1,6,4,2,1,1
1661,1,1,6,1,5,1,1
1662,1,1,1,2,1,3,1
1663,2,1,1,6,3,1,0
1664,1,1,4,4,1,1,1
1665,1,2,7,5,3,1,1
1666,1,1,10,3,3,1,1
1667,1,2,3,1,1,3,0
1668,1,2,8,6,2,1,0
1669,1,1,5,1,3,2,1
1670,8,1,10,2,3,2,0
1671,1,2,6,2,1,3,0
1672,2,1,7,1,3,3,0
1673,2,2,7,1,2,1,2
1674,2,1,5,6,3,1,0
1675,1,2,9,1,4,3,1
1676,1,2,7,1,3,1,1
1677,1,2,7,1,2,1,1
1678,1,2,7,4,2,1,1
1679,1,1,5,6,2,1,0
1680,7,2,3,2,3,1,0
1681,1,1,5,2,4,3,0
1682,1,2,6,4,1,3,1
1683,1,2,9,1,6,3,0
1684,8,2,3,2,1,3,1
1685,7,1,7,6,5,2,0
1686,1,1,6,6,1,1,0
1687,1,2,2,1,3,1,1
1688,1,1,2,2,1,2,0
1689,3,1,9,4,2,3,1
1690,1,1,7,1,3,1,2
1691,1,1,3,6,6,1,0
1692,1,2,7,1,3,3,2
1693,1,1,5,3,1,1,1
1694,1,1,11,1,9,1,1
1695,5,1,8,1,4,1,2
1696,2,2,2,3,1,3,0
